,asset,year,region,installed,technology,capacity
20,1,2045,R1,2020,windturbine,0.13000000000
21,1,2049,R1,2020,windturbine,0.13000000000
36,2,2045,R1,2025,gasCCGT,0.38000000000
37,2,2049,R1,2025,gasCCGT,0.38000000000
38,2,2050,R1,2025,gasCCGT,0.38000000000
39,2,2054,R1,2025,gasCCGT,0.38000000000
40,2,2055,R1,2025,gasCCGT,0.38000000000
41,2,2059,R1,2025,gasCCGT,0.38000000000
42,2,2060,R1,2025,gasCCGT,0.38000000000
43,2,2064,R1,2025,gasCCGT,0.38000000000
52,3,2045,R1,2025,windturbine,1.77500000000
53,3,2049,R1,2025,windturbine,1.77500000000
54,3,2050,R1,2025,windturbine,1.77500000000
55,3,2054,R1,2025,windturbine,1.77500000000
68,4,2045,R1,2030,windturbine,7.52330000000
69,4,2049,R1,2030,windturbine,7.52330000000
70,4,2050,R1,2030,windturbine,7.52330000000
71,4,2054,R1,2030,windturbine,7.52330000000
72,4,2055,R1,2030,windturbine,7.52330000000
73,4,2059,R1,2030,windturbine,7.52330000000
86,5,2050,R1,2045,windturbine,3.12000000000
87,5,2054,R1,2045,windturbine,3.12000000000
88,5,2055,R1,2045,windturbine,3.12000000000
89,5,2059,R1,2045,windturbine,3.12000000000
90,5,2060,R1,2045,windturbine,3.12000000000
91,5,2064,R1,2045,windturbine,3.12000000000
92,5,2065,R1,2045,windturbine,3.12000000000
93,5,2070,R1,2045,windturbine,3.12000000000
94,5,2074,R1,2045,windturbine,3.12000000000
