,asset,year,region,installed,technology,capacity
17,1,2040,R1,2020,windturbine,0.13000000000
18,1,2045,R1,2020,windturbine,0.13000000000
19,1,2049,R1,2020,windturbine,0.13000000000
31,2,2040,R1,2025,gasCCGT,0.38000000000
32,2,2045,R1,2025,gasCCGT,0.38000000000
33,2,2049,R1,2025,gasCCGT,0.38000000000
34,2,2050,R1,2025,gasCCGT,0.38000000000
35,2,2054,R1,2025,gasCCGT,0.38000000000
36,2,2055,R1,2025,gasCCGT,0.38000000000
37,2,2059,R1,2025,gasCCGT,0.38000000000
38,2,2060,R1,2025,gasCCGT,0.38000000000
39,2,2064,R1,2025,gasCCGT,0.38000000000
45,3,2040,R1,2025,windturbine,1.77500000000
46,3,2045,R1,2025,windturbine,1.77500000000
47,3,2049,R1,2025,windturbine,1.77500000000
48,3,2050,R1,2025,windturbine,1.77500000000
49,3,2054,R1,2025,windturbine,1.77500000000
59,4,2040,R1,2030,windturbine,7.52330000000
60,4,2045,R1,2030,windturbine,7.52330000000
61,4,2049,R1,2030,windturbine,7.52330000000
62,4,2050,R1,2030,windturbine,7.52330000000
63,4,2054,R1,2030,windturbine,7.52330000000
64,4,2055,R1,2030,windturbine,7.52330000000
65,4,2059,R1,2030,windturbine,7.52330000000
