,asset,year,region,technology,installed,capacity
0,0,2025,R1,gasCCGT,2020,0.50000000000
14,1,2030,R1,gasCCGT,2025,0.38000000000
15,1,2035,R1,gasCCGT,2025,0.38000000000
16,1,2040,R1,gasCCGT,2025,0.38000000000
17,1,2045,R1,gasCCGT,2025,0.38000000000
18,1,2049,R1,gasCCGT,2025,0.38000000000
19,1,2050,R1,gasCCGT,2025,0.38000000000
20,1,2054,R1,gasCCGT,2025,0.38000000000
21,1,2055,R1,gasCCGT,2025,0.38000000000
22,1,2060,R1,gasCCGT,2025,0.38000000000
23,1,2064,R1,gasCCGT,2025,0.38000000000
26,2,2025,R1,windturbine,2020,0.13000000000
27,2,2030,R1,windturbine,2020,0.13000000000
28,2,2035,R1,windturbine,2020,0.13000000000
29,2,2040,R1,windturbine,2020,0.13000000000
30,2,2045,R1,windturbine,2020,0.13000000000
31,2,2049,R1,windturbine,2020,0.13000000000
40,3,2030,R1,windturbine,2025,1.77500000000
41,3,2035,R1,windturbine,2025,1.77500000000
42,3,2040,R1,windturbine,2025,1.77500000000
43,3,2045,R1,windturbine,2025,1.77500000000
44,3,2049,R1,windturbine,2025,1.77500000000
45,3,2050,R1,windturbine,2025,1.77500000000
46,3,2054,R1,windturbine,2025,1.77500000000
