,asset,year,region,installed,technology,capacity
42,2,2050,R1,2025,gasCCGT,0.38000000000
43,2,2054,R1,2025,gasCCGT,0.38000000000
44,2,2055,R1,2025,gasCCGT,0.38000000000
45,2,2059,R1,2025,gasCCGT,0.38000000000
46,2,2060,R1,2025,gasCCGT,0.38000000000
47,2,2064,R1,2025,gasCCGT,0.38000000000
60,3,2050,R1,2025,windturbine,1.77500000000
61,3,2054,R1,2025,windturbine,1.77500000000
78,4,2050,R1,2030,windturbine,7.52330000000
79,4,2054,R1,2030,windturbine,7.52330000000
80,4,2055,R1,2030,windturbine,7.52330000000
81,4,2059,R1,2030,windturbine,7.52330000000
96,5,2050,R1,2045,windturbine,3.12000000000
97,5,2054,R1,2045,windturbine,3.12000000000
98,5,2055,R1,2045,windturbine,3.12000000000
99,5,2059,R1,2045,windturbine,3.12000000000
100,5,2060,R1,2045,windturbine,3.12000000000
101,5,2064,R1,2045,windturbine,3.12000000000
102,5,2065,R1,2045,windturbine,3.12000000000
103,5,2070,R1,2045,windturbine,3.12000000000
104,5,2074,R1,2045,windturbine,3.12000000000
116,6,2055,R1,2050,windturbine,1.77500000000
117,6,2059,R1,2050,windturbine,1.77500000000
118,6,2060,R1,2050,windturbine,1.77500000000
119,6,2064,R1,2050,windturbine,1.77500000000
120,6,2065,R1,2050,windturbine,1.77500000000
121,6,2070,R1,2050,windturbine,1.77500000000
122,6,2074,R1,2050,windturbine,1.77500000000
123,6,2075,R1,2050,windturbine,1.77500000000
124,6,2079,R1,2050,windturbine,1.77500000000
