,asset,year,region,installed,technology,capacity
33,2,2035,R1,2020,windturbine,8.37500000000
34,2,2040,R1,2020,windturbine,8.37500000000
35,2,2045,R1,2020,windturbine,8.37500000000
36,2,2049,R1,2020,windturbine,8.37500000000
49,3,2035,R1,2025,gasCCGT,9.61110000000
50,3,2040,R1,2025,gasCCGT,9.61110000000
51,3,2045,R1,2025,gasCCGT,9.61110000000
52,3,2049,R1,2025,gasCCGT,9.61110000000
53,3,2050,R1,2025,gasCCGT,9.61110000000
54,3,2054,R1,2025,gasCCGT,9.61110000000
55,3,2055,R1,2025,gasCCGT,9.61110000000
56,3,2059,R1,2025,gasCCGT,9.61110000000
57,3,2060,R1,2025,gasCCGT,9.61110000000
58,3,2064,R1,2025,gasCCGT,9.61110000000
129,8,2035,R1,2030,windturbine,9.00000000000
130,8,2040,R1,2030,windturbine,9.00000000000
131,8,2045,R1,2030,windturbine,9.00000000000
132,8,2049,R1,2030,windturbine,9.00000000000
133,8,2050,R1,2030,windturbine,9.00000000000
134,8,2054,R1,2030,windturbine,9.00000000000
135,8,2055,R1,2030,windturbine,9.00000000000
136,8,2059,R1,2030,windturbine,9.00000000000
162,10,2040,R1,2035,solarPV,0.00080000000
163,10,2045,R1,2035,solarPV,0.00080000000
164,10,2049,R1,2035,solarPV,0.00080000000
165,10,2050,R1,2035,solarPV,0.00080000000
166,10,2054,R1,2035,solarPV,0.00080000000
167,10,2055,R1,2035,solarPV,0.00080000000
168,10,2059,R1,2035,solarPV,0.00080000000
169,10,2060,R1,2035,solarPV,0.00080000000
170,10,2064,R1,2035,solarPV,0.00080000000
178,11,2040,R1,2035,windturbine,4.49920000000
179,11,2045,R1,2035,windturbine,4.49920000000
180,11,2049,R1,2035,windturbine,4.49920000000
181,11,2050,R1,2035,windturbine,4.49920000000
182,11,2054,R1,2035,windturbine,4.49920000000
183,11,2055,R1,2035,windturbine,4.49920000000
184,11,2059,R1,2035,windturbine,4.49920000000
185,11,2060,R1,2035,windturbine,4.49920000000
186,11,2064,R1,2035,windturbine,4.49920000000
