timeslice,asset,year,commodity,region,installed,technology,comm_usage,month,day,hour,supply
0,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.60000000000
0,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.60000000000
1,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.90000000000
1,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.90000000000
2,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.60000000000
2,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.60000000000
3,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.90000000000
3,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.90000000000
4,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,1.80000000000
4,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,1.80000000000
5,1,2050,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,1.20000000000
5,1,2055,electricity,R1,2045,windturbine,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,1.20000000000
