asset,year,region,technology,installed,capacity
0,2035,R1,gasCCGT,2020,2338.48380000000
0,2040,R1,gasCCGT,2020,2338.48380000000
0,2045,R1,gasCCGT,2020,2338.48380000000
0,2049,R1,gasCCGT,2020,2338.48380000000
0,2050,R1,gasCCGT,2020,2338.48380000000
0,2054,R1,gasCCGT,2020,2338.48380000000
0,2055,R1,gasCCGT,2020,2338.48380000000
0,2059,R1,gasCCGT,2020,2338.48380000000
1,2035,R1,gasCCGT,2025,120.48390000000
1,2040,R1,gasCCGT,2025,120.48390000000
1,2045,R1,gasCCGT,2025,120.48390000000
1,2049,R1,gasCCGT,2025,120.48390000000
1,2050,R1,gasCCGT,2025,120.48390000000
1,2054,R1,gasCCGT,2025,120.48390000000
1,2055,R1,gasCCGT,2025,120.48390000000
1,2059,R1,gasCCGT,2025,120.48390000000
1,2060,R1,gasCCGT,2025,120.48390000000
1,2064,R1,gasCCGT,2025,120.48390000000
2,2040,R1,gasCCGT,2035,43.67800000000
2,2064,R1,gasCCGT,2035,43.67800000000
2,2065,R1,gasCCGT,2035,43.67800000000
2,2074,R1,gasCCGT,2035,43.67800000000
3,2035,R1,windturbine,2020,60.00000000000
3,2040,R1,windturbine,2020,60.00000000000
3,2045,R1,windturbine,2020,60.00000000000
3,2049,R1,windturbine,2020,60.00000000000
4,2035,R1,windturbine,2025,60.00000000000
4,2040,R1,windturbine,2025,60.00000000000
4,2045,R1,windturbine,2025,60.00000000000
4,2049,R1,windturbine,2025,60.00000000000
4,2050,R1,windturbine,2025,60.00000000000
4,2054,R1,windturbine,2025,60.00000000000
5,2040,R1,windturbine,2035,60.00000000000
5,2064,R1,windturbine,2035,60.00000000000
