,asset,year,region,technology,installed,capacity
9,1,2040,R1,gasboiler,2035,8.75440000000
10,1,2044,R1,gasboiler,2035,8.75440000000
11,1,2045,R1,gasboiler,2035,8.75440000000
12,1,2049,R1,gasboiler,2035,8.75440000000
18,2,2040,R1,heatpump,2030,5.28070000000
19,2,2044,R1,heatpump,2030,5.28070000000
29,3,2045,R1,heatpump,2040,6.15790000000
30,3,2049,R1,heatpump,2040,6.15790000000
31,3,2050,R1,heatpump,2040,6.15790000000
32,3,2054,R1,heatpump,2040,6.15790000000
