,asset,year,technology,region,installed,capacity
0,0,2036,gasboiler,R1,2026,1.07780000000
1,0,2037,gasboiler,R1,2026,1.07780000000
14,1,2036,gasboiler,R2,2026,1.07780000000
15,1,2037,gasboiler,R2,2026,1.07780000000
28,2,2036,heatpump,R1,2026,3.70810000000
29,2,2037,heatpump,R1,2026,3.70810000000
42,3,2036,heatpump,R1,2028,1.14290000000
43,3,2037,heatpump,R1,2028,1.14290000000
44,3,2038,heatpump,R1,2028,1.14290000000
45,3,2039,heatpump,R1,2028,1.14290000000
56,4,2036,heatpump,R1,2030,14.85870000000
57,4,2037,heatpump,R1,2030,14.85870000000
58,4,2038,heatpump,R1,2030,14.85870000000
59,4,2039,heatpump,R1,2030,14.85870000000
60,4,2040,heatpump,R1,2030,14.85870000000
61,4,2041,heatpump,R1,2030,14.85870000000
70,5,2036,heatpump,R1,2032,6.57170000000
71,5,2037,heatpump,R1,2032,6.57170000000
72,5,2038,heatpump,R1,2032,6.57170000000
73,5,2039,heatpump,R1,2032,6.57170000000
74,5,2040,heatpump,R1,2032,6.57170000000
75,5,2041,heatpump,R1,2032,6.57170000000
76,5,2042,heatpump,R1,2032,6.57170000000
77,5,2043,heatpump,R1,2032,6.57170000000
84,6,2036,heatpump,R1,2034,8.07170000000
85,6,2037,heatpump,R1,2034,8.07170000000
86,6,2038,heatpump,R1,2034,8.07170000000
87,6,2039,heatpump,R1,2034,8.07170000000
88,6,2040,heatpump,R1,2034,8.07170000000
89,6,2041,heatpump,R1,2034,8.07170000000
90,6,2042,heatpump,R1,2034,8.07170000000
91,6,2043,heatpump,R1,2034,8.07170000000
92,6,2044,heatpump,R1,2034,8.07170000000
93,6,2045,heatpump,R1,2034,8.07170000000
100,7,2038,heatpump,R1,2036,7.07170000000
101,7,2039,heatpump,R1,2036,7.07170000000
102,7,2040,heatpump,R1,2036,7.07170000000
103,7,2041,heatpump,R1,2036,7.07170000000
104,7,2042,heatpump,R1,2036,7.07170000000
105,7,2043,heatpump,R1,2036,7.07170000000
106,7,2044,heatpump,R1,2036,7.07170000000
107,7,2045,heatpump,R1,2036,7.07170000000
108,7,2046,heatpump,R1,2036,7.07170000000
109,7,2047,heatpump,R1,2036,7.07170000000
112,8,2036,heatpump,R2,2026,3.70810000000
113,8,2037,heatpump,R2,2026,3.70810000000
126,9,2036,heatpump,R2,2028,1.14290000000
127,9,2037,heatpump,R2,2028,1.14290000000
128,9,2038,heatpump,R2,2028,1.14290000000
129,9,2039,heatpump,R2,2028,1.14290000000
140,10,2036,heatpump,R2,2030,14.85870000000
141,10,2037,heatpump,R2,2030,14.85870000000
142,10,2038,heatpump,R2,2030,14.85870000000
143,10,2039,heatpump,R2,2030,14.85870000000
144,10,2040,heatpump,R2,2030,14.85870000000
145,10,2041,heatpump,R2,2030,14.85870000000
154,11,2036,heatpump,R2,2032,6.57170000000
155,11,2037,heatpump,R2,2032,6.57170000000
156,11,2038,heatpump,R2,2032,6.57170000000
157,11,2039,heatpump,R2,2032,6.57170000000
158,11,2040,heatpump,R2,2032,6.57170000000
159,11,2041,heatpump,R2,2032,6.57170000000
160,11,2042,heatpump,R2,2032,6.57170000000
161,11,2043,heatpump,R2,2032,6.57170000000
168,12,2036,heatpump,R2,2034,8.07170000000
169,12,2037,heatpump,R2,2034,8.07170000000
170,12,2038,heatpump,R2,2034,8.07170000000
171,12,2039,heatpump,R2,2034,8.07170000000
172,12,2040,heatpump,R2,2034,8.07170000000
173,12,2041,heatpump,R2,2034,8.07170000000
174,12,2042,heatpump,R2,2034,8.07170000000
175,12,2043,heatpump,R2,2034,8.07170000000
176,12,2044,heatpump,R2,2034,8.07170000000
177,12,2045,heatpump,R2,2034,8.07170000000
184,13,2038,heatpump,R2,2036,7.07170000000
185,13,2039,heatpump,R2,2036,7.07170000000
186,13,2040,heatpump,R2,2036,7.07170000000
187,13,2041,heatpump,R2,2036,7.07170000000
188,13,2042,heatpump,R2,2036,7.07170000000
189,13,2043,heatpump,R2,2036,7.07170000000
190,13,2044,heatpump,R2,2036,7.07170000000
191,13,2045,heatpump,R2,2036,7.07170000000
192,13,2046,heatpump,R2,2036,7.07170000000
193,13,2047,heatpump,R2,2036,7.07170000000
