asset,year,technology,region,installed,capacity
0,2020,gasboiler,R1,2020,10.00000000000
0,2022,gasboiler,R1,2020,5.00000000000
0,2025,gasboiler,R1,2020,5.00000000000
1,2020,gasboiler,R2,2020,10.00000000000
1,2022,gasboiler,R2,2020,5.00000000000
1,2025,gasboiler,R2,2020,5.00000000000
2,2022,heatpump,R1,2020,14.42990000000
2,2025,heatpump,R1,2020,14.42990000000
2,2030,heatpump,R1,2020,14.42990000000
2,2031,heatpump,R1,2020,14.42990000000
3,2022,heatpump,R2,2020,14.42990000000
3,2025,heatpump,R2,2020,14.42990000000
3,2030,heatpump,R2,2020,14.42990000000
3,2031,heatpump,R2,2020,14.42990000000
