asset,year,technology,region,installed,capacity
0,2032,gasboiler,R1,2022,0.55520000000
0,2033,gasboiler,R1,2022,0.55520000000
1,2032,gasboiler,R1,2024,3.11300000000
1,2033,gasboiler,R1,2024,3.11300000000
1,2034,gasboiler,R1,2024,3.11300000000
1,2035,gasboiler,R1,2024,3.11300000000
2,2032,gasboiler,R2,2022,0.55520000000
2,2033,gasboiler,R2,2022,0.55520000000
3,2032,gasboiler,R2,2024,3.11300000000
3,2033,gasboiler,R2,2024,3.11300000000
3,2034,gasboiler,R2,2024,3.11300000000
3,2035,gasboiler,R2,2024,3.11300000000
4,2032,heatpump,R1,2022,1.68480000000
4,2033,heatpump,R1,2022,1.68480000000
5,2032,heatpump,R1,2024,4.12700000000
5,2033,heatpump,R1,2024,4.12700000000
5,2034,heatpump,R1,2024,4.12700000000
5,2035,heatpump,R1,2024,4.12700000000
6,2032,heatpump,R1,2026,2.24000000000
6,2033,heatpump,R1,2026,2.24000000000
6,2034,heatpump,R1,2026,2.24000000000
6,2035,heatpump,R1,2026,2.24000000000
6,2036,heatpump,R1,2026,2.24000000000
6,2037,heatpump,R1,2026,2.24000000000
7,2032,heatpump,R1,2028,2.24000000000
7,2033,heatpump,R1,2028,2.24000000000
7,2034,heatpump,R1,2028,2.24000000000
7,2035,heatpump,R1,2028,2.24000000000
7,2036,heatpump,R1,2028,2.24000000000
7,2037,heatpump,R1,2028,2.24000000000
7,2038,heatpump,R1,2028,2.24000000000
7,2039,heatpump,R1,2028,2.24000000000
8,2032,heatpump,R1,2030,16.28000000000
8,2033,heatpump,R1,2030,16.28000000000
8,2034,heatpump,R1,2030,16.28000000000
8,2035,heatpump,R1,2030,16.28000000000
8,2036,heatpump,R1,2030,16.28000000000
8,2037,heatpump,R1,2030,16.28000000000
8,2038,heatpump,R1,2030,16.28000000000
8,2039,heatpump,R1,2030,16.28000000000
8,2040,heatpump,R1,2030,16.28000000000
8,2041,heatpump,R1,2030,16.28000000000
9,2034,heatpump,R1,2032,4.48000000000
9,2035,heatpump,R1,2032,4.48000000000
9,2036,heatpump,R1,2032,4.48000000000
9,2037,heatpump,R1,2032,4.48000000000
9,2038,heatpump,R1,2032,4.48000000000
9,2039,heatpump,R1,2032,4.48000000000
9,2040,heatpump,R1,2032,4.48000000000
9,2041,heatpump,R1,2032,4.48000000000
9,2042,heatpump,R1,2032,4.48000000000
9,2043,heatpump,R1,2032,4.48000000000
10,2032,heatpump,R2,2022,1.68480000000
10,2033,heatpump,R2,2022,1.68480000000
11,2032,heatpump,R2,2024,4.12700000000
11,2033,heatpump,R2,2024,4.12700000000
11,2034,heatpump,R2,2024,4.12700000000
11,2035,heatpump,R2,2024,4.12700000000
12,2032,heatpump,R2,2026,2.24000000000
12,2033,heatpump,R2,2026,2.24000000000
12,2034,heatpump,R2,2026,2.24000000000
12,2035,heatpump,R2,2026,2.24000000000
12,2036,heatpump,R2,2026,2.24000000000
12,2037,heatpump,R2,2026,2.24000000000
13,2032,heatpump,R2,2028,2.24000000000
13,2033,heatpump,R2,2028,2.24000000000
13,2034,heatpump,R2,2028,2.24000000000
13,2035,heatpump,R2,2028,2.24000000000
13,2036,heatpump,R2,2028,2.24000000000
13,2037,heatpump,R2,2028,2.24000000000
13,2038,heatpump,R2,2028,2.24000000000
13,2039,heatpump,R2,2028,2.24000000000
14,2032,heatpump,R2,2030,16.28000000000
14,2033,heatpump,R2,2030,16.28000000000
14,2034,heatpump,R2,2030,16.28000000000
14,2035,heatpump,R2,2030,16.28000000000
14,2036,heatpump,R2,2030,16.28000000000
14,2037,heatpump,R2,2030,16.28000000000
14,2038,heatpump,R2,2030,16.28000000000
14,2039,heatpump,R2,2030,16.28000000000
14,2040,heatpump,R2,2030,16.28000000000
14,2041,heatpump,R2,2030,16.28000000000
15,2034,heatpump,R2,2032,4.48000000000
15,2035,heatpump,R2,2032,4.48000000000
15,2036,heatpump,R2,2032,4.48000000000
15,2037,heatpump,R2,2032,4.48000000000
15,2038,heatpump,R2,2032,4.48000000000
15,2039,heatpump,R2,2032,4.48000000000
15,2040,heatpump,R2,2032,4.48000000000
15,2041,heatpump,R2,2032,4.48000000000
15,2042,heatpump,R2,2032,4.48000000000
15,2043,heatpump,R2,2032,4.48000000000
