,timeslice,region,installed,technology,year,agent,category,sector,emission_costs
507,"('all-year', 'all-week', 'late-peak')",R1,2030,gasCCGT,2035,A1,retrofit,power,0.11725677489
508,"('all-year', 'all-week', 'late-peak')",R1,2030,windturbine,2035,A1,retrofit,power,0.00000000000
509,"('all-year', 'all-week', 'late-peak')",R1,2035,windturbine,2035,A1,retrofit,power,0.00000000000
510,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000022457
511,"('all-year', 'all-week', 'evening')",R1,2025,gasCCGT,2035,A1,retrofit,power,0.20845626413
512,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2035,A1,retrofit,power,0.00000000000
513,"('all-year', 'all-week', 'evening')",R1,2030,gasCCGT,2035,A1,retrofit,power,0.07817118326
514,"('all-year', 'all-week', 'evening')",R1,2030,windturbine,2035,A1,retrofit,power,0.00000000000
515,"('all-year', 'all-week', 'evening')",R1,2035,windturbine,2035,A1,retrofit,power,0.00000000000
516,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
517,"('all-year', 'all-week', 'night')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
518,"('all-year', 'all-week', 'night')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
519,"('all-year', 'all-week', 'night')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
520,"('all-year', 'all-week', 'night')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
521,"('all-year', 'all-week', 'night')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
522,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
523,"('all-year', 'all-week', 'morning')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
524,"('all-year', 'all-week', 'morning')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
525,"('all-year', 'all-week', 'morning')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
526,"('all-year', 'all-week', 'morning')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
527,"('all-year', 'all-week', 'morning')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
528,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
529,"('all-year', 'all-week', 'afternoon')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
530,"('all-year', 'all-week', 'afternoon')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
531,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
532,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
533,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
534,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
535,"('all-year', 'all-week', 'early-peak')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
536,"('all-year', 'all-week', 'early-peak')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
537,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
538,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
539,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
540,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
541,"('all-year', 'all-week', 'late-peak')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
542,"('all-year', 'all-week', 'late-peak')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
543,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
544,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
545,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
546,"('all-year', 'all-week', 'evening')",R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
547,"('all-year', 'all-week', 'evening')",R1,2020,gassupply2,2035,A1,newcapa,gas,0.00000000000
548,"('all-year', 'all-week', 'evening')",R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
549,"('all-year', 'all-week', 'evening')",R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
550,"('all-year', 'all-week', 'evening')",R1,2030,gassupply2,2035,A1,newcapa,gas,0.00000000000
551,"('all-year', 'all-week', 'evening')",R1,2030,gassupply3,2035,A1,newcapa,gas,0.00000000000
552,"('all-year', 'all-week', 'night')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.01107498749
553,"('all-year', 'all-week', 'night')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.00352055203
554,"('all-year', 'all-week', 'night')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.00463893564
555,"('all-year', 'all-week', 'night')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.13737296137
556,"('all-year', 'all-week', 'night')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
557,"('all-year', 'all-week', 'morning')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.01661248123
558,"('all-year', 'all-week', 'morning')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.00528082804
559,"('all-year', 'all-week', 'morning')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.00695840346
560,"('all-year', 'all-week', 'morning')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.20605944206
561,"('all-year', 'all-week', 'morning')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
562,"('all-year', 'all-week', 'afternoon')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.01107498749
563,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.00352055203
564,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.00463893564
565,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.13737296137
566,"('all-year', 'all-week', 'afternoon')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
567,"('all-year', 'all-week', 'early-peak')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.01661248123
568,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.00528082804
569,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.00695840346
570,"('all-year', 'all-week', 'early-peak')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.20605944206
571,"('all-year', 'all-week', 'early-peak')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
572,"('all-year', 'all-week', 'late-peak')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.03322496246
573,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.01056165608
574,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.01391680692
575,"('all-year', 'all-week', 'late-peak')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.41211888411
576,"('all-year', 'all-week', 'late-peak')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
577,"('all-year', 'all-week', 'evening')",R1,2025,gassupply1,2035,A1,retrofit,gas,0.02214997497
578,"('all-year', 'all-week', 'evening')",R1,2030,gassupply1,2035,A1,retrofit,gas,0.00704110406
579,"('all-year', 'all-week', 'evening')",R1,2030,gassupply2,2035,A1,retrofit,gas,0.00927787128
580,"('all-year', 'all-week', 'evening')",R1,2030,gassupply3,2035,A1,retrofit,gas,0.27474592274
581,"('all-year', 'all-week', 'evening')",R1,2035,gassupply1,2035,A1,retrofit,gas,0.00000000000
582,"('all-year', 'all-week', 'night')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
583,"('all-year', 'all-week', 'morning')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
584,"('all-year', 'all-week', 'afternoon')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
585,"('all-year', 'all-week', 'early-peak')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
586,"('all-year', 'all-week', 'late-peak')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
587,"('all-year', 'all-week', 'evening')",R1,2040,heatpump,2040,A1,newcapa,residential,0.00000000000
588,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000003060
589,"('all-year', 'all-week', 'night')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.29248165144
590,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
591,"('all-year', 'all-week', 'night')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.17974231799
592,"('all-year', 'all-week', 'night')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
593,"('all-year', 'all-week', 'night')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
594,"('all-year', 'all-week', 'night')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
595,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000004589
596,"('all-year', 'all-week', 'morning')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.43872247715
597,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
598,"('all-year', 'all-week', 'morning')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.26961347699
599,"('all-year', 'all-week', 'morning')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
600,"('all-year', 'all-week', 'morning')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
601,"('all-year', 'all-week', 'morning')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
602,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000003060
603,"('all-year', 'all-week', 'afternoon')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.29248165144
604,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
605,"('all-year', 'all-week', 'afternoon')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.17974231799
606,"('all-year', 'all-week', 'afternoon')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
607,"('all-year', 'all-week', 'afternoon')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
608,"('all-year', 'all-week', 'afternoon')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
609,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000004589
610,"('all-year', 'all-week', 'early-peak')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.43872247715
611,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
612,"('all-year', 'all-week', 'early-peak')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.26961347699
613,"('all-year', 'all-week', 'early-peak')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
614,"('all-year', 'all-week', 'early-peak')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
615,"('all-year', 'all-week', 'early-peak')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
616,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000009179
617,"('all-year', 'all-week', 'late-peak')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.87744495431
618,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
619,"('all-year', 'all-week', 'late-peak')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.53922695398
620,"('all-year', 'all-week', 'late-peak')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
621,"('all-year', 'all-week', 'late-peak')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
622,"('all-year', 'all-week', 'late-peak')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
623,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000006119
624,"('all-year', 'all-week', 'evening')",R1,2030,gasboiler,2040,A1,retrofit,residential,0.58496330287
625,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2040,A1,retrofit,residential,0.00000000000
626,"('all-year', 'all-week', 'evening')",R1,2035,gasboiler,2040,A1,retrofit,residential,0.35948463599
627,"('all-year', 'all-week', 'evening')",R1,2035,heatpump,2040,A1,retrofit,residential,0.00000000000
628,"('all-year', 'all-week', 'evening')",R1,2040,gasboiler,2040,A1,retrofit,residential,0.00000000000
629,"('all-year', 'all-week', 'evening')",R1,2040,heatpump,2040,A1,retrofit,residential,0.00000000000
630,"('all-year', 'all-week', 'night')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
631,"('all-year', 'all-week', 'morning')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
632,"('all-year', 'all-week', 'afternoon')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
633,"('all-year', 'all-week', 'early-peak')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
634,"('all-year', 'all-week', 'late-peak')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
635,"('all-year', 'all-week', 'evening')",R1,2040,heatpump,2040,A2,newcapa,residential,0.00000000000
636,"('all-year', 'all-week', 'night')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000007139
637,"('all-year', 'all-week', 'night')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.22487957018
638,"('all-year', 'all-week', 'night')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
639,"('all-year', 'all-week', 'night')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.24174553259
640,"('all-year', 'all-week', 'night')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
641,"('all-year', 'all-week', 'night')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
642,"('all-year', 'all-week', 'night')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
643,"('all-year', 'all-week', 'morning')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000010709
644,"('all-year', 'all-week', 'morning')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.33731935527
645,"('all-year', 'all-week', 'morning')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
646,"('all-year', 'all-week', 'morning')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.36261829888
647,"('all-year', 'all-week', 'morning')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
648,"('all-year', 'all-week', 'morning')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
649,"('all-year', 'all-week', 'morning')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
650,"('all-year', 'all-week', 'afternoon')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000007139
651,"('all-year', 'all-week', 'afternoon')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.22487957018
652,"('all-year', 'all-week', 'afternoon')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
653,"('all-year', 'all-week', 'afternoon')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.24174553259
654,"('all-year', 'all-week', 'afternoon')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
655,"('all-year', 'all-week', 'afternoon')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
656,"('all-year', 'all-week', 'afternoon')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
657,"('all-year', 'all-week', 'early-peak')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000010709
658,"('all-year', 'all-week', 'early-peak')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.33731935527
659,"('all-year', 'all-week', 'early-peak')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
660,"('all-year', 'all-week', 'early-peak')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.36261829888
661,"('all-year', 'all-week', 'early-peak')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
662,"('all-year', 'all-week', 'early-peak')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
663,"('all-year', 'all-week', 'early-peak')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
664,"('all-year', 'all-week', 'late-peak')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000021417
665,"('all-year', 'all-week', 'late-peak')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.67463871054
666,"('all-year', 'all-week', 'late-peak')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
667,"('all-year', 'all-week', 'late-peak')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.72523659777
668,"('all-year', 'all-week', 'late-peak')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
669,"('all-year', 'all-week', 'late-peak')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
670,"('all-year', 'all-week', 'late-peak')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
671,"('all-year', 'all-week', 'evening')",R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000014278
672,"('all-year', 'all-week', 'evening')",R1,2030,gasboiler,2040,A2,retrofit,residential,0.44975914036
673,"('all-year', 'all-week', 'evening')",R1,2030,heatpump,2040,A2,retrofit,residential,0.00000000000
674,"('all-year', 'all-week', 'evening')",R1,2035,gasboiler,2040,A2,retrofit,residential,0.48349106518
675,"('all-year', 'all-week', 'evening')",R1,2035,heatpump,2040,A2,retrofit,residential,0.00000000000
676,"('all-year', 'all-week', 'evening')",R1,2040,gasboiler,2040,A2,retrofit,residential,0.00000000000
677,"('all-year', 'all-week', 'evening')",R1,2040,heatpump,2040,A2,retrofit,residential,0.00000000000
678,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
679,"('all-year', 'all-week', 'night')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
680,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
681,"('all-year', 'all-week', 'night')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
682,"('all-year', 'all-week', 'night')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
683,"('all-year', 'all-week', 'night')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
684,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
685,"('all-year', 'all-week', 'morning')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
686,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
687,"('all-year', 'all-week', 'morning')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
688,"('all-year', 'all-week', 'morning')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
689,"('all-year', 'all-week', 'morning')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
690,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
691,"('all-year', 'all-week', 'afternoon')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
692,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
693,"('all-year', 'all-week', 'afternoon')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
694,"('all-year', 'all-week', 'afternoon')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
695,"('all-year', 'all-week', 'afternoon')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
696,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
697,"('all-year', 'all-week', 'early-peak')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
698,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
699,"('all-year', 'all-week', 'early-peak')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
700,"('all-year', 'all-week', 'early-peak')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
701,"('all-year', 'all-week', 'early-peak')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
702,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
703,"('all-year', 'all-week', 'late-peak')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
704,"('all-year', 'all-week', 'late-peak')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
705,"('all-year', 'all-week', 'late-peak')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
706,"('all-year', 'all-week', 'late-peak')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
707,"('all-year', 'all-week', 'late-peak')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
708,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2040,A1,newcapa,power,0.00000000000
709,"('all-year', 'all-week', 'evening')",R1,2025,gasCCGT,2040,A1,newcapa,power,0.00000000000
710,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2040,A1,newcapa,power,0.00000000000
711,"('all-year', 'all-week', 'evening')",R1,2030,gasCCGT,2040,A1,newcapa,power,0.00000000000
712,"('all-year', 'all-week', 'evening')",R1,2030,windturbine,2040,A1,newcapa,power,0.00000000000
713,"('all-year', 'all-week', 'evening')",R1,2035,windturbine,2040,A1,newcapa,power,0.00000000000
714,"('all-year', 'all-week', 'night')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000013687
715,"('all-year', 'all-week', 'night')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.12704957465
716,"('all-year', 'all-week', 'night')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
717,"('all-year', 'all-week', 'night')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.04764364182
718,"('all-year', 'all-week', 'night')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
719,"('all-year', 'all-week', 'night')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
720,"('all-year', 'all-week', 'morning')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000020531
721,"('all-year', 'all-week', 'morning')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.19057436197
722,"('all-year', 'all-week', 'morning')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
723,"('all-year', 'all-week', 'morning')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.07146546273
724,"('all-year', 'all-week', 'morning')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
725,"('all-year', 'all-week', 'morning')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
726,"('all-year', 'all-week', 'afternoon')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000013687
727,"('all-year', 'all-week', 'afternoon')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.12704957465
728,"('all-year', 'all-week', 'afternoon')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
729,"('all-year', 'all-week', 'afternoon')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.04764364182
730,"('all-year', 'all-week', 'afternoon')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
731,"('all-year', 'all-week', 'afternoon')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
732,"('all-year', 'all-week', 'early-peak')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000020531
733,"('all-year', 'all-week', 'early-peak')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.19057436197
734,"('all-year', 'all-week', 'early-peak')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
735,"('all-year', 'all-week', 'early-peak')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.07146546273
736,"('all-year', 'all-week', 'early-peak')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
737,"('all-year', 'all-week', 'early-peak')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
738,"('all-year', 'all-week', 'late-peak')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000041062
739,"('all-year', 'all-week', 'late-peak')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.38114872394
740,"('all-year', 'all-week', 'late-peak')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
741,"('all-year', 'all-week', 'late-peak')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.14293092546
742,"('all-year', 'all-week', 'late-peak')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
743,"('all-year', 'all-week', 'late-peak')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
744,"('all-year', 'all-week', 'evening')",R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000027374
745,"('all-year', 'all-week', 'evening')",R1,2025,gasCCGT,2040,A1,retrofit,power,0.25409914929
746,"('all-year', 'all-week', 'evening')",R1,2025,windturbine,2040,A1,retrofit,power,0.00000000000
747,"('all-year', 'all-week', 'evening')",R1,2030,gasCCGT,2040,A1,retrofit,power,0.09528728364
748,"('all-year', 'all-week', 'evening')",R1,2030,windturbine,2040,A1,retrofit,power,0.00000000000
749,"('all-year', 'all-week', 'evening')",R1,2035,windturbine,2040,A1,retrofit,power,0.00000000000
750,"('all-year', 'all-week', 'night')",R1,2025,gassupply1,2040,A1,newcapa,gas,0.00000000000
751,"('all-year', 'all-week', 'night')",R1,2030,gassupply1,2040,A1,newcapa,gas,0.00000000000
752,"('all-year', 'all-week', 'night')",R1,2030,gassupply2,2040,A1,newcapa,gas,0.00000000000
753,"('all-year', 'all-week', 'night')",R1,2030,gassupply3,2040,A1,newcapa,gas,0.00000000000
754,"('all-year', 'all-week', 'night')",R1,2035,gassupply1,2040,A1,newcapa,gas,0.00000000000
755,"('all-year', 'all-week', 'night')",R1,2020,gassupply1,2040,A1,newcapa,gas,0.00000000000
756,"('all-year', 'all-week', 'night')",R1,2020,gassupply2,2040,A1,newcapa,gas,0.00000000000
757,"('all-year', 'all-week', 'morning')",R1,2025,gassupply1,2040,A1,newcapa,gas,0.00000000000
758,"('all-year', 'all-week', 'morning')",R1,2030,gassupply1,2040,A1,newcapa,gas,0.00000000000
759,"('all-year', 'all-week', 'morning')",R1,2030,gassupply2,2040,A1,newcapa,gas,0.00000000000
760,"('all-year', 'all-week', 'morning')",R1,2030,gassupply3,2040,A1,newcapa,gas,0.00000000000
761,"('all-year', 'all-week', 'morning')",R1,2035,gassupply1,2040,A1,newcapa,gas,0.00000000000
762,"('all-year', 'all-week', 'morning')",R1,2020,gassupply1,2040,A1,newcapa,gas,0.00000000000
763,"('all-year', 'all-week', 'morning')",R1,2020,gassupply2,2040,A1,newcapa,gas,0.00000000000
764,"('all-year', 'all-week', 'afternoon')",R1,2025,gassupply1,2040,A1,newcapa,gas,0.00000000000
765,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply1,2040,A1,newcapa,gas,0.00000000000
766,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply2,2040,A1,newcapa,gas,0.00000000000
767,"('all-year', 'all-week', 'afternoon')",R1,2030,gassupply3,2040,A1,newcapa,gas,0.00000000000
768,"('all-year', 'all-week', 'afternoon')",R1,2035,gassupply1,2040,A1,newcapa,gas,0.00000000000
