,region,installed,technology,year,agent,category,sector,capital_costs
63,R1,2025,gasboiler,2030,A1,retrofit,residential,1.77236839855
64,R1,2020,gasboiler,2030,A1,retrofit,residential,0.66052633079
65,R1,2025,gasboiler,2030,A1,retrofit,residential,1.18157893237
66,R1,2020,gasboiler,2030,A1,retrofit,residential,0.99078949618
67,R1,2025,gasboiler,2030,A1,retrofit,residential,1.77236839855
68,R1,2020,gasboiler,2030,A1,retrofit,residential,1.98157899237
69,R1,2025,gasboiler,2030,A1,retrofit,residential,3.54473679711
70,R1,2020,gasboiler,2030,A1,retrofit,residential,1.32105266158
71,R1,2025,gasboiler,2030,A1,retrofit,residential,2.36315786474
72,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000003500
73,R1,2020,heatpump,2030,A2,retrofit,residential,15.41228070175
74,R1,2025,gasboiler,2030,A2,retrofit,residential,0.90877189482
75,R1,2025,heatpump,2030,A2,retrofit,residential,18.48245614035
76,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000005250
77,R1,2020,heatpump,2030,A2,retrofit,residential,23.11842105263
78,R1,2025,gasboiler,2030,A2,retrofit,residential,1.36315784224
79,R1,2025,heatpump,2030,A2,retrofit,residential,27.72368421053
80,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000003500
81,R1,2020,heatpump,2030,A2,retrofit,residential,15.41228070175
82,R1,2025,gasboiler,2030,A2,retrofit,residential,0.90877189482
83,R1,2025,heatpump,2030,A2,retrofit,residential,18.48245614035
84,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000005250
85,R1,2020,heatpump,2030,A2,retrofit,residential,23.11842105263
86,R1,2025,gasboiler,2030,A2,retrofit,residential,1.36315784224
87,R1,2025,heatpump,2030,A2,retrofit,residential,27.72368421053
88,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000010500
89,R1,2020,heatpump,2030,A2,retrofit,residential,46.23684210526
90,R1,2025,gasboiler,2030,A2,retrofit,residential,2.72631568447
91,R1,2025,heatpump,2030,A2,retrofit,residential,55.44736842105
92,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000007000
93,R1,2020,heatpump,2030,A2,retrofit,residential,30.82456140351
94,R1,2025,gasboiler,2030,A2,retrofit,residential,1.81754378965
95,R1,2025,heatpump,2030,A2,retrofit,residential,36.96491228070
96,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000023782
97,R1,2020,windturbine,2030,A1,retrofit,power,6.54749069821
98,R1,2025,gasCCGT,2030,A1,retrofit,power,4.90092427923
99,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000035674
100,R1,2020,windturbine,2030,A1,retrofit,power,9.82123604731
101,R1,2025,gasCCGT,2030,A1,retrofit,power,7.35138641884
102,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000023782
103,R1,2020,windturbine,2030,A1,retrofit,power,6.54749069821
104,R1,2025,gasCCGT,2030,A1,retrofit,power,4.90092427923
105,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000035674
106,R1,2020,windturbine,2030,A1,retrofit,power,9.82123604731
107,R1,2025,gasCCGT,2030,A1,retrofit,power,7.35138641884
108,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000071347
109,R1,2020,windturbine,2030,A1,retrofit,power,19.64247209462
110,R1,2025,gasCCGT,2030,A1,retrofit,power,14.70277283768
111,R1,2020,gasCCGT,2030,A1,retrofit,power,0.00000047565
112,R1,2020,windturbine,2030,A1,retrofit,power,13.09498139641
113,R1,2025,gasCCGT,2030,A1,retrofit,power,9.80184855845
114,R1,2020,gassupply1,2030,A1,retrofit,gas,32.81124965867
115,R1,2025,gassupply1,2030,A1,retrofit,gas,22.62904770359
116,R1,2020,gassupply1,2030,A1,retrofit,gas,49.21687448800
117,R1,2025,gassupply1,2030,A1,retrofit,gas,33.94357155538
118,R1,2020,gassupply1,2030,A1,retrofit,gas,32.81124965867
119,R1,2025,gassupply1,2030,A1,retrofit,gas,22.62904770359
120,R1,2020,gassupply1,2030,A1,retrofit,gas,49.21687448800
121,R1,2025,gassupply1,2030,A1,retrofit,gas,33.94357155538
122,R1,2020,gassupply1,2030,A1,retrofit,gas,98.43374897600
123,R1,2025,gassupply1,2030,A1,retrofit,gas,67.88714311076
124,R1,2020,gassupply1,2030,A1,retrofit,gas,65.62249931733
125,R1,2025,gassupply1,2030,A1,retrofit,gas,45.25809540717
126,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000001500
127,R1,2025,gasboiler,2035,A1,retrofit,residential,1.18157893237
128,R1,2030,gasboiler,2035,A1,retrofit,residential,0.79210526316
129,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000002250
130,R1,2025,gasboiler,2035,A1,retrofit,residential,1.77236839855
131,R1,2030,gasboiler,2035,A1,retrofit,residential,1.18815789474
132,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000001500
133,R1,2025,gasboiler,2035,A1,retrofit,residential,1.18157893237
134,R1,2030,gasboiler,2035,A1,retrofit,residential,0.79210526316
135,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000002250
136,R1,2025,gasboiler,2035,A1,retrofit,residential,1.77236839855
137,R1,2030,gasboiler,2035,A1,retrofit,residential,1.18815789474
138,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000004500
139,R1,2025,gasboiler,2035,A1,retrofit,residential,3.54473679711
140,R1,2030,gasboiler,2035,A1,retrofit,residential,2.37631578947
141,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000003000
142,R1,2025,gasboiler,2035,A1,retrofit,residential,2.36315786474
143,R1,2030,gasboiler,2035,A1,retrofit,residential,1.58421052632
144,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000003500
145,R1,2025,gasboiler,2035,A2,retrofit,residential,0.90877189482
146,R1,2025,heatpump,2035,A2,retrofit,residential,18.48245614035
147,R1,2030,heatpump,2035,A2,retrofit,residential,18.48245614035
148,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000005250
149,R1,2025,gasboiler,2035,A2,retrofit,residential,1.36315784224
150,R1,2025,heatpump,2035,A2,retrofit,residential,27.72368421053
151,R1,2030,heatpump,2035,A2,retrofit,residential,27.72368421053
152,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000003500
153,R1,2025,gasboiler,2035,A2,retrofit,residential,0.90877189482
154,R1,2025,heatpump,2035,A2,retrofit,residential,18.48245614035
155,R1,2030,heatpump,2035,A2,retrofit,residential,18.48245614035
156,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000005250
157,R1,2025,gasboiler,2035,A2,retrofit,residential,1.36315784224
158,R1,2025,heatpump,2035,A2,retrofit,residential,27.72368421053
159,R1,2030,heatpump,2035,A2,retrofit,residential,27.72368421053
160,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000010500
161,R1,2025,gasboiler,2035,A2,retrofit,residential,2.72631568447
162,R1,2025,heatpump,2035,A2,retrofit,residential,55.44736842105
163,R1,2030,heatpump,2035,A2,retrofit,residential,55.44736842105
164,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000007000
165,R1,2025,gasboiler,2035,A2,retrofit,residential,1.81754378965
166,R1,2025,heatpump,2035,A2,retrofit,residential,36.96491228070
167,R1,2030,heatpump,2035,A2,retrofit,residential,36.96491228070
168,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000023782
169,R1,2020,windturbine,2035,A1,retrofit,power,6.54749069821
170,R1,2025,gasCCGT,2035,A1,retrofit,power,4.90092427923
171,R1,2030,windturbine,2035,A1,retrofit,power,4.23589971233
172,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000035674
173,R1,2020,windturbine,2035,A1,retrofit,power,9.82123604731
174,R1,2025,gasCCGT,2035,A1,retrofit,power,7.35138641884
175,R1,2030,windturbine,2035,A1,retrofit,power,6.35384956850
176,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000023782
177,R1,2020,windturbine,2035,A1,retrofit,power,6.54749069821
178,R1,2025,gasCCGT,2035,A1,retrofit,power,4.90092427923
179,R1,2030,windturbine,2035,A1,retrofit,power,4.23589971233
180,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000035674
181,R1,2020,windturbine,2035,A1,retrofit,power,9.82123604731
182,R1,2025,gasCCGT,2035,A1,retrofit,power,7.35138641884
183,R1,2030,windturbine,2035,A1,retrofit,power,6.35384956850
184,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000071347
185,R1,2020,windturbine,2035,A1,retrofit,power,19.64247209462
186,R1,2025,gasCCGT,2035,A1,retrofit,power,14.70277283768
187,R1,2030,windturbine,2035,A1,retrofit,power,12.70769913700
188,R1,2020,gasCCGT,2035,A1,retrofit,power,0.00000047565
189,R1,2020,windturbine,2035,A1,retrofit,power,13.09498139641
190,R1,2025,gasCCGT,2035,A1,retrofit,power,9.80184855845
191,R1,2030,windturbine,2035,A1,retrofit,power,8.47179942467
192,R1,2025,gassupply1,2035,A1,retrofit,gas,22.62904770359
193,R1,2030,gassupply1,2035,A1,retrofit,gas,33.12885844654
194,R1,2025,gassupply1,2035,A1,retrofit,gas,33.94357155538
195,R1,2030,gassupply1,2035,A1,retrofit,gas,49.69328766981
196,R1,2025,gassupply1,2035,A1,retrofit,gas,22.62904770359
197,R1,2030,gassupply1,2035,A1,retrofit,gas,33.12885844654
198,R1,2025,gassupply1,2035,A1,retrofit,gas,33.94357155538
199,R1,2030,gassupply1,2035,A1,retrofit,gas,49.69328766981
200,R1,2025,gassupply1,2035,A1,retrofit,gas,67.88714311076
201,R1,2030,gassupply1,2035,A1,retrofit,gas,99.38657533963
202,R1,2025,gassupply1,2035,A1,retrofit,gas,45.25809540717
203,R1,2030,gassupply1,2035,A1,retrofit,gas,66.25771689308
204,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000001500
205,R1,2030,gasboiler,2040,A1,retrofit,residential,0.79210526316
206,R1,2035,gasboiler,2040,A1,retrofit,residential,1.31315787974
207,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000002250
208,R1,2030,gasboiler,2040,A1,retrofit,residential,1.18815789474
209,R1,2035,gasboiler,2040,A1,retrofit,residential,1.96973681961
210,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000001500
211,R1,2030,gasboiler,2040,A1,retrofit,residential,0.79210526316
212,R1,2035,gasboiler,2040,A1,retrofit,residential,1.31315787974
213,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000002250
214,R1,2030,gasboiler,2040,A1,retrofit,residential,1.18815789474
215,R1,2035,gasboiler,2040,A1,retrofit,residential,1.96973681961
216,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000004500
217,R1,2030,gasboiler,2040,A1,retrofit,residential,2.37631578947
218,R1,2035,gasboiler,2040,A1,retrofit,residential,3.93947363921
219,R1,2020,gasboiler,2040,A1,retrofit,residential,0.00000003000
220,R1,2030,gasboiler,2040,A1,retrofit,residential,1.58421052632
221,R1,2035,gasboiler,2040,A1,retrofit,residential,2.62631575947
222,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000003500
223,R1,2030,heatpump,2040,A2,retrofit,residential,18.48245614035
224,R1,2035,heatpump,2040,A2,retrofit,residential,30.64035052719
225,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000005250
226,R1,2030,heatpump,2040,A2,retrofit,residential,27.72368421053
227,R1,2035,heatpump,2040,A2,retrofit,residential,45.96052579079
228,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000003500
229,R1,2030,heatpump,2040,A2,retrofit,residential,18.48245614035
230,R1,2035,heatpump,2040,A2,retrofit,residential,30.64035052719
231,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000005250
232,R1,2030,heatpump,2040,A2,retrofit,residential,27.72368421053
233,R1,2035,heatpump,2040,A2,retrofit,residential,45.96052579079
234,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000010500
235,R1,2030,heatpump,2040,A2,retrofit,residential,55.44736842105
236,R1,2035,heatpump,2040,A2,retrofit,residential,91.92105158158
237,R1,2020,gasboiler,2040,A2,retrofit,residential,0.00000007000
238,R1,2030,heatpump,2040,A2,retrofit,residential,36.96491228070
239,R1,2035,heatpump,2040,A2,retrofit,residential,61.28070105439
240,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000023782
241,R1,2020,windturbine,2040,A1,retrofit,power,6.54749069821
242,R1,2025,gasCCGT,2040,A1,retrofit,power,4.90092427923
243,R1,2030,windturbine,2040,A1,retrofit,power,4.23589971233
244,R1,2035,windturbine,2040,A1,retrofit,power,6.26913133281
245,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000035674
246,R1,2020,windturbine,2040,A1,retrofit,power,9.82123604731
247,R1,2025,gasCCGT,2040,A1,retrofit,power,7.35138641884
248,R1,2030,windturbine,2040,A1,retrofit,power,6.35384956850
249,R1,2035,windturbine,2040,A1,retrofit,power,9.40369699921
250,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000023782
251,R1,2020,windturbine,2040,A1,retrofit,power,6.54749069821
252,R1,2025,gasCCGT,2040,A1,retrofit,power,4.90092427923
253,R1,2030,windturbine,2040,A1,retrofit,power,4.23589971233
254,R1,2035,windturbine,2040,A1,retrofit,power,6.26913133281
255,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000035674
256,R1,2020,windturbine,2040,A1,retrofit,power,9.82123604731
257,R1,2025,gasCCGT,2040,A1,retrofit,power,7.35138641884
258,R1,2030,windturbine,2040,A1,retrofit,power,6.35384956850
259,R1,2035,windturbine,2040,A1,retrofit,power,9.40369699921
260,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000071347
261,R1,2020,windturbine,2040,A1,retrofit,power,19.64247209462
262,R1,2025,gasCCGT,2040,A1,retrofit,power,14.70277283768
263,R1,2030,windturbine,2040,A1,retrofit,power,12.70769913700
264,R1,2035,windturbine,2040,A1,retrofit,power,18.80739399842
265,R1,2020,gasCCGT,2040,A1,retrofit,power,0.00000047565
266,R1,2020,windturbine,2040,A1,retrofit,power,13.09498139641
267,R1,2025,gasCCGT,2040,A1,retrofit,power,9.80184855845
268,R1,2030,windturbine,2040,A1,retrofit,power,8.47179942467
269,R1,2035,windturbine,2040,A1,retrofit,power,12.53826266561
270,R1,2030,gassupply1,2040,A1,retrofit,gas,33.12885844654
271,R1,2035,gassupply1,2040,A1,retrofit,gas,13.69944210377
272,R1,2030,gassupply1,2040,A1,retrofit,gas,49.69328766981
273,R1,2035,gassupply1,2040,A1,retrofit,gas,20.54916315565
274,R1,2030,gassupply1,2040,A1,retrofit,gas,33.12885844654
275,R1,2035,gassupply1,2040,A1,retrofit,gas,13.69944210377
276,R1,2030,gassupply1,2040,A1,retrofit,gas,49.69328766981
277,R1,2035,gassupply1,2040,A1,retrofit,gas,20.54916315565
278,R1,2030,gassupply1,2040,A1,retrofit,gas,99.38657533963
279,R1,2035,gassupply1,2040,A1,retrofit,gas,41.09832631130
280,R1,2030,gassupply1,2040,A1,retrofit,gas,66.25771689308
281,R1,2035,gassupply1,2040,A1,retrofit,gas,27.39888420754
282,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000001500
283,R1,2035,gasboiler,2045,A1,retrofit,residential,1.31315787974
284,R1,2040,heatpump,2045,A1,retrofit,residential,9.23684210526
285,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000002250
286,R1,2035,gasboiler,2045,A1,retrofit,residential,1.96973681961
287,R1,2040,heatpump,2045,A1,retrofit,residential,13.85526315789
288,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000001500
289,R1,2035,gasboiler,2045,A1,retrofit,residential,1.31315787974
290,R1,2040,heatpump,2045,A1,retrofit,residential,9.23684210526
291,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000002250
292,R1,2035,gasboiler,2045,A1,retrofit,residential,1.96973681961
293,R1,2040,heatpump,2045,A1,retrofit,residential,13.85526315789
294,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000004500
295,R1,2035,gasboiler,2045,A1,retrofit,residential,3.93947363921
296,R1,2040,heatpump,2045,A1,retrofit,residential,27.71052631579
297,R1,2020,gasboiler,2045,A1,retrofit,residential,0.00000003000
298,R1,2035,gasboiler,2045,A1,retrofit,residential,2.62631575947
299,R1,2040,heatpump,2045,A1,retrofit,residential,18.47368421053
300,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000003500
301,R1,2035,heatpump,2045,A2,retrofit,residential,30.64035052719
302,R1,2040,heatpump,2045,A2,retrofit,residential,21.55263157895
303,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000005250
304,R1,2035,heatpump,2045,A2,retrofit,residential,45.96052579079
305,R1,2040,heatpump,2045,A2,retrofit,residential,32.32894736842
306,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000003500
307,R1,2035,heatpump,2045,A2,retrofit,residential,30.64035052719
308,R1,2040,heatpump,2045,A2,retrofit,residential,21.55263157895
309,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000005250
310,R1,2035,heatpump,2045,A2,retrofit,residential,45.96052579079
311,R1,2040,heatpump,2045,A2,retrofit,residential,32.32894736842
312,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000010500
313,R1,2035,heatpump,2045,A2,retrofit,residential,91.92105158158
314,R1,2040,heatpump,2045,A2,retrofit,residential,64.65789473684
315,R1,2020,gasboiler,2045,A2,retrofit,residential,0.00000007000
316,R1,2035,heatpump,2045,A2,retrofit,residential,61.28070105439
317,R1,2040,heatpump,2045,A2,retrofit,residential,43.10526315789
318,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000023782
319,R1,2020,windturbine,2045,A1,retrofit,power,6.54749069821
320,R1,2025,gasCCGT,2045,A1,retrofit,power,4.90092427923
321,R1,2030,windturbine,2045,A1,retrofit,power,4.23589971233
322,R1,2035,windturbine,2045,A1,retrofit,power,6.26913133281
323,R1,2040,windturbine,2045,A1,retrofit,power,8.48995328058
324,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000035674
325,R1,2020,windturbine,2045,A1,retrofit,power,9.82123604731
326,R1,2025,gasCCGT,2045,A1,retrofit,power,7.35138641884
327,R1,2030,windturbine,2045,A1,retrofit,power,6.35384956850
328,R1,2035,windturbine,2045,A1,retrofit,power,9.40369699921
329,R1,2040,windturbine,2045,A1,retrofit,power,12.73492992086
330,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000023782
331,R1,2020,windturbine,2045,A1,retrofit,power,6.54749069821
332,R1,2025,gasCCGT,2045,A1,retrofit,power,4.90092427923
333,R1,2030,windturbine,2045,A1,retrofit,power,4.23589971233
334,R1,2035,windturbine,2045,A1,retrofit,power,6.26913133281
335,R1,2040,windturbine,2045,A1,retrofit,power,8.48995328058
336,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000035674
337,R1,2020,windturbine,2045,A1,retrofit,power,9.82123604731
338,R1,2025,gasCCGT,2045,A1,retrofit,power,7.35138641884
339,R1,2030,windturbine,2045,A1,retrofit,power,6.35384956850
340,R1,2035,windturbine,2045,A1,retrofit,power,9.40369699921
341,R1,2040,windturbine,2045,A1,retrofit,power,12.73492992086
342,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000071347
343,R1,2020,windturbine,2045,A1,retrofit,power,19.64247209462
344,R1,2025,gasCCGT,2045,A1,retrofit,power,14.70277283768
345,R1,2030,windturbine,2045,A1,retrofit,power,12.70769913700
346,R1,2035,windturbine,2045,A1,retrofit,power,18.80739399842
347,R1,2040,windturbine,2045,A1,retrofit,power,25.46985984173
348,R1,2020,gasCCGT,2045,A1,retrofit,power,0.00000047565
349,R1,2020,windturbine,2045,A1,retrofit,power,13.09498139641
350,R1,2025,gasCCGT,2045,A1,retrofit,power,9.80184855845
351,R1,2030,windturbine,2045,A1,retrofit,power,8.47179942467
352,R1,2035,windturbine,2045,A1,retrofit,power,12.53826266561
353,R1,2040,windturbine,2045,A1,retrofit,power,16.97990656115
354,R1,2035,gassupply1,2045,A1,retrofit,gas,13.69944210377
355,R1,2040,gassupply1,2045,A1,retrofit,gas,22.56278026343
356,R1,2035,gassupply1,2045,A1,retrofit,gas,20.54916315565
357,R1,2040,gassupply1,2045,A1,retrofit,gas,33.84417039515
358,R1,2035,gassupply1,2045,A1,retrofit,gas,13.69944210377
359,R1,2040,gassupply1,2045,A1,retrofit,gas,22.56278026343
360,R1,2035,gassupply1,2045,A1,retrofit,gas,20.54916315565
361,R1,2040,gassupply1,2045,A1,retrofit,gas,33.84417039515
362,R1,2035,gassupply1,2045,A1,retrofit,gas,41.09832631130
363,R1,2040,gassupply1,2045,A1,retrofit,gas,67.68834079029
364,R1,2035,gassupply1,2045,A1,retrofit,gas,27.39888420754
365,R1,2040,gassupply1,2045,A1,retrofit,gas,45.12556052686
366,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000001500
367,R1,2040,heatpump,2050,A1,retrofit,residential,9.23684210526
368,R1,2045,gasboiler,2050,A1,retrofit,residential,0.38947366921
369,R1,2045,heatpump,2050,A1,retrofit,residential,10.55263157895
370,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000002250
371,R1,2040,heatpump,2050,A1,retrofit,residential,13.85526315789
372,R1,2045,gasboiler,2050,A1,retrofit,residential,0.58421050382
373,R1,2045,heatpump,2050,A1,retrofit,residential,15.82894736842
374,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000001500
375,R1,2040,heatpump,2050,A1,retrofit,residential,9.23684210526
376,R1,2045,gasboiler,2050,A1,retrofit,residential,0.38947366921
377,R1,2045,heatpump,2050,A1,retrofit,residential,10.55263157895
378,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000002250
379,R1,2040,heatpump,2050,A1,retrofit,residential,13.85526315789
380,R1,2045,gasboiler,2050,A1,retrofit,residential,0.58421050382
381,R1,2045,heatpump,2050,A1,retrofit,residential,15.82894736842
382,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000004500
383,R1,2040,heatpump,2050,A1,retrofit,residential,27.71052631579
384,R1,2045,gasboiler,2050,A1,retrofit,residential,1.16842100763
385,R1,2045,heatpump,2050,A1,retrofit,residential,31.65789473684
386,R1,2020,gasboiler,2050,A1,retrofit,residential,0.00000003000
387,R1,2040,heatpump,2050,A1,retrofit,residential,18.47368421053
388,R1,2045,gasboiler,2050,A1,retrofit,residential,0.77894733842
389,R1,2045,heatpump,2050,A1,retrofit,residential,21.10526315789
390,R1,2020,gasboiler,2050,A2,retrofit,residential,0.00000003500
391,R1,2040,heatpump,2050,A2,retrofit,residential,21.55263157895
392,R1,2045,heatpump,2050,A2,retrofit,residential,33.71052596579
393,R1,2020,gasboiler,2050,A2,retrofit,residential,0.00000005250
394,R1,2040,heatpump,2050,A2,retrofit,residential,32.32894736842
395,R1,2045,heatpump,2050,A2,retrofit,residential,50.56578894868
396,R1,2020,gasboiler,2050,A2,retrofit,residential,0.00000003500
397,R1,2040,heatpump,2050,A2,retrofit,residential,21.55263157895
398,R1,2045,heatpump,2050,A2,retrofit,residential,33.71052596579
399,R1,2020,gasboiler,2050,A2,retrofit,residential,0.00000005250
400,R1,2040,heatpump,2050,A2,retrofit,residential,32.32894736842
401,R1,2045,heatpump,2050,A2,retrofit,residential,50.56578894868
402,R1,2020,gasboiler,2050,A2,retrofit,residential,0.00000010500
403,R1,2040,heatpump,2050,A2,retrofit,residential,64.65789473684
