timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
2,heat,R1,2050,14,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R1,2055,6,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R1,2055,7,all-year,all-week,mid-afternoon,heatpump,2050,0.60990000000
2,heat,R1,2055,14,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R1,2055,15,all-year,all-week,mid-afternoon,heatpump,2050,0.60990000000
2,heat,R2,2050,5,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
2,heat,R2,2050,6,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R2,2050,13,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
2,heat,R2,2050,14,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R2,2055,6,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R2,2055,7,all-year,all-week,mid-afternoon,heatpump,2050,0.60990000000
2,heat,R2,2055,14,all-year,all-week,mid-afternoon,heatpump,2045,0.46110000000
2,heat,R2,2055,15,all-year,all-week,mid-afternoon,heatpump,2050,0.60990000000
2,cook,R1,2050,1,all-year,all-week,mid-afternoon,estove,2040,0.60990000000
2,cook,R1,2050,2,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R1,2050,9,all-year,all-week,mid-afternoon,estove,2040,0.60990000000
2,cook,R1,2050,10,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R1,2055,2,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R1,2055,3,all-year,all-week,mid-afternoon,estove,2050,0.60990000000
2,cook,R1,2055,10,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R1,2055,11,all-year,all-week,mid-afternoon,estove,2050,0.60990000000
2,cook,R2,2050,1,all-year,all-week,mid-afternoon,estove,2040,0.60990000000
2,cook,R2,2050,2,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R2,2050,9,all-year,all-week,mid-afternoon,estove,2040,0.60990000000
2,cook,R2,2050,10,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R2,2055,2,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R2,2055,3,all-year,all-week,mid-afternoon,estove,2050,0.60990000000
2,cook,R2,2055,10,all-year,all-week,mid-afternoon,estove,2045,0.46110000000
2,cook,R2,2055,11,all-year,all-week,mid-afternoon,estove,2050,0.60990000000
3,heat,R1,2050,5,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R1,2050,6,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R1,2050,13,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R1,2050,14,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R1,2055,6,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R1,2055,7,all-year,all-week,early-peak,heatpump,2050,0.91480000000
3,heat,R1,2055,14,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R1,2055,15,all-year,all-week,early-peak,heatpump,2050,0.91480000000
3,heat,R2,2050,5,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R2,2050,6,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R2,2050,13,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R2,2050,14,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R2,2055,6,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R2,2055,7,all-year,all-week,early-peak,heatpump,2050,0.91480000000
3,heat,R2,2055,14,all-year,all-week,early-peak,heatpump,2045,0.69170000000
3,heat,R2,2055,15,all-year,all-week,early-peak,heatpump,2050,0.91480000000
3,cook,R1,2050,1,all-year,all-week,early-peak,estove,2040,0.91480000000
3,cook,R1,2050,2,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R1,2050,9,all-year,all-week,early-peak,estove,2040,0.91480000000
3,cook,R1,2050,10,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R1,2055,2,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R1,2055,3,all-year,all-week,early-peak,estove,2050,0.91480000000
3,cook,R1,2055,10,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R1,2055,11,all-year,all-week,early-peak,estove,2050,0.91480000000
3,cook,R2,2050,1,all-year,all-week,early-peak,estove,2040,0.91480000000
3,cook,R2,2050,2,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R2,2050,9,all-year,all-week,early-peak,estove,2040,0.91480000000
3,cook,R2,2050,10,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R2,2055,2,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R2,2055,3,all-year,all-week,early-peak,estove,2050,0.91480000000
3,cook,R2,2055,10,all-year,all-week,early-peak,estove,2045,0.69170000000
3,cook,R2,2055,11,all-year,all-week,early-peak,estove,2050,0.91480000000
4,heat,R1,2050,5,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R1,2050,6,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R1,2050,13,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R1,2050,14,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R1,2055,6,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R1,2055,7,all-year,all-week,late-peak,heatpump,2050,1.83050000000
4,heat,R1,2055,14,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R1,2055,15,all-year,all-week,late-peak,heatpump,2050,1.83050000000
4,heat,R2,2050,5,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R2,2050,6,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R2,2050,13,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R2,2050,14,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R2,2055,6,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R2,2055,7,all-year,all-week,late-peak,heatpump,2050,1.83050000000
4,heat,R2,2055,14,all-year,all-week,late-peak,heatpump,2045,1.38400000000
4,heat,R2,2055,15,all-year,all-week,late-peak,heatpump,2050,1.83050000000
4,cook,R1,2050,1,all-year,all-week,late-peak,estove,2040,1.83050000000
4,cook,R1,2050,2,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R1,2050,9,all-year,all-week,late-peak,estove,2040,1.83050000000
4,cook,R1,2050,10,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R1,2055,2,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R1,2055,3,all-year,all-week,late-peak,estove,2050,1.83050000000
4,cook,R1,2055,10,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R1,2055,11,all-year,all-week,late-peak,estove,2050,1.83050000000
4,cook,R2,2050,1,all-year,all-week,late-peak,estove,2040,1.83050000000
4,cook,R2,2050,2,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R2,2050,9,all-year,all-week,late-peak,estove,2040,1.83050000000
4,cook,R2,2050,10,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R2,2055,2,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R2,2055,3,all-year,all-week,late-peak,estove,2050,1.83050000000
4,cook,R2,2055,10,all-year,all-week,late-peak,estove,2045,1.38400000000
4,cook,R2,2055,11,all-year,all-week,late-peak,estove,2050,1.83050000000
5,heat,R1,2050,5,all-year,all-week,evening,heatpump,2040,1.22060000000
5,heat,R1,2050,6,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R1,2050,13,all-year,all-week,evening,heatpump,2040,1.22060000000
5,heat,R1,2050,14,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R1,2055,6,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R1,2055,7,all-year,all-week,evening,heatpump,2050,1.22060000000
5,heat,R1,2055,14,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R1,2055,15,all-year,all-week,evening,heatpump,2050,1.22060000000
5,heat,R2,2050,5,all-year,all-week,evening,heatpump,2040,1.22060000000
5,heat,R2,2050,6,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R2,2050,13,all-year,all-week,evening,heatpump,2040,1.22060000000
5,heat,R2,2050,14,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R2,2055,6,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R2,2055,7,all-year,all-week,evening,heatpump,2050,1.22060000000
5,heat,R2,2055,14,all-year,all-week,evening,heatpump,2045,0.92290000000
5,heat,R2,2055,15,all-year,all-week,evening,heatpump,2050,1.22060000000
5,cook,R1,2050,1,all-year,all-week,evening,estove,2040,1.22060000000
5,cook,R1,2050,2,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R1,2050,9,all-year,all-week,evening,estove,2040,1.22060000000
5,cook,R1,2050,10,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R1,2055,2,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R1,2055,3,all-year,all-week,evening,estove,2050,1.22060000000
5,cook,R1,2055,10,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R1,2055,11,all-year,all-week,evening,estove,2050,1.22060000000
5,cook,R2,2050,1,all-year,all-week,evening,estove,2040,1.22060000000
5,cook,R2,2050,2,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R2,2050,9,all-year,all-week,evening,estove,2040,1.22060000000
5,cook,R2,2050,10,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R2,2055,2,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R2,2055,3,all-year,all-week,evening,estove,2050,1.22060000000
5,cook,R2,2055,10,all-year,all-week,evening,estove,2045,0.92290000000
5,cook,R2,2055,11,all-year,all-week,evening,estove,2050,1.22060000000
6,heat,R1,2050,5,all-year,all-week,early-morning,heatpump,2040,1.22060000000
6,heat,R1,2050,6,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R1,2050,13,all-year,all-week,early-morning,heatpump,2040,1.22060000000
6,heat,R1,2050,14,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R1,2055,6,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R1,2055,7,all-year,all-week,early-morning,heatpump,2050,1.22060000000
6,heat,R1,2055,14,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R1,2055,15,all-year,all-week,early-morning,heatpump,2050,1.22060000000
6,heat,R2,2050,5,all-year,all-week,early-morning,heatpump,2040,1.22060000000
6,heat,R2,2050,6,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R2,2050,13,all-year,all-week,early-morning,heatpump,2040,1.22060000000
6,heat,R2,2050,14,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R2,2055,6,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R2,2055,7,all-year,all-week,early-morning,heatpump,2050,1.22060000000
6,heat,R2,2055,14,all-year,all-week,early-morning,heatpump,2045,0.92290000000
6,heat,R2,2055,15,all-year,all-week,early-morning,heatpump,2050,1.22060000000
6,cook,R1,2050,1,all-year,all-week,early-morning,estove,2040,1.22060000000
6,cook,R1,2050,2,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R1,2050,9,all-year,all-week,early-morning,estove,2040,1.22060000000
6,cook,R1,2050,10,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R1,2055,2,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R1,2055,3,all-year,all-week,early-morning,estove,2050,1.22060000000
6,cook,R1,2055,10,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R1,2055,11,all-year,all-week,early-morning,estove,2050,1.22060000000
6,cook,R2,2050,1,all-year,all-week,early-morning,estove,2040,1.22060000000
6,cook,R2,2050,2,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R2,2050,9,all-year,all-week,early-morning,estove,2040,1.22060000000
6,cook,R2,2050,10,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R2,2055,2,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R2,2055,3,all-year,all-week,early-morning,estove,2050,1.22060000000
6,cook,R2,2055,10,all-year,all-week,early-morning,estove,2045,0.92290000000
6,cook,R2,2055,11,all-year,all-week,early-morning,estove,2050,1.22060000000
7,heat,R1,2050,5,all-year,all-week,late-afternoon,heatpump,2040,1.22060000000
7,heat,R1,2050,6,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R1,2050,13,all-year,all-week,late-afternoon,heatpump,2040,1.22060000000
7,heat,R1,2050,14,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R1,2055,6,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R1,2055,7,all-year,all-week,late-afternoon,heatpump,2050,1.22060000000
7,heat,R1,2055,14,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R1,2055,15,all-year,all-week,late-afternoon,heatpump,2050,1.22060000000
7,heat,R2,2050,5,all-year,all-week,late-afternoon,heatpump,2040,1.22060000000
7,heat,R2,2050,6,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R2,2050,13,all-year,all-week,late-afternoon,heatpump,2040,1.22060000000
7,heat,R2,2050,14,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R2,2055,6,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R2,2055,7,all-year,all-week,late-afternoon,heatpump,2050,1.22060000000
7,heat,R2,2055,14,all-year,all-week,late-afternoon,heatpump,2045,0.92290000000
7,heat,R2,2055,15,all-year,all-week,late-afternoon,heatpump,2050,1.22060000000
7,cook,R1,2050,1,all-year,all-week,late-afternoon,estove,2040,1.22060000000
7,cook,R1,2050,2,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R1,2050,9,all-year,all-week,late-afternoon,estove,2040,1.22060000000
7,cook,R1,2050,10,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R1,2055,2,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R1,2055,3,all-year,all-week,late-afternoon,estove,2050,1.22060000000
7,cook,R1,2055,10,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R1,2055,11,all-year,all-week,late-afternoon,estove,2050,1.22060000000
7,cook,R2,2050,1,all-year,all-week,late-afternoon,estove,2040,1.22060000000
7,cook,R2,2050,2,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R2,2050,9,all-year,all-week,late-afternoon,estove,2040,1.22060000000
7,cook,R2,2050,10,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R2,2055,2,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R2,2055,3,all-year,all-week,late-afternoon,estove,2050,1.22060000000
7,cook,R2,2055,10,all-year,all-week,late-afternoon,estove,2045,0.92290000000
7,cook,R2,2055,11,all-year,all-week,late-afternoon,estove,2050,1.22060000000
