timeslice,commodity,region,year,asset,technology,installed,month,day,hour,supply
2,heat,R1,2050,8,heatpump,2045,all-year,all-week,mid-afternoon,0.46110000000
2,heat,R1,2050,10,heatpump,2040,all-year,all-week,mid-afternoon,0.60990000000
2,heat,R1,2050,11,heatpump,2045,all-year,all-week,mid-afternoon,0.46110000000
2,heat,R2,2045,6,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,heat,R2,2045,7,heatpump,2040,all-year,all-week,mid-afternoon,0.60990000000
2,heat,R2,2045,9,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,heat,R2,2045,10,heatpump,2040,all-year,all-week,mid-afternoon,0.60990000000
2,heat,R2,2050,7,heatpump,2040,all-year,all-week,mid-afternoon,0.60990000000
2,heat,R2,2050,8,heatpump,2045,all-year,all-week,mid-afternoon,0.46110000000
2,heat,R2,2050,10,heatpump,2040,all-year,all-week,mid-afternoon,0.60990000000
2,heat,R2,2050,11,heatpump,2045,all-year,all-week,mid-afternoon,0.46110000000
2,cook,R1,2045,0,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R1,2045,1,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R1,2045,3,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R1,2045,4,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R1,2050,1,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R1,2050,2,estove,2045,all-year,all-week,mid-afternoon,0.46110000000
2,cook,R1,2050,4,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R1,2050,5,estove,2045,all-year,all-week,mid-afternoon,0.46110000000
2,cook,R2,2045,0,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R2,2045,1,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R2,2045,3,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R2,2045,4,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R2,2050,1,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R2,2050,2,estove,2045,all-year,all-week,mid-afternoon,0.46110000000
2,cook,R2,2050,4,estove,2040,all-year,all-week,mid-afternoon,0.60990000000
2,cook,R2,2050,5,estove,2045,all-year,all-week,mid-afternoon,0.46110000000
3,heat,R1,2045,6,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R1,2045,7,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R1,2045,9,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R1,2045,10,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R1,2050,7,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R1,2050,8,heatpump,2045,all-year,all-week,early-peak,0.69170000000
3,heat,R1,2050,10,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R1,2050,11,heatpump,2045,all-year,all-week,early-peak,0.69170000000
3,heat,R2,2045,6,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R2,2045,7,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R2,2045,9,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R2,2045,10,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R2,2050,7,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R2,2050,8,heatpump,2045,all-year,all-week,early-peak,0.69170000000
3,heat,R2,2050,10,heatpump,2040,all-year,all-week,early-peak,0.91480000000
3,heat,R2,2050,11,heatpump,2045,all-year,all-week,early-peak,0.69170000000
3,cook,R1,2045,0,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R1,2045,1,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R1,2045,3,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R1,2045,4,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R1,2050,1,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R1,2050,2,estove,2045,all-year,all-week,early-peak,0.69170000000
3,cook,R1,2050,4,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R1,2050,5,estove,2045,all-year,all-week,early-peak,0.69170000000
3,cook,R2,2045,0,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R2,2045,1,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R2,2045,3,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R2,2045,4,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R2,2050,1,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R2,2050,2,estove,2045,all-year,all-week,early-peak,0.69170000000
3,cook,R2,2050,4,estove,2040,all-year,all-week,early-peak,0.91480000000
3,cook,R2,2050,5,estove,2045,all-year,all-week,early-peak,0.69170000000
4,heat,R1,2045,6,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R1,2045,7,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R1,2045,9,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R1,2045,10,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R1,2050,7,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R1,2050,8,heatpump,2045,all-year,all-week,late-peak,1.38400000000
4,heat,R1,2050,10,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R1,2050,11,heatpump,2045,all-year,all-week,late-peak,1.38400000000
4,heat,R2,2045,6,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R2,2045,7,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R2,2045,9,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R2,2045,10,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R2,2050,7,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R2,2050,8,heatpump,2045,all-year,all-week,late-peak,1.38400000000
4,heat,R2,2050,10,heatpump,2040,all-year,all-week,late-peak,1.83050000000
4,heat,R2,2050,11,heatpump,2045,all-year,all-week,late-peak,1.38400000000
4,cook,R1,2045,0,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R1,2045,1,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R1,2045,3,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R1,2045,4,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R1,2050,1,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R1,2050,2,estove,2045,all-year,all-week,late-peak,1.38400000000
4,cook,R1,2050,4,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R1,2050,5,estove,2045,all-year,all-week,late-peak,1.38400000000
4,cook,R2,2045,0,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R2,2045,1,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R2,2045,3,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R2,2045,4,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R2,2050,1,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R2,2050,2,estove,2045,all-year,all-week,late-peak,1.38400000000
4,cook,R2,2050,4,estove,2040,all-year,all-week,late-peak,1.83050000000
4,cook,R2,2050,5,estove,2045,all-year,all-week,late-peak,1.38400000000
5,heat,R1,2045,6,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R1,2045,7,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R1,2045,9,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R1,2045,10,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R1,2050,7,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R1,2050,8,heatpump,2045,all-year,all-week,evening,0.92290000000
5,heat,R1,2050,10,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R1,2050,11,heatpump,2045,all-year,all-week,evening,0.92290000000
5,heat,R2,2045,6,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R2,2045,7,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R2,2045,9,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R2,2045,10,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R2,2050,7,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R2,2050,8,heatpump,2045,all-year,all-week,evening,0.92290000000
5,heat,R2,2050,10,heatpump,2040,all-year,all-week,evening,1.22060000000
5,heat,R2,2050,11,heatpump,2045,all-year,all-week,evening,0.92290000000
5,cook,R1,2045,0,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R1,2045,1,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R1,2045,3,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R1,2045,4,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R1,2050,1,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R1,2050,2,estove,2045,all-year,all-week,evening,0.92290000000
5,cook,R1,2050,4,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R1,2050,5,estove,2045,all-year,all-week,evening,0.92290000000
5,cook,R2,2045,0,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R2,2045,1,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R2,2045,3,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R2,2045,4,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R2,2050,1,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R2,2050,2,estove,2045,all-year,all-week,evening,0.92290000000
5,cook,R2,2050,4,estove,2040,all-year,all-week,evening,1.22060000000
5,cook,R2,2050,5,estove,2045,all-year,all-week,evening,0.92290000000
6,heat,R1,2045,6,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R1,2045,7,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R1,2045,9,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R1,2045,10,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R1,2050,7,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R1,2050,8,heatpump,2045,all-year,all-week,early-morning,0.92290000000
6,heat,R1,2050,10,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R1,2050,11,heatpump,2045,all-year,all-week,early-morning,0.92290000000
6,heat,R2,2045,6,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R2,2045,7,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R2,2045,9,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R2,2045,10,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R2,2050,7,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R2,2050,8,heatpump,2045,all-year,all-week,early-morning,0.92290000000
6,heat,R2,2050,10,heatpump,2040,all-year,all-week,early-morning,1.22060000000
6,heat,R2,2050,11,heatpump,2045,all-year,all-week,early-morning,0.92290000000
6,cook,R1,2045,0,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R1,2045,1,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R1,2045,3,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R1,2045,4,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R1,2050,1,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R1,2050,2,estove,2045,all-year,all-week,early-morning,0.92290000000
6,cook,R1,2050,4,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R1,2050,5,estove,2045,all-year,all-week,early-morning,0.92290000000
6,cook,R2,2045,0,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R2,2045,1,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R2,2045,3,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R2,2045,4,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R2,2050,1,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R2,2050,2,estove,2045,all-year,all-week,early-morning,0.92290000000
6,cook,R2,2050,4,estove,2040,all-year,all-week,early-morning,1.22060000000
6,cook,R2,2050,5,estove,2045,all-year,all-week,early-morning,0.92290000000
7,heat,R1,2045,6,heatpump,2035,all-year,all-week,late-afternoon,0.68470000000
7,heat,R1,2045,7,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2045,9,heatpump,2035,all-year,all-week,late-afternoon,0.68470000000
7,heat,R1,2045,10,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2050,7,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2050,8,heatpump,2045,all-year,all-week,late-afternoon,0.92290000000
7,heat,R1,2050,10,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2050,11,heatpump,2045,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2045,6,heatpump,2035,all-year,all-week,late-afternoon,0.68470000000
7,heat,R2,2045,7,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2045,9,heatpump,2035,all-year,all-week,late-afternoon,0.68470000000
7,heat,R2,2045,10,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,7,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,8,heatpump,2045,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2050,10,heatpump,2040,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,11,heatpump,2045,all-year,all-week,late-afternoon,0.92290000000
7,cook,R1,2045,0,estove,2035,all-year,all-week,late-afternoon,0.68470000000
7,cook,R1,2045,1,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R1,2045,3,estove,2035,all-year,all-week,late-afternoon,0.68470000000
7,cook,R1,2045,4,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R1,2050,1,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R1,2050,2,estove,2045,all-year,all-week,late-afternoon,0.92290000000
7,cook,R1,2050,4,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R1,2050,5,estove,2045,all-year,all-week,late-afternoon,0.92290000000
7,cook,R2,2045,0,estove,2035,all-year,all-week,late-afternoon,0.68470000000
7,cook,R2,2045,1,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R2,2045,3,estove,2035,all-year,all-week,late-afternoon,0.68470000000
7,cook,R2,2045,4,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R2,2050,1,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R2,2050,2,estove,2045,all-year,all-week,late-afternoon,0.92290000000
7,cook,R2,2050,4,estove,2040,all-year,all-week,late-afternoon,1.22060000000
7,cook,R2,2050,5,estove,2045,all-year,all-week,late-afternoon,0.92290000000
