timeslice,commodity,region,year,asset,technology,installed,month,day,hour,supply
0,cook,R2,2040,1,estove,2030,all-year,all-week,night,0.49090000000
0,cook,R2,2040,2,estove,2035,all-year,all-week,night,0.34210000000
0,cook,R2,2040,4,estove,2030,all-year,all-week,night,0.49090000000
0,cook,R2,2040,5,estove,2035,all-year,all-week,night,0.34210000000
1,heat,R1,2035,8,gasboiler,2025,all-year,all-week,morning,0.06690000000
1,heat,R1,2035,9,gasboiler,2025,all-year,all-week,morning,0.06690000000
1,heat,R1,2035,10,heatpump,2025,all-year,all-week,morning,0.26770000000
1,heat,R1,2035,11,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R1,2035,13,heatpump,2025,all-year,all-week,morning,0.26770000000
1,heat,R1,2035,14,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R1,2040,11,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R1,2040,12,heatpump,2035,all-year,all-week,morning,0.51320000000
1,heat,R1,2040,14,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R1,2040,15,heatpump,2035,all-year,all-week,morning,0.51320000000
1,heat,R2,2035,8,gasboiler,2025,all-year,all-week,morning,0.06690000000
1,heat,R2,2035,9,gasboiler,2025,all-year,all-week,morning,0.06690000000
1,heat,R2,2035,10,heatpump,2025,all-year,all-week,morning,0.26770000000
1,heat,R2,2035,11,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R2,2035,13,heatpump,2025,all-year,all-week,morning,0.26770000000
1,heat,R2,2035,14,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R2,2040,11,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R2,2040,12,heatpump,2035,all-year,all-week,morning,0.51320000000
1,heat,R2,2040,14,heatpump,2030,all-year,all-week,morning,0.73630000000
1,heat,R2,2040,15,heatpump,2035,all-year,all-week,morning,0.51320000000
1,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,morning,3.34680000000
1,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,morning,3.34680000000
1,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,morning,4.33140000000
1,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,morning,4.33140000000
1,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,morning,3.34680000000
1,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,morning,3.34680000000
1,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,morning,4.33140000000
1,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,morning,4.33140000000
1,cook,R1,2035,0,estove,2025,all-year,all-week,morning,0.26770000000
1,cook,R1,2035,1,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R1,2035,3,estove,2025,all-year,all-week,morning,0.26770000000
1,cook,R1,2035,4,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R1,2035,6,gas_stove,2025,all-year,all-week,morning,0.06690000000
1,cook,R1,2035,7,gas_stove,2025,all-year,all-week,morning,0.06690000000
1,cook,R1,2040,1,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R1,2040,2,estove,2035,all-year,all-week,morning,0.51320000000
1,cook,R1,2040,4,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R1,2040,5,estove,2035,all-year,all-week,morning,0.51320000000
1,cook,R2,2035,0,estove,2025,all-year,all-week,morning,0.26770000000
1,cook,R2,2035,1,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R2,2035,3,estove,2025,all-year,all-week,morning,0.26770000000
1,cook,R2,2035,4,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R2,2035,6,gas_stove,2025,all-year,all-week,morning,0.06690000000
1,cook,R2,2035,7,gas_stove,2025,all-year,all-week,morning,0.06690000000
1,cook,R2,2040,1,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R2,2040,2,estove,2035,all-year,all-week,morning,0.51320000000
1,cook,R2,2040,4,estove,2030,all-year,all-week,morning,0.73630000000
1,cook,R2,2040,5,estove,2035,all-year,all-week,morning,0.51320000000
2,heat,R1,2035,8,gasboiler,2025,all-year,all-week,mid-afternoon,0.04460000000
2,heat,R1,2035,9,gasboiler,2025,all-year,all-week,mid-afternoon,0.04460000000
2,heat,R1,2035,10,heatpump,2025,all-year,all-week,mid-afternoon,0.17850000000
2,heat,R1,2035,11,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R1,2035,13,heatpump,2025,all-year,all-week,mid-afternoon,0.17850000000
2,heat,R1,2035,14,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R1,2040,11,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R1,2040,12,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,heat,R1,2040,14,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R1,2040,15,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,heat,R2,2035,8,gasboiler,2025,all-year,all-week,mid-afternoon,0.04460000000
2,heat,R2,2035,9,gasboiler,2025,all-year,all-week,mid-afternoon,0.04460000000
2,heat,R2,2035,10,heatpump,2025,all-year,all-week,mid-afternoon,0.17850000000
2,heat,R2,2035,11,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R2,2035,13,heatpump,2025,all-year,all-week,mid-afternoon,0.17850000000
2,heat,R2,2035,14,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R2,2040,11,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R2,2040,12,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,heat,R2,2040,14,heatpump,2030,all-year,all-week,mid-afternoon,0.49090000000
2,heat,R2,2040,15,heatpump,2035,all-year,all-week,mid-afternoon,0.34210000000
2,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,mid-afternoon,2.23120000000
2,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,mid-afternoon,2.23120000000
2,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,mid-afternoon,2.88760000000
2,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,mid-afternoon,2.88760000000
2,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,mid-afternoon,2.23120000000
2,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,mid-afternoon,2.23120000000
2,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,mid-afternoon,2.88760000000
2,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,mid-afternoon,2.88760000000
2,cook,R1,2035,0,estove,2025,all-year,all-week,mid-afternoon,0.17850000000
2,cook,R1,2035,1,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R1,2035,3,estove,2025,all-year,all-week,mid-afternoon,0.17850000000
2,cook,R1,2035,4,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R1,2035,6,gas_stove,2025,all-year,all-week,mid-afternoon,0.04460000000
2,cook,R1,2035,7,gas_stove,2025,all-year,all-week,mid-afternoon,0.04460000000
2,cook,R1,2040,1,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R1,2040,2,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R1,2040,4,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R1,2040,5,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R2,2035,0,estove,2025,all-year,all-week,mid-afternoon,0.17850000000
2,cook,R2,2035,1,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R2,2035,3,estove,2025,all-year,all-week,mid-afternoon,0.17850000000
2,cook,R2,2035,4,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R2,2035,6,gas_stove,2025,all-year,all-week,mid-afternoon,0.04460000000
2,cook,R2,2035,7,gas_stove,2025,all-year,all-week,mid-afternoon,0.04460000000
2,cook,R2,2040,1,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R2,2040,2,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
2,cook,R2,2040,4,estove,2030,all-year,all-week,mid-afternoon,0.49090000000
2,cook,R2,2040,5,estove,2035,all-year,all-week,mid-afternoon,0.34210000000
3,heat,R1,2035,8,gasboiler,2025,all-year,all-week,early-peak,0.06690000000
3,heat,R1,2035,9,gasboiler,2025,all-year,all-week,early-peak,0.06690000000
3,heat,R1,2035,10,heatpump,2025,all-year,all-week,early-peak,0.26770000000
3,heat,R1,2035,11,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R1,2035,13,heatpump,2025,all-year,all-week,early-peak,0.26770000000
3,heat,R1,2035,14,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R1,2040,11,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R1,2040,12,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R1,2040,14,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R1,2040,15,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R2,2035,8,gasboiler,2025,all-year,all-week,early-peak,0.06690000000
3,heat,R2,2035,9,gasboiler,2025,all-year,all-week,early-peak,0.06690000000
3,heat,R2,2035,10,heatpump,2025,all-year,all-week,early-peak,0.26770000000
3,heat,R2,2035,11,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R2,2035,13,heatpump,2025,all-year,all-week,early-peak,0.26770000000
3,heat,R2,2035,14,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R2,2040,11,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R2,2040,12,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,heat,R2,2040,14,heatpump,2030,all-year,all-week,early-peak,0.73630000000
3,heat,R2,2040,15,heatpump,2035,all-year,all-week,early-peak,0.51320000000
3,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,early-peak,3.34680000000
3,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,early-peak,3.34680000000
3,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,early-peak,4.33140000000
3,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,early-peak,4.33140000000
3,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,early-peak,3.34680000000
3,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,early-peak,3.34680000000
3,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,early-peak,4.33140000000
3,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,early-peak,4.33140000000
3,cook,R1,2035,0,estove,2025,all-year,all-week,early-peak,0.26770000000
3,cook,R1,2035,1,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R1,2035,3,estove,2025,all-year,all-week,early-peak,0.26770000000
3,cook,R1,2035,4,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R1,2035,6,gas_stove,2025,all-year,all-week,early-peak,0.06690000000
3,cook,R1,2035,7,gas_stove,2025,all-year,all-week,early-peak,0.06690000000
3,cook,R1,2040,1,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R1,2040,2,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R1,2040,4,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R1,2040,5,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R2,2035,0,estove,2025,all-year,all-week,early-peak,0.26770000000
3,cook,R2,2035,1,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R2,2035,3,estove,2025,all-year,all-week,early-peak,0.26770000000
3,cook,R2,2035,4,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R2,2035,6,gas_stove,2025,all-year,all-week,early-peak,0.06690000000
3,cook,R2,2035,7,gas_stove,2025,all-year,all-week,early-peak,0.06690000000
3,cook,R2,2040,1,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R2,2040,2,estove,2035,all-year,all-week,early-peak,0.51320000000
3,cook,R2,2040,4,estove,2030,all-year,all-week,early-peak,0.73630000000
3,cook,R2,2040,5,estove,2035,all-year,all-week,early-peak,0.51320000000
4,heat,R1,2035,8,gasboiler,2025,all-year,all-week,late-peak,0.13390000000
4,heat,R1,2035,9,gasboiler,2025,all-year,all-week,late-peak,0.13390000000
4,heat,R1,2035,10,heatpump,2025,all-year,all-week,late-peak,0.53570000000
4,heat,R1,2035,11,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R1,2035,13,heatpump,2025,all-year,all-week,late-peak,0.53570000000
4,heat,R1,2035,14,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R1,2040,11,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R1,2040,12,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R1,2040,14,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R1,2040,15,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R2,2035,8,gasboiler,2025,all-year,all-week,late-peak,0.13390000000
4,heat,R2,2035,9,gasboiler,2025,all-year,all-week,late-peak,0.13390000000
4,heat,R2,2035,10,heatpump,2025,all-year,all-week,late-peak,0.53570000000
4,heat,R2,2035,11,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R2,2035,13,heatpump,2025,all-year,all-week,late-peak,0.53570000000
4,heat,R2,2035,14,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R2,2040,11,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R2,2040,12,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,heat,R2,2040,14,heatpump,2030,all-year,all-week,late-peak,1.47330000000
4,heat,R2,2040,15,heatpump,2035,all-year,all-week,late-peak,1.02680000000
4,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,late-peak,6.69670000000
4,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,late-peak,6.69670000000
4,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,late-peak,8.66680000000
4,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,late-peak,8.66680000000
4,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,late-peak,6.69670000000
4,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,late-peak,6.69670000000
4,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,late-peak,8.66680000000
4,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,late-peak,8.66680000000
4,cook,R1,2035,0,estove,2025,all-year,all-week,late-peak,0.53570000000
4,cook,R1,2035,1,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R1,2035,3,estove,2025,all-year,all-week,late-peak,0.53570000000
4,cook,R1,2035,4,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R1,2035,6,gas_stove,2025,all-year,all-week,late-peak,0.13390000000
4,cook,R1,2035,7,gas_stove,2025,all-year,all-week,late-peak,0.13390000000
4,cook,R1,2040,1,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R1,2040,2,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R1,2040,4,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R1,2040,5,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R2,2035,0,estove,2025,all-year,all-week,late-peak,0.53570000000
4,cook,R2,2035,1,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R2,2035,3,estove,2025,all-year,all-week,late-peak,0.53570000000
4,cook,R2,2035,4,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R2,2035,6,gas_stove,2025,all-year,all-week,late-peak,0.13390000000
4,cook,R2,2035,7,gas_stove,2025,all-year,all-week,late-peak,0.13390000000
4,cook,R2,2040,1,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R2,2040,2,estove,2035,all-year,all-week,late-peak,1.02680000000
4,cook,R2,2040,4,estove,2030,all-year,all-week,late-peak,1.47330000000
4,cook,R2,2040,5,estove,2035,all-year,all-week,late-peak,1.02680000000
5,heat,R1,2035,8,gasboiler,2025,all-year,all-week,evening,0.08930000000
5,heat,R1,2035,9,gasboiler,2025,all-year,all-week,evening,0.08930000000
5,heat,R1,2035,10,heatpump,2025,all-year,all-week,evening,0.35720000000
5,heat,R1,2035,11,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R1,2035,13,heatpump,2025,all-year,all-week,evening,0.35720000000
5,heat,R1,2035,14,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R1,2040,11,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R1,2040,12,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R1,2040,14,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R1,2040,15,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R2,2035,8,gasboiler,2025,all-year,all-week,evening,0.08930000000
5,heat,R2,2035,9,gasboiler,2025,all-year,all-week,evening,0.08930000000
5,heat,R2,2035,10,heatpump,2025,all-year,all-week,evening,0.35720000000
5,heat,R2,2035,11,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R2,2035,13,heatpump,2025,all-year,all-week,evening,0.35720000000
5,heat,R2,2035,14,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R2,2040,11,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R2,2040,12,heatpump,2035,all-year,all-week,evening,0.68470000000
5,heat,R2,2040,14,heatpump,2030,all-year,all-week,evening,0.98250000000
5,heat,R2,2040,15,heatpump,2035,all-year,all-week,evening,0.68470000000
5,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,evening,4.46550000000
5,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,evening,4.46550000000
5,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,evening,5.77920000000
5,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,evening,5.77920000000
5,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,evening,4.46550000000
5,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,evening,4.46550000000
5,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,evening,5.77920000000
5,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,evening,5.77920000000
5,cook,R1,2035,0,estove,2025,all-year,all-week,evening,0.35720000000
5,cook,R1,2035,1,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R1,2035,3,estove,2025,all-year,all-week,evening,0.35720000000
5,cook,R1,2035,4,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R1,2035,6,gas_stove,2025,all-year,all-week,evening,0.08930000000
5,cook,R1,2035,7,gas_stove,2025,all-year,all-week,evening,0.08930000000
5,cook,R1,2040,1,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R1,2040,2,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R1,2040,4,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R1,2040,5,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R2,2035,0,estove,2025,all-year,all-week,evening,0.35720000000
5,cook,R2,2035,1,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R2,2035,3,estove,2025,all-year,all-week,evening,0.35720000000
5,cook,R2,2035,4,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R2,2035,6,gas_stove,2025,all-year,all-week,evening,0.08930000000
5,cook,R2,2035,7,gas_stove,2025,all-year,all-week,evening,0.08930000000
5,cook,R2,2040,1,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R2,2040,2,estove,2035,all-year,all-week,evening,0.68470000000
5,cook,R2,2040,4,estove,2030,all-year,all-week,evening,0.98250000000
5,cook,R2,2040,5,estove,2035,all-year,all-week,evening,0.68470000000
6,heat,R1,2035,8,gasboiler,2025,all-year,all-week,early-morning,0.08930000000
6,heat,R1,2035,9,gasboiler,2025,all-year,all-week,early-morning,0.08930000000
6,heat,R1,2035,10,heatpump,2025,all-year,all-week,early-morning,0.35720000000
6,heat,R1,2035,11,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R1,2035,13,heatpump,2025,all-year,all-week,early-morning,0.35720000000
6,heat,R1,2035,14,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R1,2040,11,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R1,2040,12,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R1,2040,14,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R1,2040,15,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R2,2035,8,gasboiler,2025,all-year,all-week,early-morning,0.08930000000
6,heat,R2,2035,9,gasboiler,2025,all-year,all-week,early-morning,0.08930000000
6,heat,R2,2035,10,heatpump,2025,all-year,all-week,early-morning,0.35720000000
6,heat,R2,2035,11,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R2,2035,13,heatpump,2025,all-year,all-week,early-morning,0.35720000000
6,heat,R2,2035,14,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R2,2040,11,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R2,2040,12,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,heat,R2,2040,14,heatpump,2030,all-year,all-week,early-morning,0.98250000000
6,heat,R2,2040,15,heatpump,2035,all-year,all-week,early-morning,0.68470000000
6,CO2f,R1,2035,6,gas_stove,2025,all-year,all-week,early-morning,4.46550000000
6,CO2f,R1,2035,7,gas_stove,2025,all-year,all-week,early-morning,4.46550000000
6,CO2f,R1,2035,8,gasboiler,2025,all-year,all-week,early-morning,5.77920000000
6,CO2f,R1,2035,9,gasboiler,2025,all-year,all-week,early-morning,5.77920000000
6,CO2f,R2,2035,6,gas_stove,2025,all-year,all-week,early-morning,4.46550000000
6,CO2f,R2,2035,7,gas_stove,2025,all-year,all-week,early-morning,4.46550000000
6,CO2f,R2,2035,8,gasboiler,2025,all-year,all-week,early-morning,5.77920000000
6,CO2f,R2,2035,9,gasboiler,2025,all-year,all-week,early-morning,5.77920000000
6,cook,R1,2035,0,estove,2025,all-year,all-week,early-morning,0.35720000000
6,cook,R1,2035,1,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R1,2035,3,estove,2025,all-year,all-week,early-morning,0.35720000000
6,cook,R1,2035,4,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R1,2035,6,gas_stove,2025,all-year,all-week,early-morning,0.08930000000
6,cook,R1,2035,7,gas_stove,2025,all-year,all-week,early-morning,0.08930000000
6,cook,R1,2040,1,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R1,2040,2,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R1,2040,4,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R1,2040,5,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R2,2035,0,estove,2025,all-year,all-week,early-morning,0.35720000000
6,cook,R2,2035,1,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R2,2035,3,estove,2025,all-year,all-week,early-morning,0.35720000000
6,cook,R2,2035,4,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R2,2035,6,gas_stove,2025,all-year,all-week,early-morning,0.08930000000
6,cook,R2,2035,7,gas_stove,2025,all-year,all-week,early-morning,0.08930000000
6,cook,R2,2040,1,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R2,2040,2,estove,2035,all-year,all-week,early-morning,0.68470000000
6,cook,R2,2040,4,estove,2030,all-year,all-week,early-morning,0.98250000000
6,cook,R2,2040,5,estove,2035,all-year,all-week,early-morning,0.68470000000
7,heat,R1,2035,8,gasboiler,2025,all-year,all-week,late-afternoon,0.08930000000
7,heat,R1,2035,9,gasboiler,2025,all-year,all-week,late-afternoon,0.08930000000
7,heat,R1,2035,10,heatpump,2025,all-year,all-week,late-afternoon,0.35720000000
7,heat,R1,2035,11,heatpump,2030,all-year,all-week,late-afternoon,0.98250000000
7,heat,R1,2035,13,heatpump,2025,all-year,all-week,late-afternoon,0.35720000000
7,heat,R1,2035,14,heatpump,2030,all-year,all-week,late-afternoon,0.98250000000
7,heat,R1,2040,11,heatpump,2030,all-year,all-week,late-afternoon,0.98250000000
7,heat,R1,2040,12,heatpump,2035,all-year,all-week,late-afternoon,0.68470000000
