timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2025,8,all-year,all-week,night,gasboiler,2020,0.10410000000
0,heat,R1,2025,10,all-year,all-week,night,gasboiler,2020,0.10410000000
0,heat,R1,2025,12,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R1,2025,14,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R1,2030,9,all-year,all-week,night,gasboiler,2025,0.04460000000
0,heat,R1,2030,11,all-year,all-week,night,gasboiler,2025,0.04460000000
0,heat,R1,2030,12,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R1,2030,13,all-year,all-week,night,heatpump,2025,0.17850000000
0,heat,R1,2030,14,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R1,2030,15,all-year,all-week,night,heatpump,2025,0.17850000000
0,heat,R2,2025,8,all-year,all-week,night,gasboiler,2020,0.10410000000
0,heat,R2,2025,10,all-year,all-week,night,gasboiler,2020,0.10410000000
0,heat,R2,2025,12,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R2,2025,14,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R2,2030,9,all-year,all-week,night,gasboiler,2025,0.04460000000
0,heat,R2,2030,11,all-year,all-week,night,gasboiler,2025,0.04460000000
0,heat,R2,2030,12,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R2,2030,13,all-year,all-week,night,heatpump,2025,0.17850000000
0,heat,R2,2030,14,all-year,all-week,night,heatpump,2020,0.37190000000
0,heat,R2,2030,15,all-year,all-week,night,heatpump,2025,0.17850000000
0,CO2f,R1,2025,4,all-year,all-week,night,gas_stove,2020,5.20590000000
0,CO2f,R1,2025,6,all-year,all-week,night,gas_stove,2020,5.20590000000
0,CO2f,R1,2025,8,all-year,all-week,night,gasboiler,2020,6.73750000000
0,CO2f,R1,2025,10,all-year,all-week,night,gasboiler,2020,6.73750000000
0,CO2f,R1,2030,5,all-year,all-week,night,gas_stove,2025,2.23120000000
0,CO2f,R1,2030,7,all-year,all-week,night,gas_stove,2025,2.23120000000
0,CO2f,R1,2030,9,all-year,all-week,night,gasboiler,2025,2.88760000000
0,CO2f,R1,2030,11,all-year,all-week,night,gasboiler,2025,2.88760000000
0,CO2f,R2,2025,4,all-year,all-week,night,gas_stove,2020,5.20590000000
0,CO2f,R2,2025,6,all-year,all-week,night,gas_stove,2020,5.20590000000
0,CO2f,R2,2025,8,all-year,all-week,night,gasboiler,2020,6.73750000000
0,CO2f,R2,2025,10,all-year,all-week,night,gasboiler,2020,6.73750000000
0,CO2f,R2,2030,5,all-year,all-week,night,gas_stove,2025,2.23120000000
0,CO2f,R2,2030,7,all-year,all-week,night,gas_stove,2025,2.23120000000
0,CO2f,R2,2030,9,all-year,all-week,night,gasboiler,2025,2.88760000000
0,CO2f,R2,2030,11,all-year,all-week,night,gasboiler,2025,2.88760000000
0,cook,R1,2025,0,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R1,2025,2,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R1,2025,4,all-year,all-week,night,gas_stove,2020,0.10410000000
0,cook,R1,2025,6,all-year,all-week,night,gas_stove,2020,0.10410000000
0,cook,R1,2030,0,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R1,2030,1,all-year,all-week,night,estove,2025,0.17850000000
0,cook,R1,2030,2,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R1,2030,3,all-year,all-week,night,estove,2025,0.17850000000
0,cook,R1,2030,5,all-year,all-week,night,gas_stove,2025,0.04460000000
0,cook,R1,2030,7,all-year,all-week,night,gas_stove,2025,0.04460000000
0,cook,R2,2025,0,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R2,2025,2,all-year,all-week,night,estove,2020,0.37190000000
0,cook,R2,2025,4,all-year,all-week,night,gas_stove,2020,0.10410000000
0,cook,R2,2025,6,all-year,all-week,night,gas_stove,2020,0.10410000000
