,asset,year,region,installed,technology,capacity
59,5,2055,R1,2045,gasboiler,2.88950000000
60,5,2059,R1,2045,gasboiler,2.88950000000
70,6,2055,R1,2045,heatpump,6.74210000000
71,6,2059,R1,2045,heatpump,6.74210000000
81,7,2055,R1,2050,gasboiler,1.84740000000
82,7,2059,R1,2050,gasboiler,1.84740000000
83,7,2060,R1,2050,gasboiler,1.84740000000
84,7,2064,R1,2050,gasboiler,1.84740000000
92,8,2055,R1,2050,heatpump,4.31050000000
93,8,2059,R1,2050,heatpump,4.31050000000
94,8,2060,R1,2050,heatpump,4.31050000000
95,8,2064,R1,2050,heatpump,4.31050000000
105,9,2060,R1,2055,gasboiler,2.88950000000
106,9,2064,R1,2055,gasboiler,2.88950000000
107,9,2065,R1,2055,gasboiler,2.88950000000
108,9,2069,R1,2055,gasboiler,2.88950000000
116,10,2060,R1,2055,heatpump,6.74210000000
117,10,2064,R1,2055,heatpump,6.74210000000
118,10,2065,R1,2055,heatpump,6.74210000000
119,10,2069,R1,2055,heatpump,6.74210000000
