,asset,year,region,installed,technology,capacity
97,7,2060,R1,2050,gasboiler,1.84740000000
98,7,2064,R1,2050,gasboiler,1.84740000000
110,8,2060,R1,2050,heatpump,4.31050000000
111,8,2064,R1,2050,heatpump,4.31050000000
123,9,2060,R1,2055,gasboiler,2.88950000000
124,9,2064,R1,2055,gasboiler,2.88950000000
125,9,2065,R1,2055,gasboiler,2.88950000000
126,9,2069,R1,2055,gasboiler,2.88950000000
136,10,2060,R1,2055,heatpump,6.74210000000
137,10,2064,R1,2055,heatpump,6.74210000000
138,10,2065,R1,2055,heatpump,6.74210000000
139,10,2069,R1,2055,heatpump,6.74210000000
151,11,2065,R1,2060,gasboiler,1.84740000000
152,11,2069,R1,2060,gasboiler,1.84740000000
153,11,2070,R1,2060,gasboiler,1.84740000000
154,11,2074,R1,2060,gasboiler,1.84740000000
164,12,2065,R1,2060,heatpump,4.31050000000
165,12,2069,R1,2060,heatpump,4.31050000000
166,12,2070,R1,2060,heatpump,4.31050000000
167,12,2074,R1,2060,heatpump,4.31050000000
