asset,year,technology,region,installed,capacity
0,2025,gasCCGT,R1,2020,1.00000000000
1,2030,gasCCGT,R1,2025,3.00000000000
1,2035,gasCCGT,R1,2025,3.00000000000
1,2040,gasCCGT,R1,2025,3.00000000000
1,2045,gasCCGT,R1,2025,3.00000000000
1,2049,gasCCGT,R1,2025,3.00000000000
1,2050,gasCCGT,R1,2025,3.00000000000
1,2054,gasCCGT,R1,2025,3.00000000000
1,2055,gasCCGT,R1,2025,3.00000000000
1,2064,gasCCGT,R1,2025,3.00000000000
2,2025,gasCCGT,R2,2020,1.00000000000
3,2030,gasCCGT,R2,2025,3.00000000000
3,2035,gasCCGT,R2,2025,3.00000000000
3,2040,gasCCGT,R2,2025,3.00000000000
3,2045,gasCCGT,R2,2025,3.00000000000
3,2049,gasCCGT,R2,2025,3.00000000000
3,2050,gasCCGT,R2,2025,3.00000000000
3,2054,gasCCGT,R2,2025,3.00000000000
3,2055,gasCCGT,R2,2025,3.00000000000
3,2064,gasCCGT,R2,2025,3.00000000000
4,2025,solarPV,R1,2020,6.75000000000
4,2030,solarPV,R1,2020,6.75000000000
4,2035,solarPV,R1,2020,6.75000000000
4,2040,solarPV,R1,2020,6.75000000000
4,2045,solarPV,R1,2020,6.75000000000
4,2049,solarPV,R1,2020,6.75000000000
5,2030,solarPV,R1,2025,2.40000000000
5,2035,solarPV,R1,2025,2.40000000000
5,2040,solarPV,R1,2025,2.40000000000
5,2045,solarPV,R1,2025,2.40000000000
5,2049,solarPV,R1,2025,2.40000000000
5,2050,solarPV,R1,2025,2.40000000000
5,2054,solarPV,R1,2025,2.40000000000
6,2030,solarPV,R2,2025,2.40000000000
6,2035,solarPV,R2,2025,2.40000000000
6,2040,solarPV,R2,2025,2.40000000000
6,2045,solarPV,R2,2025,2.40000000000
6,2049,solarPV,R2,2025,2.40000000000
6,2050,solarPV,R2,2025,2.40000000000
6,2054,solarPV,R2,2025,2.40000000000
7,2025,windturbine,R1,2020,10.00000000000
7,2030,windturbine,R1,2020,10.00000000000
7,2035,windturbine,R1,2020,10.00000000000
7,2040,windturbine,R1,2020,10.00000000000
7,2045,windturbine,R1,2020,10.00000000000
7,2049,windturbine,R1,2020,10.00000000000
8,2025,windturbine,R2,2020,16.75000000000
8,2030,windturbine,R2,2020,16.75000000000
8,2035,windturbine,R2,2020,16.75000000000
8,2040,windturbine,R2,2020,16.75000000000
8,2045,windturbine,R2,2020,16.75000000000
8,2049,windturbine,R2,2020,16.75000000000
