asset,year,region,technology,installed,capacity
0,2020,R1,gasCCGT,2020,1.00000000000
0,2025,R1,gasCCGT,2020,1.00000000000
1,2025,R1,solarPV,2020,6.75000000000
1,2030,R1,solarPV,2020,6.75000000000
1,2035,R1,solarPV,2020,6.75000000000
1,2040,R1,solarPV,2020,6.75000000000
1,2045,R1,solarPV,2020,6.75000000000
1,2049,R1,solarPV,2020,6.75000000000
2,2030,R1,solarPV,2025,10.00000000000
2,2035,R1,solarPV,2025,10.00000000000
2,2040,R1,solarPV,2025,10.00000000000
2,2045,R1,solarPV,2025,10.00000000000
2,2049,R1,solarPV,2025,10.00000000000
2,2050,R1,solarPV,2025,10.00000000000
2,2054,R1,solarPV,2025,10.00000000000
3,2035,R1,solarPV,2030,6.00000000000
3,2040,R1,solarPV,2030,6.00000000000
3,2045,R1,solarPV,2030,6.00000000000
3,2049,R1,solarPV,2030,6.00000000000
3,2050,R1,solarPV,2030,6.00000000000
3,2054,R1,solarPV,2030,6.00000000000
3,2055,R1,solarPV,2030,6.00000000000
3,2059,R1,solarPV,2030,6.00000000000
4,2040,R1,solarPV,2035,10.00000000000
4,2045,R1,solarPV,2035,10.00000000000
4,2049,R1,solarPV,2035,10.00000000000
4,2050,R1,solarPV,2035,10.00000000000
4,2054,R1,solarPV,2035,10.00000000000
4,2055,R1,solarPV,2035,10.00000000000
4,2059,R1,solarPV,2035,10.00000000000
4,2060,R1,solarPV,2035,10.00000000000
4,2064,R1,solarPV,2035,10.00000000000
5,2025,R1,windturbine,2020,10.00000000000
5,2030,R1,windturbine,2020,10.00000000000
5,2035,R1,windturbine,2020,10.00000000000
5,2040,R1,windturbine,2020,10.00000000000
5,2045,R1,windturbine,2020,10.00000000000
5,2049,R1,windturbine,2020,10.00000000000
6,2030,R1,windturbine,2025,3.25000000000
6,2035,R1,windturbine,2025,3.25000000000
6,2040,R1,windturbine,2025,3.25000000000
6,2045,R1,windturbine,2025,3.25000000000
6,2049,R1,windturbine,2025,3.25000000000
6,2050,R1,windturbine,2025,3.25000000000
6,2054,R1,windturbine,2025,3.25000000000
7,2040,R1,windturbine,2035,2.00000000000
7,2045,R1,windturbine,2035,2.00000000000
7,2049,R1,windturbine,2035,2.00000000000
7,2050,R1,windturbine,2035,2.00000000000
7,2054,R1,windturbine,2035,2.00000000000
7,2055,R1,windturbine,2035,2.00000000000
7,2059,R1,windturbine,2035,2.00000000000
7,2060,R1,windturbine,2035,2.00000000000
7,2064,R1,windturbine,2035,2.00000000000
8,2020,R2,gasCCGT,2020,1.00000000000
8,2025,R2,gasCCGT,2020,1.00000000000
9,2030,R2,solarPV,2025,10.00000000000
9,2035,R2,solarPV,2025,10.00000000000
9,2040,R2,solarPV,2025,10.00000000000
9,2045,R2,solarPV,2025,10.00000000000
9,2049,R2,solarPV,2025,10.00000000000
9,2050,R2,solarPV,2025,10.00000000000
9,2054,R2,solarPV,2025,10.00000000000
10,2035,R2,solarPV,2030,6.00000000000
10,2040,R2,solarPV,2030,6.00000000000
10,2045,R2,solarPV,2030,6.00000000000
10,2049,R2,solarPV,2030,6.00000000000
10,2050,R2,solarPV,2030,6.00000000000
10,2054,R2,solarPV,2030,6.00000000000
10,2055,R2,solarPV,2030,6.00000000000
10,2059,R2,solarPV,2030,6.00000000000
11,2040,R2,solarPV,2035,6.00000000000
11,2045,R2,solarPV,2035,6.00000000000
11,2049,R2,solarPV,2035,6.00000000000
11,2050,R2,solarPV,2035,6.00000000000
11,2054,R2,solarPV,2035,6.00000000000
11,2055,R2,solarPV,2035,6.00000000000
11,2059,R2,solarPV,2035,6.00000000000
11,2060,R2,solarPV,2035,6.00000000000
11,2064,R2,solarPV,2035,6.00000000000
12,2045,R2,solarPV,2040,6.00000000000
12,2049,R2,solarPV,2040,6.00000000000
12,2050,R2,solarPV,2040,6.00000000000
12,2054,R2,solarPV,2040,6.00000000000
12,2055,R2,solarPV,2040,6.00000000000
12,2059,R2,solarPV,2040,6.00000000000
12,2060,R2,solarPV,2040,6.00000000000
12,2064,R2,solarPV,2040,6.00000000000
12,2065,R2,solarPV,2040,6.00000000000
12,2069,R2,solarPV,2040,6.00000000000
13,2025,R2,windturbine,2020,16.75000000000
13,2030,R2,windturbine,2020,16.75000000000
13,2035,R2,windturbine,2020,16.75000000000
13,2040,R2,windturbine,2020,16.75000000000
13,2045,R2,windturbine,2020,16.75000000000
13,2049,R2,windturbine,2020,16.75000000000
14,2030,R2,windturbine,2025,3.25000000000
14,2035,R2,windturbine,2025,3.25000000000
14,2040,R2,windturbine,2025,3.25000000000
14,2045,R2,windturbine,2025,3.25000000000
14,2049,R2,windturbine,2025,3.25000000000
14,2050,R2,windturbine,2025,3.25000000000
14,2054,R2,windturbine,2025,3.25000000000
