commodity,year,asset,region,installed,technology,supply
heat,2025,0,R1,2020,gasboiler,5.05180000000
heat,2025,1,R1,2020,heatpump,8.28160000000
heat,2030,0,R1,2020,gasboiler,5.98290000000
heat,2030,1,R1,2020,heatpump,10.68380000000
CO2f,2025,0,R1,2020,gasboiler,326.89940000000
CO2f,2030,0,R1,2020,gasboiler,387.15380000000
