commodity,year,asset,region,technology,installed,supply
heat,2035,0,R1,gasboiler,2025,2.27780000000
heat,2035,3,R1,heatpump,2025,3.83330000000
heat,2035,4,R1,heatpump,2030,13.88890000000
heat,2040,2,R1,gasboiler,2035,0.50560000000
heat,2040,4,R1,heatpump,2030,13.88890000000
heat,2040,5,R1,heatpump,2035,8.93890000000
CO2f,2035,0,R1,gasboiler,2025,147.39500000000
CO2f,2040,2,R1,gasboiler,2035,32.71450000000
