commodity,year,asset,region,installed,technology,supply
heat,2050,1,R1,2040,heatpump,17.22220000000
heat,2050,2,R1,2045,heatpump,12.77780000000
heat,2055,2,R1,2045,heatpump,12.77780000000
heat,2055,4,R1,2050,heatpump,17.22220000000
