asset,year,region,technology,installed,capacity
0,2035,R1,gasboiler,2025,2.20000000000
0,2039,R1,gasboiler,2025,2.20000000000
1,2035,R1,heatpump,2025,8.80000000000
1,2039,R1,heatpump,2025,8.80000000000
2,2035,R1,heatpump,2030,25.00000000000
2,2039,R1,heatpump,2030,25.00000000000
2,2040,R1,heatpump,2030,25.00000000000
2,2044,R1,heatpump,2030,25.00000000000
3,2040,R1,heatpump,2035,17.00000000000
3,2044,R1,heatpump,2035,17.00000000000
3,2045,R1,heatpump,2035,17.00000000000
3,2049,R1,heatpump,2035,17.00000000000
