,asset,year,region,installed,technology,capacity
15,1,2040,R1,2025,gassupply1,0.31240000000
16,1,2045,R1,2025,gassupply1,0.31240000000
17,1,2050,R1,2025,gassupply1,0.31240000000
18,1,2064,R1,2025,gassupply1,0.31240000000
26,2,2040,R1,2030,gassupply1,7.50000000000
27,2,2045,R1,2030,gassupply1,7.50000000000
28,2,2050,R1,2030,gassupply1,7.50000000000
29,2,2064,R1,2030,gassupply1,7.50000000000
30,2,2065,R1,2030,gassupply1,7.50000000000
31,2,2069,R1,2030,gassupply1,7.50000000000
