timeslice,commodity,year,asset,region,month,day,hour,technology,installed,supply
0,heat,2050,1,R1,all-year,all-week,night,gasboiler,2040,0.46500000000
0,heat,2050,4,R1,all-year,all-week,night,heatpump,2040,2.53500000000
0,heat,2055,2,R1,all-year,all-week,night,gasboiler,2050,0.29600000000
0,heat,2055,5,R1,all-year,all-week,night,heatpump,2050,2.70400000000
0,CO2f,2050,1,R1,all-year,all-week,night,gasboiler,2040,30.09010000000
0,CO2f,2055,2,R1,all-year,all-week,night,gasboiler,2050,19.15420000000
1,heat,2050,1,R1,all-year,all-week,morning,gasboiler,2040,0.69750000000
1,heat,2050,4,R1,all-year,all-week,morning,heatpump,2040,3.80250000000
1,heat,2055,2,R1,all-year,all-week,morning,gasboiler,2050,0.44400000000
1,heat,2055,5,R1,all-year,all-week,morning,heatpump,2050,4.05600000000
1,CO2f,2050,1,R1,all-year,all-week,morning,gasboiler,2040,45.13520000000
1,CO2f,2055,2,R1,all-year,all-week,morning,gasboiler,2050,28.73120000000
2,heat,2050,1,R1,all-year,all-week,afternoon,gasboiler,2040,0.46500000000
2,heat,2050,4,R1,all-year,all-week,afternoon,heatpump,2040,2.53500000000
2,heat,2055,2,R1,all-year,all-week,afternoon,gasboiler,2050,0.29600000000
2,heat,2055,5,R1,all-year,all-week,afternoon,heatpump,2050,2.70400000000
2,CO2f,2050,1,R1,all-year,all-week,afternoon,gasboiler,2040,30.09010000000
2,CO2f,2055,2,R1,all-year,all-week,afternoon,gasboiler,2050,19.15420000000
3,heat,2050,1,R1,all-year,all-week,early-peak,gasboiler,2040,0.69750000000
3,heat,2050,4,R1,all-year,all-week,early-peak,heatpump,2040,3.80250000000
3,heat,2055,2,R1,all-year,all-week,early-peak,gasboiler,2050,0.44400000000
3,heat,2055,5,R1,all-year,all-week,early-peak,heatpump,2050,4.05600000000
3,CO2f,2050,1,R1,all-year,all-week,early-peak,gasboiler,2040,45.13520000000
3,CO2f,2055,2,R1,all-year,all-week,early-peak,gasboiler,2050,28.73120000000
4,heat,2050,1,R1,all-year,all-week,late-peak,gasboiler,2040,1.39500000000
4,heat,2050,4,R1,all-year,all-week,late-peak,heatpump,2040,7.60500000000
4,heat,2055,2,R1,all-year,all-week,late-peak,gasboiler,2050,0.88800000000
4,heat,2055,5,R1,all-year,all-week,late-peak,heatpump,2050,8.11200000000
4,CO2f,2050,1,R1,all-year,all-week,late-peak,gasboiler,2040,90.27040000000
4,CO2f,2055,2,R1,all-year,all-week,late-peak,gasboiler,2050,57.46250000000
5,heat,2050,1,R1,all-year,all-week,evening,gasboiler,2040,0.93000000000
5,heat,2050,4,R1,all-year,all-week,evening,heatpump,2040,5.07000000000
5,heat,2055,2,R1,all-year,all-week,evening,gasboiler,2050,0.59200000000
5,heat,2055,5,R1,all-year,all-week,evening,heatpump,2050,5.40800000000
5,CO2f,2050,1,R1,all-year,all-week,evening,gasboiler,2040,60.18030000000
5,CO2f,2055,2,R1,all-year,all-week,evening,gasboiler,2050,38.30830000000
