,commodity,region,technology,year,consumption
0,wind,R1,windturbine,2045,0.00420000000
1,gas,R1,gasCCGT,2045,0.04630000000
2,wind,R1,windturbine,2045,0.05760000000
3,wind,R1,windturbine,2045,0.24420000000
4,gas,R1,gasCCGT,2050,0.05710000000
5,wind,R1,windturbine,2050,0.07100000000
6,wind,R1,windturbine,2050,0.30090000000
7,wind,R1,windturbine,2050,0.12480000000
8,wind,R1,windturbine,2045,0.00630000000
9,gas,R1,gasCCGT,2045,0.06950000000
10,wind,R1,windturbine,2045,0.08640000000
11,wind,R1,windturbine,2045,0.36630000000
12,gas,R1,gasCCGT,2050,0.08570000000
13,wind,R1,windturbine,2050,0.10650000000
14,wind,R1,windturbine,2050,0.45140000000
15,wind,R1,windturbine,2050,0.18720000000
16,wind,R1,windturbine,2045,0.00420000000
17,gas,R1,gasCCGT,2045,0.04630000000
18,wind,R1,windturbine,2045,0.05760000000
19,wind,R1,windturbine,2045,0.24420000000
20,gas,R1,gasCCGT,2050,0.05710000000
21,wind,R1,windturbine,2050,0.07100000000
22,wind,R1,windturbine,2050,0.30090000000
23,wind,R1,windturbine,2050,0.12480000000
24,wind,R1,windturbine,2045,0.00630000000
25,gas,R1,gasCCGT,2045,0.06950000000
26,wind,R1,windturbine,2045,0.08640000000
27,wind,R1,windturbine,2045,0.36630000000
28,gas,R1,gasCCGT,2050,0.08570000000
29,wind,R1,windturbine,2050,0.10650000000
30,wind,R1,windturbine,2050,0.45140000000
31,wind,R1,windturbine,2050,0.18720000000
32,wind,R1,windturbine,2045,0.01270000000
33,gas,R1,gasCCGT,2045,0.13900000000
34,wind,R1,windturbine,2045,0.17290000000
35,wind,R1,windturbine,2045,0.73260000000
36,gas,R1,gasCCGT,2050,0.17130000000
37,wind,R1,windturbine,2050,0.21300000000
38,wind,R1,windturbine,2050,0.90280000000
39,wind,R1,windturbine,2050,0.37440000000
40,wind,R1,windturbine,2045,0.00840000000
41,gas,R1,gasCCGT,2045,0.09270000000
42,wind,R1,windturbine,2045,0.11520000000
43,wind,R1,windturbine,2045,0.48840000000
44,gas,R1,gasCCGT,2050,0.11420000000
45,wind,R1,windturbine,2050,0.14200000000
46,wind,R1,windturbine,2050,0.60190000000
47,wind,R1,windturbine,2050,0.24960000000
