,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2025,0.07510000000
1,wind,R1,windturbine,2025,0.00520000000
2,gas,R1,gasCCGT,2030,0.05710000000
3,wind,R1,windturbine,2030,0.00520000000
4,wind,R1,windturbine,2030,0.07100000000
5,gas,R1,gasCCGT,2025,0.11270000000
6,wind,R1,windturbine,2025,0.00780000000
7,gas,R1,gasCCGT,2030,0.08570000000
8,wind,R1,windturbine,2030,0.00780000000
9,wind,R1,windturbine,2030,0.10650000000
10,gas,R1,gasCCGT,2025,0.07510000000
11,wind,R1,windturbine,2025,0.00520000000
12,gas,R1,gasCCGT,2030,0.05710000000
13,wind,R1,windturbine,2030,0.00520000000
14,wind,R1,windturbine,2030,0.07100000000
15,gas,R1,gasCCGT,2025,0.11270000000
16,wind,R1,windturbine,2025,0.00780000000
17,gas,R1,gasCCGT,2030,0.08570000000
18,wind,R1,windturbine,2030,0.00780000000
19,wind,R1,windturbine,2030,0.10650000000
20,gas,R1,gasCCGT,2025,0.22540000000
21,wind,R1,windturbine,2025,0.01560000000
22,gas,R1,gasCCGT,2030,0.17130000000
23,wind,R1,windturbine,2030,0.01560000000
24,wind,R1,windturbine,2030,0.21300000000
25,gas,R1,gasCCGT,2025,0.15030000000
26,wind,R1,windturbine,2025,0.01040000000
27,gas,R1,gasCCGT,2030,0.11420000000
28,wind,R1,windturbine,2030,0.01040000000
29,wind,R1,windturbine,2030,0.14200000000
