,commodity,region,technology,year,consumption
0,wind,R1,windturbine,2040,0.00380000000
1,gas,R1,gasCCGT,2040,0.04170000000
2,wind,R1,windturbine,2040,0.05190000000
3,wind,R1,windturbine,2040,0.21980000000
4,wind,R1,windturbine,2045,0.00420000000
5,gas,R1,gasCCGT,2045,0.04630000000
6,wind,R1,windturbine,2045,0.05760000000
7,wind,R1,windturbine,2045,0.24420000000
8,wind,R1,windturbine,2040,0.00570000000
9,gas,R1,gasCCGT,2040,0.06260000000
10,wind,R1,windturbine,2040,0.07780000000
11,wind,R1,windturbine,2040,0.32970000000
12,wind,R1,windturbine,2045,0.00630000000
13,gas,R1,gasCCGT,2045,0.06950000000
14,wind,R1,windturbine,2045,0.08640000000
15,wind,R1,windturbine,2045,0.36630000000
16,wind,R1,windturbine,2040,0.00380000000
17,gas,R1,gasCCGT,2040,0.04170000000
18,wind,R1,windturbine,2040,0.05190000000
19,wind,R1,windturbine,2040,0.21980000000
20,wind,R1,windturbine,2045,0.00420000000
21,gas,R1,gasCCGT,2045,0.04630000000
22,wind,R1,windturbine,2045,0.05760000000
23,wind,R1,windturbine,2045,0.24420000000
24,wind,R1,windturbine,2040,0.00570000000
25,gas,R1,gasCCGT,2040,0.06260000000
26,wind,R1,windturbine,2040,0.07780000000
27,wind,R1,windturbine,2040,0.32970000000
28,wind,R1,windturbine,2045,0.00630000000
29,gas,R1,gasCCGT,2045,0.06950000000
30,wind,R1,windturbine,2045,0.08640000000
31,wind,R1,windturbine,2045,0.36630000000
32,wind,R1,windturbine,2040,0.01140000000
33,gas,R1,gasCCGT,2040,0.12520000000
34,wind,R1,windturbine,2040,0.15560000000
35,wind,R1,windturbine,2040,0.65950000000
36,wind,R1,windturbine,2045,0.01270000000
37,gas,R1,gasCCGT,2045,0.13900000000
38,wind,R1,windturbine,2045,0.17290000000
39,wind,R1,windturbine,2045,0.73260000000
40,wind,R1,windturbine,2040,0.00760000000
41,gas,R1,gasCCGT,2040,0.08340000000
42,wind,R1,windturbine,2040,0.10370000000
43,wind,R1,windturbine,2040,0.43960000000
44,wind,R1,windturbine,2045,0.00840000000
45,gas,R1,gasCCGT,2045,0.09270000000
46,wind,R1,windturbine,2045,0.11520000000
47,wind,R1,windturbine,2045,0.48840000000
