,commodity,region,technology,year,consumption
0,wind,R1,windturbine,2030,0.00520000000
1,gas,R1,gasCCGT,2030,0.05710000000
2,wind,R1,windturbine,2030,0.07100000000
3,wind,R1,windturbine,2035,0.00330000000
4,gas,R1,gasCCGT,2035,0.03620000000
5,wind,R1,windturbine,2035,0.04500000000
6,wind,R1,windturbine,2035,0.19090000000
7,wind,R1,windturbine,2030,0.00780000000
8,gas,R1,gasCCGT,2030,0.08570000000
9,wind,R1,windturbine,2030,0.10650000000
10,wind,R1,windturbine,2035,0.00490000000
11,gas,R1,gasCCGT,2035,0.05430000000
12,wind,R1,windturbine,2035,0.06750000000
13,wind,R1,windturbine,2035,0.28630000000
14,wind,R1,windturbine,2030,0.00520000000
15,gas,R1,gasCCGT,2030,0.05710000000
16,wind,R1,windturbine,2030,0.07100000000
17,wind,R1,windturbine,2035,0.00330000000
18,gas,R1,gasCCGT,2035,0.03620000000
19,wind,R1,windturbine,2035,0.04500000000
20,wind,R1,windturbine,2035,0.19090000000
21,wind,R1,windturbine,2030,0.00780000000
22,gas,R1,gasCCGT,2030,0.08570000000
23,wind,R1,windturbine,2030,0.10650000000
24,wind,R1,windturbine,2035,0.00490000000
25,gas,R1,gasCCGT,2035,0.05430000000
26,wind,R1,windturbine,2035,0.06750000000
27,wind,R1,windturbine,2035,0.28630000000
28,wind,R1,windturbine,2030,0.01560000000
29,gas,R1,gasCCGT,2030,0.17130000000
30,wind,R1,windturbine,2030,0.21300000000
31,wind,R1,windturbine,2035,0.00990000000
32,gas,R1,gasCCGT,2035,0.10870000000
33,wind,R1,windturbine,2035,0.13510000000
34,wind,R1,windturbine,2035,0.57260000000
35,wind,R1,windturbine,2030,0.01040000000
36,gas,R1,gasCCGT,2030,0.11420000000
37,wind,R1,windturbine,2030,0.14200000000
38,wind,R1,windturbine,2035,0.00660000000
39,gas,R1,gasCCGT,2035,0.07240000000
40,wind,R1,windturbine,2035,0.09010000000
41,wind,R1,windturbine,2035,0.38170000000
