asset,year,region,technology,installed,capacity
1,2030,R1,windturbine,2020,9.61320000000
1,2035,R1,windturbine,2020,9.61320000000
1,2040,R1,windturbine,2020,9.61320000000
1,2045,R1,windturbine,2020,9.61320000000
1,2049,R1,windturbine,2020,9.61320000000
2,2030,R1,windturbine,2025,4.09700000000
2,2035,R1,windturbine,2025,4.09700000000
2,2040,R1,windturbine,2025,4.09700000000
2,2045,R1,windturbine,2025,4.09700000000
2,2049,R1,windturbine,2025,4.09700000000
2,2050,R1,windturbine,2025,4.09700000000
2,2054,R1,windturbine,2025,4.09700000000
3,2035,R1,windturbine,2030,0.49370000000
3,2040,R1,windturbine,2030,0.49370000000
3,2045,R1,windturbine,2030,0.49370000000
3,2049,R1,windturbine,2030,0.49370000000
3,2050,R1,windturbine,2030,0.49370000000
3,2054,R1,windturbine,2030,0.49370000000
3,2055,R1,windturbine,2030,0.49370000000
3,2059,R1,windturbine,2030,0.49370000000
