,asset,year,region,installed,technology,capacity
37,3,2055,R1,2045,heatpump,9.63160000000
38,3,2059,R1,2045,heatpump,9.63160000000
48,4,2055,R1,2050,heatpump,6.15790000000
49,4,2059,R1,2050,heatpump,6.15790000000
50,4,2060,R1,2050,heatpump,6.15790000000
51,4,2064,R1,2050,heatpump,6.15790000000
61,5,2060,R1,2055,heatpump,9.63160000000
62,5,2064,R1,2055,heatpump,9.63160000000
63,5,2065,R1,2055,heatpump,9.63160000000
64,5,2069,R1,2055,heatpump,9.63160000000
