,asset,year,region,installed,technology,capacity
14,2,2045,R1,2040,gasboiler,600.00000000000
15,2,2050,R1,2040,gasboiler,600.00000000000
16,2,2054,R1,2040,gasboiler,600.00000000000
20,3,2045,R1,2040,heatpump,600.00000000000
21,3,2050,R1,2040,heatpump,600.00000000000
22,3,2054,R1,2040,heatpump,600.00000000000
38,6,2045,R2,2040,gasboiler,600.00000000000
39,6,2050,R2,2040,gasboiler,600.00000000000
40,6,2054,R2,2040,gasboiler,600.00000000000
44,7,2045,R2,2040,heatpump,600.00000000000
45,7,2050,R2,2040,heatpump,600.00000000000
46,7,2054,R2,2040,heatpump,600.00000000000
