,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2060,0.00230000000
1,electricity,R1,heatpump,2060,0.00320000000
2,gas,R1,gasboiler,2060,0.00130000000
3,electricity,R1,heatpump,2060,0.00220000000
4,gas,R1,gasboiler,2065,0.00130000000
5,electricity,R1,heatpump,2065,0.00220000000
6,gas,R1,gasboiler,2065,0.00050000000
7,electricity,R1,heatpump,2065,0.00060000000
8,gas,R1,gasboiler,2060,0.00350000000
9,electricity,R1,heatpump,2060,0.00480000000
10,gas,R1,gasboiler,2060,0.00200000000
11,electricity,R1,heatpump,2060,0.00340000000
12,gas,R1,gasboiler,2065,0.00200000000
13,electricity,R1,heatpump,2065,0.00340000000
14,gas,R1,gasboiler,2065,0.00070000000
15,electricity,R1,heatpump,2065,0.00100000000
16,gas,R1,gasboiler,2060,0.00230000000
17,electricity,R1,heatpump,2060,0.00320000000
18,gas,R1,gasboiler,2060,0.00130000000
19,electricity,R1,heatpump,2060,0.00220000000
20,gas,R1,gasboiler,2065,0.00130000000
21,electricity,R1,heatpump,2065,0.00220000000
22,gas,R1,gasboiler,2065,0.00050000000
23,electricity,R1,heatpump,2065,0.00060000000
24,gas,R1,gasboiler,2060,0.00350000000
25,electricity,R1,heatpump,2060,0.00480000000
26,gas,R1,gasboiler,2060,0.00200000000
27,electricity,R1,heatpump,2060,0.00340000000
28,gas,R1,gasboiler,2065,0.00200000000
29,electricity,R1,heatpump,2065,0.00340000000
30,gas,R1,gasboiler,2065,0.00070000000
31,electricity,R1,heatpump,2065,0.00100000000
32,gas,R1,gasboiler,2060,0.00700000000
33,electricity,R1,heatpump,2060,0.00960000000
34,gas,R1,gasboiler,2060,0.00400000000
35,electricity,R1,heatpump,2060,0.00670000000
36,gas,R1,gasboiler,2065,0.00400000000
37,electricity,R1,heatpump,2065,0.00670000000
38,gas,R1,gasboiler,2065,0.00140000000
39,electricity,R1,heatpump,2065,0.00190000000
40,gas,R1,gasboiler,2060,0.00470000000
41,electricity,R1,heatpump,2060,0.00640000000
42,gas,R1,gasboiler,2060,0.00270000000
43,electricity,R1,heatpump,2060,0.00450000000
44,gas,R1,gasboiler,2065,0.00270000000
45,electricity,R1,heatpump,2065,0.00450000000
46,gas,R1,gasboiler,2065,0.00090000000
47,electricity,R1,heatpump,2065,0.00130000000
