,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2020,1.16000000000
1,gas,R1,gasboiler,2025,0.81510000000
2,electricity,R1,heatpump,2025,0.03510000000
3,gas,R1,gasboiler,2020,1.74000000000
4,gas,R1,gasboiler,2025,1.22260000000
5,electricity,R1,heatpump,2025,0.05270000000
6,gas,R1,gasboiler,2020,1.16000000000
7,gas,R1,gasboiler,2025,0.81510000000
8,electricity,R1,heatpump,2025,0.03510000000
9,gas,R1,gasboiler,2020,1.74000000000
10,gas,R1,gasboiler,2025,1.22260000000
11,electricity,R1,heatpump,2025,0.05270000000
12,gas,R1,gasboiler,2020,3.48000000000
13,gas,R1,gasboiler,2025,2.44520000000
14,electricity,R1,heatpump,2025,0.10540000000
15,gas,R1,gasboiler,2020,2.32000000000
16,gas,R1,gasboiler,2025,1.63010000000
17,electricity,R1,heatpump,2025,0.07030000000
