,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2025,0.81510000000
1,electricity,R1,heatpump,2025,0.03510000000
2,gas,R1,gasboiler,2030,0.04370000000
3,gas,R1,gasboiler,2030,0.24670000000
4,electricity,R1,heatpump,2030,0.03510000000
5,electricity,R1,heatpump,2030,0.02060000000
6,gas,R1,gasboiler,2025,1.22260000000
7,electricity,R1,heatpump,2025,0.05270000000
8,gas,R1,gasboiler,2030,0.06550000000
9,gas,R1,gasboiler,2030,0.37000000000
10,electricity,R1,heatpump,2030,0.05270000000
11,electricity,R1,heatpump,2030,0.03080000000
12,gas,R1,gasboiler,2025,0.81510000000
13,electricity,R1,heatpump,2025,0.03510000000
14,gas,R1,gasboiler,2030,0.04370000000
15,gas,R1,gasboiler,2030,0.24670000000
16,electricity,R1,heatpump,2030,0.03510000000
17,electricity,R1,heatpump,2030,0.02060000000
18,gas,R1,gasboiler,2025,1.22260000000
19,electricity,R1,heatpump,2025,0.05270000000
20,gas,R1,gasboiler,2030,0.06550000000
21,gas,R1,gasboiler,2030,0.37000000000
22,electricity,R1,heatpump,2030,0.05270000000
23,electricity,R1,heatpump,2030,0.03080000000
24,gas,R1,gasboiler,2025,2.44520000000
25,electricity,R1,heatpump,2025,0.10540000000
26,gas,R1,gasboiler,2030,0.13100000000
27,gas,R1,gasboiler,2030,0.74000000000
28,electricity,R1,heatpump,2030,0.10540000000
29,electricity,R1,heatpump,2030,0.06170000000
30,gas,R1,gasboiler,2025,1.63010000000
31,electricity,R1,heatpump,2025,0.07030000000
32,gas,R1,gasboiler,2030,0.08730000000
33,gas,R1,gasboiler,2030,0.49330000000
34,electricity,R1,heatpump,2030,0.07030000000
35,electricity,R1,heatpump,2030,0.04110000000
