asset,capacity,installed,region,technology,year
0,10,2020,R1,gasboiler,2020
0,5,2020,R1,gasboiler,2025
1,11,2020,R1,heatpump,2025
1,11,2020,R1,heatpump,2030
2,6,2025,R1,heatpump,2030
2,6,2025,R1,heatpump,2035
3,12,2030,R1,heatpump,2035
3,12,2030,R1,heatpump,2040
4,6,2035,R1,heatpump,2040
4,6,2035,R1,heatpump,2045
5,12,2040,R1,heatpump,2045
5,12,2040,R1,heatpump,2050
6,7,2045,R1,heatpump,2050
