asset,commodity,day,hour,installed,month,region,supply,technology,timeslice,year
0,heat,all-week,night,2020,all-year,R1,0.89580000000,gasboiler,0,2020
0,CO2f,all-week,night,2020,all-year,R1,57.96670000000,gasboiler,0,2020
0,heat,all-week,morning,2020,all-year,R1,1.35000000000,gasboiler,1,2020
0,CO2f,all-week,morning,2020,all-year,R1,87.35830000000,gasboiler,1,2020
0,heat,all-week,afternoon,2020,all-year,R1,0.89580000000,gasboiler,2,2020
0,CO2f,all-week,afternoon,2020,all-year,R1,57.96670000000,gasboiler,2,2020
0,heat,all-week,early-peak,2020,all-year,R1,1.35000000000,gasboiler,3,2020
0,CO2f,all-week,early-peak,2020,all-year,R1,87.35830000000,gasboiler,3,2020
0,heat,all-week,late-peak,2020,all-year,R1,2.70000000000,gasboiler,4,2020
0,CO2f,all-week,late-peak,2020,all-year,R1,174.71660000000,gasboiler,4,2020
0,heat,all-week,evening,2020,all-year,R1,1.80420000000,gasboiler,5,2020
0,CO2f,all-week,evening,2020,all-year,R1,116.74990000000,gasboiler,5,2020
0,heat,all-week,night,2020,all-year,R1,0.29140000000,gasboiler,0,2025
1,heat,all-week,night,2020,all-year,R1,0.64110000000,heatpump,0,2025
0,CO2f,all-week,night,2020,all-year,R1,18.85620000000,gasboiler,0,2025
0,heat,all-week,morning,2020,all-year,R1,0.43910000000,gasboiler,1,2025
1,heat,all-week,morning,2020,all-year,R1,0.96610000000,heatpump,1,2025
0,CO2f,all-week,morning,2020,all-year,R1,28.41710000000,gasboiler,1,2025
0,heat,all-week,afternoon,2020,all-year,R1,0.29140000000,gasboiler,2,2025
1,heat,all-week,afternoon,2020,all-year,R1,0.64110000000,heatpump,2,2025
0,CO2f,all-week,afternoon,2020,all-year,R1,18.85620000000,gasboiler,2,2025
0,heat,all-week,early-peak,2020,all-year,R1,0.43910000000,gasboiler,3,2025
1,heat,all-week,early-peak,2020,all-year,R1,0.96610000000,heatpump,3,2025
0,CO2f,all-week,early-peak,2020,all-year,R1,28.41710000000,gasboiler,3,2025
0,heat,all-week,late-peak,2020,all-year,R1,0.87830000000,gasboiler,4,2025
1,heat,all-week,late-peak,2020,all-year,R1,1.93220000000,heatpump,4,2025
0,CO2f,all-week,late-peak,2020,all-year,R1,56.83430000000,gasboiler,4,2025
0,heat,all-week,evening,2020,all-year,R1,0.58690000000,gasboiler,5,2025
1,heat,all-week,evening,2020,all-year,R1,1.29120000000,heatpump,5,2025
0,CO2f,all-week,evening,2020,all-year,R1,37.97810000000,gasboiler,5,2025
1,heat,all-week,night,2020,all-year,R1,0.62700000000,heatpump,0,2030
2,heat,all-week,night,2025,all-year,R1,0.34200000000,heatpump,0,2030
1,heat,all-week,morning,2020,all-year,R1,0.94490000000,heatpump,1,2030
2,heat,all-week,morning,2025,all-year,R1,0.51540000000,heatpump,1,2030
1,heat,all-week,afternoon,2020,all-year,R1,0.62700000000,heatpump,2,2030
2,heat,all-week,afternoon,2025,all-year,R1,0.34200000000,heatpump,2,2030
1,heat,all-week,early-peak,2020,all-year,R1,0.94490000000,heatpump,3,2030
2,heat,all-week,early-peak,2025,all-year,R1,0.51540000000,heatpump,3,2030
1,heat,all-week,late-peak,2020,all-year,R1,1.88980000000,heatpump,4,2030
2,heat,all-week,late-peak,2025,all-year,R1,1.03080000000,heatpump,4,2030
1,heat,all-week,evening,2020,all-year,R1,1.26280000000,heatpump,5,2030
2,heat,all-week,evening,2025,all-year,R1,0.68880000000,heatpump,5,2030
2,heat,all-week,night,2025,all-year,R1,0.33210000000,heatpump,0,2035
3,heat,all-week,night,2030,all-year,R1,0.66420000000,heatpump,0,2035
2,heat,all-week,morning,2025,all-year,R1,0.50050000000,heatpump,1,2035
3,heat,all-week,morning,2030,all-year,R1,1.00100000000,heatpump,1,2035
2,heat,all-week,afternoon,2025,all-year,R1,0.33210000000,heatpump,2,2035
3,heat,all-week,afternoon,2030,all-year,R1,0.66420000000,heatpump,2,2035
2,heat,all-week,early-peak,2025,all-year,R1,0.50050000000,heatpump,3,2035
3,heat,all-week,early-peak,2030,all-year,R1,1.00100000000,heatpump,3,2035
2,heat,all-week,late-peak,2025,all-year,R1,1.00100000000,heatpump,4,2035
3,heat,all-week,late-peak,2030,all-year,R1,2.00190000000,heatpump,4,2035
2,heat,all-week,evening,2025,all-year,R1,0.66890000000,heatpump,5,2035
3,heat,all-week,evening,2030,all-year,R1,1.33780000000,heatpump,5,2035
3,heat,all-week,night,2030,all-year,R1,0.68230000000,heatpump,0,2040
4,heat,all-week,night,2035,all-year,R1,0.34120000000,heatpump,0,2040
3,heat,all-week,morning,2030,all-year,R1,1.02830000000,heatpump,1,2040
4,heat,all-week,morning,2035,all-year,R1,0.51420000000,heatpump,1,2040
3,heat,all-week,afternoon,2030,all-year,R1,0.68230000000,heatpump,2,2040
4,heat,all-week,afternoon,2035,all-year,R1,0.34120000000,heatpump,2,2040
3,heat,all-week,early-peak,2030,all-year,R1,1.02830000000,heatpump,3,2040
