,timeslice,region,technology,year,agent,category,sector,LCOE
61,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A1,retrofit,residential,17.38819119347
62,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A1,retrofit,residential,22.46142108658
63,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A1,retrofit,residential,18.06664971570
64,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A1,retrofit,residential,17.95521054393
65,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A1,retrofit,residential,17.56408784749
66,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A2,retrofit,residential,15.23766012587
67,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A2,retrofit,residential,17.26255072340
68,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A2,retrofit,residential,16.37285281933
69,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A2,retrofit,residential,17.38819119347
70,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A2,retrofit,residential,15.23766012587
71,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A2,retrofit,residential,17.26255072340
72,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A2,retrofit,residential,16.37285281933
73,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A2,retrofit,residential,17.38819119347
74,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A2,retrofit,residential,22.46142108658
75,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A2,retrofit,residential,18.06664971570
76,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A2,retrofit,residential,17.95521054393
77,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A2,retrofit,residential,17.56408784749
78,"('all-year', 'all-week', 'night')",R1,gasCCGT,2025,A1,retrofit,power,26.14421846393
79,"('all-year', 'all-week', 'night')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
80,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2025,A1,retrofit,power,27.77850449676
81,"('all-year', 'all-week', 'morning')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
82,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2025,A1,retrofit,power,26.14421846393
83,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
84,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2025,A1,retrofit,power,27.77850449676
85,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
86,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2025,A1,retrofit,power,36.54394329530
87,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
88,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2025,A1,retrofit,power,30.05655397960
89,"('all-year', 'all-week', 'evening')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
90,"('all-year', 'all-week', 'night')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
91,"('all-year', 'all-week', 'night')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
92,"('all-year', 'all-week', 'night')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
93,"('all-year', 'all-week', 'morning')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
94,"('all-year', 'all-week', 'morning')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
95,"('all-year', 'all-week', 'morning')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
96,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
97,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
98,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
99,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
100,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
101,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
102,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
103,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
104,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
105,"('all-year', 'all-week', 'evening')",R1,gassupply1,2025,A1,retrofit,gas,74.70544799273
106,"('all-year', 'all-week', 'evening')",R1,gassupply2,2025,A1,retrofit,gas,133.82942433577
107,"('all-year', 'all-week', 'evening')",R1,gassupply3,2025,A1,retrofit,gas,192.95340065750
108,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A1,retrofit,residential,17.28161940789
109,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A1,retrofit,residential,17.26255071719
110,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A1,retrofit,residential,18.41960924237
111,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A1,retrofit,residential,17.38819118348
112,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A1,retrofit,residential,17.28161940789
113,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A1,retrofit,residential,17.26255071719
114,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A1,retrofit,residential,18.41960924237
115,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A1,retrofit,residential,17.38819118348
116,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A1,retrofit,residential,24.51656893266
117,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A1,retrofit,residential,18.06664968453
118,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,20.00476410799
119,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,17.56408783247
120,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,17.28161940789
121,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,17.26255071719
122,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,18.41960924237
123,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,17.38819118348
124,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,17.28161940789
125,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,17.26255071719
126,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,18.41960924237
127,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,17.38819118348
128,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,24.51656893266
129,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,18.06664968453
130,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,20.00476410799
131,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,17.56408783247
132,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,29.03987730099
133,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
134,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,30.67819025235
135,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
136,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,29.03987730099
137,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
138,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,30.67819025235
139,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
140,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,39.45570980648
141,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
142,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,32.96026665371
143,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
144,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
145,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
146,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
147,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
148,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
149,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
150,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
151,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
152,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
153,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
154,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
155,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
156,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
157,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
158,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
159,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,74.75367456193
160,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,134.11861012039
161,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,193.48354565750
162,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,11.17569660031
163,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,17.26255070393
164,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,12.30533053100
165,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,17.38819116360
166,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,11.17569660031
167,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,17.26255070393
168,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,12.30533053100
169,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,17.38819116360
170,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,18.37722250992
171,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,18.06664964483
172,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,13.88212949282
173,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,17.56408780598
174,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,11.17569660031
175,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,17.26255070393
176,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,12.30533053100
177,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,17.38819116360
178,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,11.17569660031
179,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,17.26255070393
180,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,12.30533053100
181,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,17.38819116360
182,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,18.37722250992
183,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,18.06664964483
184,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,13.88212949282
185,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,17.56408780598
186,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,20.38967106077
187,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
188,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,22.01595439201
189,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
190,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,20.38967106077
191,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
192,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,22.01595439201
193,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
194,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,30.75738508580
195,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
196,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,24.28600117326
197,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
198,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
199,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
200,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
201,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
202,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
203,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
204,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
205,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
206,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
207,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
208,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
209,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
210,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
211,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
212,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
213,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,74.60960725519
214,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,133.25472496697
215,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,191.89984265750
216,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,17.41788336003
217,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,17.26255071746
218,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,18.55605967057
219,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,17.38819118386
220,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,17.41788336003
221,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,17.26255071746
222,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,18.55605967057
223,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,17.38819118386
224,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,24.65357878907
225,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,18.06664968520
226,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,20.14140101226
227,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,17.56408783296
228,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A2,retrofit,residential,17.41788336003
229,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A2,retrofit,residential,17.26255071746
230,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A2,retrofit,residential,18.55605967057
231,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A2,retrofit,residential,17.38819118386
232,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A2,retrofit,residential,17.41788336003
233,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A2,retrofit,residential,17.26255071746
234,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A2,retrofit,residential,18.55605967057
235,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A2,retrofit,residential,17.38819118386
236,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A2,retrofit,residential,24.65357878907
237,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A2,retrofit,residential,18.06664968520
238,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A2,retrofit,residential,20.14140101226
239,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A2,retrofit,residential,17.56408783296
240,"('all-year', 'all-week', 'night')",R1,gasCCGT,2040,A1,retrofit,power,29.23292122346
241,"('all-year', 'all-week', 'night')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
242,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2040,A1,retrofit,power,30.87150263605
243,"('all-year', 'all-week', 'morning')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
244,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2040,A1,retrofit,power,29.23292122346
245,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
246,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2040,A1,retrofit,power,30.87150263605
247,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
248,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2040,A1,retrofit,power,39.64982757389
249,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
250,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2040,A1,retrofit,power,33.15384749865
251,"('all-year', 'all-week', 'evening')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
252,"('all-year', 'all-week', 'night')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
253,"('all-year', 'all-week', 'night')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
254,"('all-year', 'all-week', 'night')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
255,"('all-year', 'all-week', 'morning')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
256,"('all-year', 'all-week', 'morning')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
257,"('all-year', 'all-week', 'morning')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
258,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
259,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
260,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
261,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
262,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
263,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
264,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
265,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
266,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
267,"('all-year', 'all-week', 'evening')",R1,gassupply1,2040,A1,retrofit,gas,74.75688966655
268,"('all-year', 'all-week', 'evening')",R1,gassupply2,2040,A1,retrofit,gas,134.13788917269
269,"('all-year', 'all-week', 'evening')",R1,gassupply3,2040,A1,retrofit,gas,193.51888865750
270,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A1,retrofit,residential,17.41788336003
271,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A1,retrofit,residential,17.26255070071
272,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A1,retrofit,residential,18.55605967057
273,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A1,retrofit,residential,17.38819115785
274,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A1,retrofit,residential,17.41788336003
275,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A1,retrofit,residential,17.26255070071
