,timeslice,region,technology,year,agent,category,sector,EAC
20,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2020,A2,retrofit,residential,16.97748062229
21,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2020,A2,retrofit,residential,13.19377482048
22,"('all-year', 'all-week', 'evening')",R1,gasboiler,2020,A2,retrofit,residential,9.51004388796
23,"('all-year', 'all-week', 'evening')",R1,heatpump,2020,A2,retrofit,residential,9.29201737458
24,"('all-year', 'all-week', 'night')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
25,"('all-year', 'all-week', 'night')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
26,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
27,"('all-year', 'all-week', 'morning')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
28,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
29,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
30,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
31,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
32,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
33,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
34,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
35,"('all-year', 'all-week', 'evening')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
36,"('all-year', 'all-week', 'night')",R1,gassupply1,2020,A1,retrofit,gas,85.73965892236
37,"('all-year', 'all-week', 'night')",R1,gassupply2,2020,A1,retrofit,gas,154.38026136013
38,"('all-year', 'all-week', 'night')",R1,gassupply3,2020,A1,retrofit,gas,223.02086377319
39,"('all-year', 'all-week', 'morning')",R1,gassupply1,2020,A1,retrofit,gas,126.90584688132
40,"('all-year', 'all-week', 'morning')",R1,gassupply2,2020,A1,retrofit,gas,229.86675053799
41,"('all-year', 'all-week', 'morning')",R1,gassupply3,2020,A1,retrofit,gas,332.82765415757
42,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2020,A1,retrofit,gas,85.73965892236
43,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2020,A1,retrofit,gas,154.38026136013
44,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2020,A1,retrofit,gas,223.02086377319
45,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2020,A1,retrofit,gas,126.90584688132
46,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2020,A1,retrofit,gas,229.86675053799
47,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2020,A1,retrofit,gas,332.82765415757
48,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2020,A1,retrofit,gas,235.54087418875
49,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2020,A1,retrofit,gas,441.46268150208
50,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2020,A1,retrofit,gas,647.38448874124
51,"('all-year', 'all-week', 'evening')",R1,gassupply1,2020,A1,retrofit,gas,166.04194377652
52,"('all-year', 'all-week', 'evening')",R1,gassupply2,2020,A1,retrofit,gas,303.32314865208
53,"('all-year', 'all-week', 'evening')",R1,gassupply3,2020,A1,retrofit,gas,440.60435347818
54,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A1,retrofit,residential,10.83258952274
55,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A1,retrofit,residential,12.36813155921
56,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A1,retrofit,residential,16.79717860604
57,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A1,retrofit,residential,17.95212600663
58,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A1,retrofit,residential,10.83258952274
59,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A1,retrofit,residential,12.36813155921
60,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A1,retrofit,residential,16.79717860604
61,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A1,retrofit,residential,17.95212600663
62,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A1,retrofit,residential,40.14570646940
63,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A1,retrofit,residential,30.14760160066
64,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A1,retrofit,residential,23.53540415683
65,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A1,retrofit,residential,22.94220140056
66,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A2,retrofit,residential,4.64253836689
67,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A2,retrofit,residential,5.30062781109
68,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A2,retrofit,residential,7.19879083116
69,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A2,retrofit,residential,7.69376828856
70,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A2,retrofit,residential,4.64253836689
71,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A2,retrofit,residential,5.30062781109
72,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A2,retrofit,residential,7.19879083116
73,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A2,retrofit,residential,7.69376828856
74,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A2,retrofit,residential,17.20530277260
75,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A2,retrofit,residential,12.92040068600
76,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A2,retrofit,residential,10.08660178150
77,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A2,retrofit,residential,9.83237202881
78,"('all-year', 'all-week', 'night')",R1,gasCCGT,2025,A1,retrofit,power,4.33275153706
79,"('all-year', 'all-week', 'night')",R1,windturbine,2025,A1,retrofit,power,3.57256562723
80,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2025,A1,retrofit,power,6.83049370486
81,"('all-year', 'all-week', 'morning')",R1,windturbine,2025,A1,retrofit,power,5.27928027801
82,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2025,A1,retrofit,power,4.33275153706
83,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2025,A1,retrofit,power,3.57256562723
84,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2025,A1,retrofit,power,6.83049370486
85,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2025,A1,retrofit,power,5.27928027801
86,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2025,A1,retrofit,power,17.20977224119
87,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2025,A1,retrofit,power,9.69922441779
88,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2025,A1,retrofit,power,9.72254529954
89,"('all-year', 'all-week', 'evening')",R1,windturbine,2025,A1,retrofit,power,6.89051313682
90,"('all-year', 'all-week', 'night')",R1,gassupply1,2025,A1,retrofit,gas,62.56400727587
91,"('all-year', 'all-week', 'night')",R1,gassupply2,2025,A1,retrofit,gas,112.61540944907
92,"('all-year', 'all-week', 'night')",R1,gassupply3,2025,A1,retrofit,gas,162.66681160424
93,"('all-year', 'all-week', 'morning')",R1,gassupply1,2025,A1,retrofit,gas,92.60334189487
94,"('all-year', 'all-week', 'morning')",R1,gassupply2,2025,A1,retrofit,gas,167.68044515467
95,"('all-year', 'all-week', 'morning')",R1,gassupply3,2025,A1,retrofit,gas,242.75754838742
96,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2025,A1,retrofit,gas,62.56400727587
97,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2025,A1,retrofit,gas,112.61540944907
98,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2025,A1,retrofit,gas,162.66681160424
99,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2025,A1,retrofit,gas,92.60334189487
100,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2025,A1,retrofit,gas,167.68044515467
101,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2025,A1,retrofit,gas,242.75754838742
102,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2025,A1,retrofit,gas,171.87665585876
103,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2025,A1,retrofit,gas,322.03086237837
104,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2025,A1,retrofit,gas,472.18506884386
105,"('all-year', 'all-week', 'evening')",R1,gassupply1,2025,A1,retrofit,gas,121.16156229931
106,"('all-year', 'all-week', 'evening')",R1,gassupply2,2025,A1,retrofit,gas,221.26436664571
107,"('all-year', 'all-week', 'evening')",R1,gassupply3,2025,A1,retrofit,gas,321.36717095604
108,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A1,retrofit,residential,13.28399018617
109,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A1,retrofit,residential,13.26841742209
110,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A1,retrofit,residential,20.49041769253
111,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A1,retrofit,residential,19.22693057039
112,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A1,retrofit,residential,13.28399018617
113,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A1,retrofit,residential,13.26841742209
114,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A1,retrofit,residential,20.49041769253
115,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A1,retrofit,residential,19.22693057039
116,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A1,retrofit,residential,48.01039197335
117,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A1,retrofit,residential,32.20808981544
118,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,28.52492618146
119,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,24.53848826478
120,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,5.69313865121
121,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,5.68646460947
122,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,8.78160758251
123,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,8.24011310159
124,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,5.69313865121
125,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,5.68646460947
126,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,8.78160758251
127,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,8.24011310159
128,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,20.57588227429
129,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,13.80346706376
130,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,12.22496836348
131,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,10.51649497062
132,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,4.81729178506
133,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,3.57256562985
134,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,7.55831483579
135,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,5.27928028434
136,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,4.81729178506
137,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,3.57256562985
138,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,7.55831483579
139,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,5.27928028434
140,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,18.67147906892
141,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,9.69922445726
142,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,10.69432115371
143,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,6.89051314950
144,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,64.19186825216
145,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,115.72459087152
146,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,167.25731347236
147,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,95.01040876692
148,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,172.30949269597
149,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,249.60857659723
150,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,64.19186825216
151,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,115.72459087152
152,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,167.25731347236
153,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,95.01040876692
154,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,172.30949269597
155,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,249.60857659723
156,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,176.33314279215
157,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,330.93131065024
158,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,485.52947845276
159,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,124.30809653261
160,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,227.37354177134
161,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,330.43898697302
162,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,9.19169129644
163,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,14.51768863711
164,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,14.60598801548
165,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,21.27724259577
166,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,9.19169129644
167,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,14.51768863711
168,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,14.60598801548
169,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,21.27724259577
170,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,37.96700569863
171,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,37.15175192778
172,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,21.04518572237
173,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,27.48861277038
174,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,3.93929626990
175,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,6.22186655876
176,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,6.25970914949
177,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,9.11881825533
178,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,3.93929626990
179,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,6.22186655876
180,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,6.25970914949
181,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,9.11881825533
182,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,16.27157387084
183,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,15.92217939762
184,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,9.01936530959
185,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,11.78083404445
186,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,4.04110361701
187,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,4.28423209670
188,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,6.45662226232
189,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,6.33092975847
190,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,4.04110361701
191,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,4.28423209670
192,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,6.45662226232
193,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,6.33092975847
194,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,17.15450578804
195,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,11.63134094332
196,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,9.34339216011
197,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,8.26312535750
198,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,64.07931406810
199,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,114.98718667231
200,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,165.89505925808
201,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,94.85095699613
202,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,171.21276590245
203,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,247.57457478111
204,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,64.07931406810
205,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,114.98718667231
206,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,165.89505925808
207,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,94.85095699613
208,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,171.21276590245
209,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,247.57457478111
210,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,176.07051629719
211,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,328.79413410982
212,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,481.51775186714
213,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,124.10800018027
214,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,225.92374538869
215,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,327.73949056023
216,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,15.31710424059
217,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,15.17212710753
218,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,23.62839356512
219,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,21.99337768373
220,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,15.31710424059
221,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,15.17212710753
222,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,23.62839356512
223,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,21.99337768373
224,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,55.36977148257
225,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,36.92636999174
226,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,32.89400173357
227,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,28.08301713222
228,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A2,retrofit,residential,6.56447324597
229,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A2,retrofit,residential,6.50234018894
230,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A2,retrofit,residential,10.12645438505
231,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A2,retrofit,residential,9.42573329303
232,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A2,retrofit,residential,6.56447324597
233,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A2,retrofit,residential,6.50234018894
234,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A2,retrofit,residential,10.12645438505
235,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A2,retrofit,residential,9.42573329303
236,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A2,retrofit,residential,23.72990206396
237,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A2,retrofit,residential,15.82558713932
238,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A2,retrofit,residential,14.09742931439
239,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A2,retrofit,residential,12.03557877095
240,"('all-year', 'all-week', 'night')",R1,gasCCGT,2040,A1,retrofit,power,5.81564914287
241,"('all-year', 'all-week', 'night')",R1,windturbine,2040,A1,retrofit,power,4.28423208985
242,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2040,A1,retrofit,power,9.12214226852
243,"('all-year', 'all-week', 'morning')",R1,windturbine,2040,A1,retrofit,power,6.33092974308
244,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2040,A1,retrofit,power,5.81564914287
245,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2040,A1,retrofit,power,4.28423208985
246,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2040,A1,retrofit,power,9.12214226852
247,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2040,A1,retrofit,power,6.33092974308
248,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2040,A1,retrofit,power,22.50775610511
249,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2040,A1,retrofit,power,11.63134088200
250,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2040,A1,retrofit,power,12.90235445829
251,"('all-year', 'all-week', 'evening')",R1,windturbine,2040,A1,retrofit,power,8.26312533018
252,"('all-year', 'all-week', 'night')",R1,gassupply1,2040,A1,retrofit,gas,71.34297446696
253,"('all-year', 'all-week', 'night')",R1,gassupply2,2040,A1,retrofit,gas,128.62980482256
254,"('all-year', 'all-week', 'night')",R1,gassupply3,2040,A1,retrofit,gas,185.91663515756
255,"('all-year', 'all-week', 'morning')",R1,gassupply1,2040,A1,retrofit,gas,105.59458673408
256,"('all-year', 'all-week', 'morning')",R1,gassupply2,2040,A1,retrofit,gas,191.52483226746
257,"('all-year', 'all-week', 'morning')",R1,gassupply3,2040,A1,retrofit,gas,277.45507776997
258,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2040,A1,retrofit,gas,71.34297446696
259,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2040,A1,retrofit,gas,128.62980482256
260,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2040,A1,retrofit,gas,185.91663515756
261,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2040,A1,retrofit,gas,105.59458673408
262,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2040,A1,retrofit,gas,191.52483226746
263,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2040,A1,retrofit,gas,277.45507776997
264,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2040,A1,retrofit,gas,195.97586306425
265,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2040,A1,retrofit,gas,367.83635413103
266,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2040,A1,retrofit,gas,539.69684513604
267,"('all-year', 'all-week', 'evening')",R1,gassupply1,2040,A1,retrofit,gas,138.15583117853
268,"('all-year', 'all-week', 'evening')",R1,gassupply2,2040,A1,retrofit,gas,252.72949188972
269,"('all-year', 'all-week', 'evening')",R1,gassupply3,2040,A1,retrofit,gas,367.30315255973
270,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A1,retrofit,residential,16.86186792223
271,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A1,retrofit,residential,16.70782970174
272,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A1,retrofit,residential,26.44770929584
273,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A1,retrofit,residential,24.71050488318
274,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A1,retrofit,residential,16.86186792223
275,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A1,retrofit,residential,16.70782970174
