commodity,year,asset,region,installed,technology,supply
heat,2030,0,R1,2020,gasboiler,5.98290000000
heat,2030,1,R1,2020,heatpump,10.68380000000
heat,2035,2,R1,2030,gasboiler,10.00000000000
heat,2035,3,R1,2030,heatpump,10.00000000000
CO2f,2030,0,R1,2020,gasboiler,387.15380000000
CO2f,2035,2,R1,2030,gasboiler,647.10000000000
