commodity,year,asset,region,technology,installed,supply
heat,2020,0,R1,gasboiler,2020,10.00000000000
heat,2025,0,R1,gasboiler,2020,5.05180000000
heat,2025,1,R1,heatpump,2020,8.28160000000
CO2f,2020,0,R1,gasboiler,2020,647.10000000000
CO2f,2025,0,R1,gasboiler,2020,326.89940000000
