commodity,year,asset,region,installed,technology,supply
heat,2035,2,R1,2030,gasboiler,10.00000000000
heat,2035,3,R1,2030,heatpump,10.00000000000
heat,2040,2,R1,2030,gasboiler,11.66670000000
heat,2040,3,R1,2030,heatpump,11.66670000000
CO2f,2035,2,R1,2030,gasboiler,647.10000000000
CO2f,2040,2,R1,2030,gasboiler,754.95000000000
