asset,year,region,installed,technology,capacity
3,2050,R1,2040,heatpump,7.75480000000
3,2054,R1,2040,heatpump,7.75480000000
5,2050,R1,2045,heatpump,8.70750000000
5,2054,R1,2045,heatpump,8.70750000000
5,2055,R1,2045,heatpump,8.70750000000
5,2059,R1,2045,heatpump,8.70750000000
7,2055,R1,2050,heatpump,8.54870000000
7,2059,R1,2050,heatpump,8.54870000000
7,2060,R1,2050,heatpump,8.54870000000
7,2064,R1,2050,heatpump,8.54870000000
