timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2050,13,all-year,all-week,night,heatpump,2040,0.56700000000
0,heat,R1,2050,14,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R1,2050,29,all-year,all-week,night,heatpump,2040,0.56700000000
0,heat,R1,2050,30,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R1,2055,14,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R1,2055,15,all-year,all-week,night,heatpump,2050,0.56700000000
0,heat,R1,2055,30,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R1,2055,31,all-year,all-week,night,heatpump,2050,0.56700000000
0,heat,R2,2050,13,all-year,all-week,night,heatpump,2040,0.56700000000
0,heat,R2,2050,14,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R2,2050,29,all-year,all-week,night,heatpump,2040,0.56700000000
0,heat,R2,2050,30,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R2,2055,14,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R2,2055,15,all-year,all-week,night,heatpump,2050,0.56700000000
0,heat,R2,2055,30,all-year,all-week,night,heatpump,2045,0.48300000000
0,heat,R2,2055,31,all-year,all-week,night,heatpump,2050,0.56700000000
0,cook,R1,2050,4,all-year,all-week,night,electric_stove,2040,0.56700000000
0,cook,R1,2050,5,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R1,2050,20,all-year,all-week,night,electric_stove,2040,0.56700000000
0,cook,R1,2050,21,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R1,2055,5,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R1,2055,6,all-year,all-week,night,electric_stove,2050,0.56700000000
0,cook,R1,2055,21,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R1,2055,22,all-year,all-week,night,electric_stove,2050,0.56700000000
0,cook,R2,2050,4,all-year,all-week,night,electric_stove,2040,0.56700000000
0,cook,R2,2050,5,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R2,2050,20,all-year,all-week,night,electric_stove,2040,0.56700000000
0,cook,R2,2050,21,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R2,2055,5,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R2,2055,6,all-year,all-week,night,electric_stove,2050,0.56700000000
0,cook,R2,2055,21,all-year,all-week,night,electric_stove,2045,0.48300000000
0,cook,R2,2055,22,all-year,all-week,night,electric_stove,2050,0.56700000000
1,heat,R1,2050,13,all-year,all-week,morning,heatpump,2040,0.81000000000
1,heat,R1,2050,14,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R1,2050,29,all-year,all-week,morning,heatpump,2040,0.81000000000
1,heat,R1,2050,30,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R1,2055,14,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R1,2055,15,all-year,all-week,morning,heatpump,2050,0.81000000000
1,heat,R1,2055,30,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R1,2055,31,all-year,all-week,morning,heatpump,2050,0.81000000000
1,heat,R2,2050,13,all-year,all-week,morning,heatpump,2040,0.81000000000
1,heat,R2,2050,14,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R2,2050,29,all-year,all-week,morning,heatpump,2040,0.81000000000
1,heat,R2,2050,30,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R2,2055,14,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R2,2055,15,all-year,all-week,morning,heatpump,2050,0.81000000000
1,heat,R2,2055,30,all-year,all-week,morning,heatpump,2045,0.69000000000
1,heat,R2,2055,31,all-year,all-week,morning,heatpump,2050,0.81000000000
1,cook,R1,2050,4,all-year,all-week,morning,electric_stove,2040,0.81000000000
1,cook,R1,2050,5,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R1,2050,20,all-year,all-week,morning,electric_stove,2040,0.81000000000
1,cook,R1,2050,21,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R1,2055,5,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R1,2055,6,all-year,all-week,morning,electric_stove,2050,0.81000000000
1,cook,R1,2055,21,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R1,2055,22,all-year,all-week,morning,electric_stove,2050,0.81000000000
1,cook,R2,2050,4,all-year,all-week,morning,electric_stove,2040,0.81000000000
1,cook,R2,2050,5,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R2,2050,20,all-year,all-week,morning,electric_stove,2040,0.81000000000
1,cook,R2,2050,21,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R2,2055,5,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R2,2055,6,all-year,all-week,morning,electric_stove,2050,0.81000000000
1,cook,R2,2055,21,all-year,all-week,morning,electric_stove,2045,0.69000000000
1,cook,R2,2055,22,all-year,all-week,morning,electric_stove,2050,0.81000000000
2,heat,R1,2050,13,all-year,all-week,mid-afternoon,heatpump,2040,0.56700000000
2,heat,R1,2050,14,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R1,2050,29,all-year,all-week,mid-afternoon,heatpump,2040,0.56700000000
2,heat,R1,2050,30,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R1,2055,14,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R1,2055,15,all-year,all-week,mid-afternoon,heatpump,2050,0.56700000000
2,heat,R1,2055,30,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R1,2055,31,all-year,all-week,mid-afternoon,heatpump,2050,0.56700000000
2,heat,R2,2050,13,all-year,all-week,mid-afternoon,heatpump,2040,0.56700000000
2,heat,R2,2050,14,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R2,2050,29,all-year,all-week,mid-afternoon,heatpump,2040,0.56700000000
2,heat,R2,2050,30,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R2,2055,14,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R2,2055,15,all-year,all-week,mid-afternoon,heatpump,2050,0.56700000000
2,heat,R2,2055,30,all-year,all-week,mid-afternoon,heatpump,2045,0.48300000000
2,heat,R2,2055,31,all-year,all-week,mid-afternoon,heatpump,2050,0.56700000000
2,cook,R1,2050,4,all-year,all-week,mid-afternoon,electric_stove,2040,0.56700000000
2,cook,R1,2050,5,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R1,2050,20,all-year,all-week,mid-afternoon,electric_stove,2040,0.56700000000
2,cook,R1,2050,21,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R1,2055,5,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R1,2055,6,all-year,all-week,mid-afternoon,electric_stove,2050,0.56700000000
2,cook,R1,2055,21,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R1,2055,22,all-year,all-week,mid-afternoon,electric_stove,2050,0.56700000000
2,cook,R2,2050,4,all-year,all-week,mid-afternoon,electric_stove,2040,0.56700000000
2,cook,R2,2050,5,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R2,2050,20,all-year,all-week,mid-afternoon,electric_stove,2040,0.56700000000
2,cook,R2,2050,21,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R2,2055,5,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R2,2055,6,all-year,all-week,mid-afternoon,electric_stove,2050,0.56700000000
2,cook,R2,2055,21,all-year,all-week,mid-afternoon,electric_stove,2045,0.48300000000
2,cook,R2,2055,22,all-year,all-week,mid-afternoon,electric_stove,2050,0.56700000000
3,heat,R1,2050,13,all-year,all-week,early-peak,heatpump,2040,0.81000000000
3,heat,R1,2050,14,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R1,2050,29,all-year,all-week,early-peak,heatpump,2040,0.81000000000
3,heat,R1,2050,30,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R1,2055,14,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R1,2055,15,all-year,all-week,early-peak,heatpump,2050,0.81000000000
3,heat,R1,2055,30,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R1,2055,31,all-year,all-week,early-peak,heatpump,2050,0.81000000000
3,heat,R2,2050,13,all-year,all-week,early-peak,heatpump,2040,0.81000000000
3,heat,R2,2050,14,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R2,2050,29,all-year,all-week,early-peak,heatpump,2040,0.81000000000
3,heat,R2,2050,30,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R2,2055,14,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R2,2055,15,all-year,all-week,early-peak,heatpump,2050,0.81000000000
3,heat,R2,2055,30,all-year,all-week,early-peak,heatpump,2045,0.69000000000
3,heat,R2,2055,31,all-year,all-week,early-peak,heatpump,2050,0.81000000000
3,cook,R1,2050,4,all-year,all-week,early-peak,electric_stove,2040,0.81000000000
3,cook,R1,2050,5,all-year,all-week,early-peak,electric_stove,2045,0.69000000000
3,cook,R1,2050,20,all-year,all-week,early-peak,electric_stove,2040,0.81000000000
3,cook,R1,2050,21,all-year,all-week,early-peak,electric_stove,2045,0.69000000000
