timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2040,9,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R1,2040,10,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R1,2040,21,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R1,2040,22,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R1,2045,10,all-year,all-week,night,heatpump,2035,0.36060000000
0,heat,R1,2045,11,all-year,all-week,night,heatpump,2040,0.57270000000
0,heat,R1,2045,22,all-year,all-week,night,heatpump,2035,0.36060000000
0,heat,R1,2045,23,all-year,all-week,night,heatpump,2040,0.57270000000
0,heat,R2,2040,9,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R2,2040,10,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R2,2040,21,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R2,2040,22,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R2,2045,10,all-year,all-week,night,heatpump,2035,0.36060000000
0,heat,R2,2045,11,all-year,all-week,night,heatpump,2040,0.57270000000
0,heat,R2,2045,22,all-year,all-week,night,heatpump,2035,0.36060000000
0,heat,R2,2045,23,all-year,all-week,night,heatpump,2040,0.57270000000
0,cook,R1,2040,2,all-year,all-week,night,electric_stove,2030,0.46070000000
0,cook,R1,2040,3,all-year,all-week,night,electric_stove,2035,0.35600000000
0,cook,R1,2040,14,all-year,all-week,night,electric_stove,2030,0.46070000000
0,cook,R1,2040,15,all-year,all-week,night,electric_stove,2035,0.35600000000
0,cook,R1,2045,3,all-year,all-week,night,electric_stove,2035,0.36060000000
0,cook,R1,2045,4,all-year,all-week,night,electric_stove,2040,0.57270000000
0,cook,R1,2045,15,all-year,all-week,night,electric_stove,2035,0.36060000000
0,cook,R1,2045,16,all-year,all-week,night,electric_stove,2040,0.57270000000
0,cook,R2,2040,2,all-year,all-week,night,electric_stove,2030,0.46070000000
0,cook,R2,2040,3,all-year,all-week,night,electric_stove,2035,0.35600000000
0,cook,R2,2040,14,all-year,all-week,night,electric_stove,2030,0.46070000000
0,cook,R2,2040,15,all-year,all-week,night,electric_stove,2035,0.35600000000
0,cook,R2,2045,3,all-year,all-week,night,electric_stove,2035,0.36060000000
0,cook,R2,2045,4,all-year,all-week,night,electric_stove,2040,0.57270000000
0,cook,R2,2045,15,all-year,all-week,night,electric_stove,2035,0.36060000000
0,cook,R2,2045,16,all-year,all-week,night,electric_stove,2040,0.57270000000
1,heat,R1,2040,9,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R1,2040,10,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R1,2040,21,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R1,2040,22,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R1,2045,10,all-year,all-week,morning,heatpump,2035,0.51520000000
1,heat,R1,2045,11,all-year,all-week,morning,heatpump,2040,0.81820000000
1,heat,R1,2045,22,all-year,all-week,morning,heatpump,2035,0.51520000000
1,heat,R1,2045,23,all-year,all-week,morning,heatpump,2040,0.81820000000
1,heat,R2,2040,9,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R2,2040,10,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R2,2040,21,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R2,2040,22,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R2,2045,10,all-year,all-week,morning,heatpump,2035,0.51520000000
1,heat,R2,2045,11,all-year,all-week,morning,heatpump,2040,0.81820000000
1,heat,R2,2045,22,all-year,all-week,morning,heatpump,2035,0.51520000000
1,heat,R2,2045,23,all-year,all-week,morning,heatpump,2040,0.81820000000
1,cook,R1,2040,2,all-year,all-week,morning,electric_stove,2030,0.65810000000
1,cook,R1,2040,3,all-year,all-week,morning,electric_stove,2035,0.50850000000
1,cook,R1,2040,14,all-year,all-week,morning,electric_stove,2030,0.65810000000
1,cook,R1,2040,15,all-year,all-week,morning,electric_stove,2035,0.50850000000
1,cook,R1,2045,3,all-year,all-week,morning,electric_stove,2035,0.51520000000
1,cook,R1,2045,4,all-year,all-week,morning,electric_stove,2040,0.81820000000
1,cook,R1,2045,15,all-year,all-week,morning,electric_stove,2035,0.51520000000
1,cook,R1,2045,16,all-year,all-week,morning,electric_stove,2040,0.81820000000
1,cook,R2,2040,2,all-year,all-week,morning,electric_stove,2030,0.65810000000
1,cook,R2,2040,3,all-year,all-week,morning,electric_stove,2035,0.50850000000
1,cook,R2,2040,14,all-year,all-week,morning,electric_stove,2030,0.65810000000
1,cook,R2,2040,15,all-year,all-week,morning,electric_stove,2035,0.50850000000
1,cook,R2,2045,3,all-year,all-week,morning,electric_stove,2035,0.51520000000
