timeslice,commodity,region,year,asset,technology,installed,month,day,hour,supply
5,cook,R2,2030,5,gas_stove,2025,all-year,all-week,evening,0.08830000000
5,cook,R2,2030,7,gas_stove,2025,all-year,all-week,evening,0.08830000000
6,heat,R1,2025,8,gasboiler,2020,all-year,all-week,early-morning,0.20830000000
6,heat,R1,2025,10,gasboiler,2020,all-year,all-week,early-morning,0.20830000000
6,heat,R1,2025,12,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R1,2025,14,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R1,2030,9,gasboiler,2025,all-year,all-week,early-morning,0.08830000000
6,heat,R1,2030,11,gasboiler,2025,all-year,all-week,early-morning,0.08830000000
6,heat,R1,2030,12,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R1,2030,13,heatpump,2025,all-year,all-week,early-morning,0.35330000000
6,heat,R1,2030,14,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R1,2030,15,heatpump,2025,all-year,all-week,early-morning,0.35330000000
6,heat,R2,2025,8,gasboiler,2020,all-year,all-week,early-morning,0.20830000000
6,heat,R2,2025,10,gasboiler,2020,all-year,all-week,early-morning,0.20830000000
6,heat,R2,2025,12,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R2,2025,14,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R2,2030,9,gasboiler,2025,all-year,all-week,early-morning,0.08830000000
6,heat,R2,2030,11,gasboiler,2025,all-year,all-week,early-morning,0.08830000000
6,heat,R2,2030,12,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R2,2030,13,heatpump,2025,all-year,all-week,early-morning,0.35330000000
6,heat,R2,2030,14,heatpump,2020,all-year,all-week,early-morning,0.72500000000
6,heat,R2,2030,15,heatpump,2025,all-year,all-week,early-morning,0.35330000000
6,CO2f,R1,2025,4,gas_stove,2020,all-year,all-week,early-morning,10.41670000000
6,CO2f,R1,2025,6,gas_stove,2020,all-year,all-week,early-morning,10.41670000000
6,CO2f,R1,2025,8,gasboiler,2020,all-year,all-week,early-morning,13.48120000000
6,CO2f,R1,2025,10,gasboiler,2020,all-year,all-week,early-morning,13.48120000000
6,CO2f,R1,2030,5,gas_stove,2025,all-year,all-week,early-morning,4.41670000000
6,CO2f,R1,2030,7,gas_stove,2025,all-year,all-week,early-morning,4.41670000000
6,CO2f,R1,2030,9,gasboiler,2025,all-year,all-week,early-morning,5.71610000000
6,CO2f,R1,2030,11,gasboiler,2025,all-year,all-week,early-morning,5.71610000000
6,CO2f,R2,2025,4,gas_stove,2020,all-year,all-week,early-morning,10.41670000000
6,CO2f,R2,2025,6,gas_stove,2020,all-year,all-week,early-morning,10.41670000000
6,CO2f,R2,2025,8,gasboiler,2020,all-year,all-week,early-morning,13.48120000000
6,CO2f,R2,2025,10,gasboiler,2020,all-year,all-week,early-morning,13.48120000000
6,CO2f,R2,2030,5,gas_stove,2025,all-year,all-week,early-morning,4.41670000000
6,CO2f,R2,2030,7,gas_stove,2025,all-year,all-week,early-morning,4.41670000000
6,CO2f,R2,2030,9,gasboiler,2025,all-year,all-week,early-morning,5.71610000000
6,CO2f,R2,2030,11,gasboiler,2025,all-year,all-week,early-morning,5.71610000000
6,cook,R1,2025,0,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R1,2025,2,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R1,2025,4,gas_stove,2020,all-year,all-week,early-morning,0.20830000000
6,cook,R1,2025,6,gas_stove,2020,all-year,all-week,early-morning,0.20830000000
6,cook,R1,2030,0,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R1,2030,1,electric_stove,2025,all-year,all-week,early-morning,0.35330000000
6,cook,R1,2030,2,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R1,2030,3,electric_stove,2025,all-year,all-week,early-morning,0.35330000000
6,cook,R1,2030,5,gas_stove,2025,all-year,all-week,early-morning,0.08830000000
6,cook,R1,2030,7,gas_stove,2025,all-year,all-week,early-morning,0.08830000000
6,cook,R2,2025,0,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R2,2025,2,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R2,2025,4,gas_stove,2020,all-year,all-week,early-morning,0.20830000000
6,cook,R2,2025,6,gas_stove,2020,all-year,all-week,early-morning,0.20830000000
6,cook,R2,2030,0,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R2,2030,1,electric_stove,2025,all-year,all-week,early-morning,0.35330000000
6,cook,R2,2030,2,electric_stove,2020,all-year,all-week,early-morning,0.72500000000
6,cook,R2,2030,3,electric_stove,2025,all-year,all-week,early-morning,0.35330000000
6,cook,R2,2030,5,gas_stove,2025,all-year,all-week,early-morning,0.08830000000
6,cook,R2,2030,7,gas_stove,2025,all-year,all-week,early-morning,0.08830000000
7,heat,R1,2025,8,gasboiler,2020,all-year,all-week,late-afternoon,0.20830000000
7,heat,R1,2025,10,gasboiler,2020,all-year,all-week,late-afternoon,0.20830000000
7,heat,R1,2025,12,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R1,2025,14,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R1,2030,9,gasboiler,2025,all-year,all-week,late-afternoon,0.08830000000
7,heat,R1,2030,11,gasboiler,2025,all-year,all-week,late-afternoon,0.08830000000
7,heat,R1,2030,12,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R1,2030,13,heatpump,2025,all-year,all-week,late-afternoon,0.35330000000
7,heat,R1,2030,14,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R1,2030,15,heatpump,2025,all-year,all-week,late-afternoon,0.35330000000
7,heat,R2,2025,8,gasboiler,2020,all-year,all-week,late-afternoon,0.20830000000
7,heat,R2,2025,10,gasboiler,2020,all-year,all-week,late-afternoon,0.20830000000
7,heat,R2,2025,12,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R2,2025,14,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R2,2030,9,gasboiler,2025,all-year,all-week,late-afternoon,0.08830000000
7,heat,R2,2030,11,gasboiler,2025,all-year,all-week,late-afternoon,0.08830000000
7,heat,R2,2030,12,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R2,2030,13,heatpump,2025,all-year,all-week,late-afternoon,0.35330000000
7,heat,R2,2030,14,heatpump,2020,all-year,all-week,late-afternoon,0.72500000000
7,heat,R2,2030,15,heatpump,2025,all-year,all-week,late-afternoon,0.35330000000
7,CO2f,R1,2025,4,gas_stove,2020,all-year,all-week,late-afternoon,10.41670000000
7,CO2f,R1,2025,6,gas_stove,2020,all-year,all-week,late-afternoon,10.41670000000
7,CO2f,R1,2025,8,gasboiler,2020,all-year,all-week,late-afternoon,13.48120000000
7,CO2f,R1,2025,10,gasboiler,2020,all-year,all-week,late-afternoon,13.48120000000
7,CO2f,R1,2030,5,gas_stove,2025,all-year,all-week,late-afternoon,4.41670000000
7,CO2f,R1,2030,7,gas_stove,2025,all-year,all-week,late-afternoon,4.41670000000
7,CO2f,R1,2030,9,gasboiler,2025,all-year,all-week,late-afternoon,5.71610000000
7,CO2f,R1,2030,11,gasboiler,2025,all-year,all-week,late-afternoon,5.71610000000
7,CO2f,R2,2025,4,gas_stove,2020,all-year,all-week,late-afternoon,10.41670000000
7,CO2f,R2,2025,6,gas_stove,2020,all-year,all-week,late-afternoon,10.41670000000
7,CO2f,R2,2025,8,gasboiler,2020,all-year,all-week,late-afternoon,13.48120000000
7,CO2f,R2,2025,10,gasboiler,2020,all-year,all-week,late-afternoon,13.48120000000
7,CO2f,R2,2030,5,gas_stove,2025,all-year,all-week,late-afternoon,4.41670000000
7,CO2f,R2,2030,7,gas_stove,2025,all-year,all-week,late-afternoon,4.41670000000
7,CO2f,R2,2030,9,gasboiler,2025,all-year,all-week,late-afternoon,5.71610000000
7,CO2f,R2,2030,11,gasboiler,2025,all-year,all-week,late-afternoon,5.71610000000
7,cook,R1,2025,0,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R1,2025,2,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R1,2025,4,gas_stove,2020,all-year,all-week,late-afternoon,0.20830000000
7,cook,R1,2025,6,gas_stove,2020,all-year,all-week,late-afternoon,0.20830000000
7,cook,R1,2030,0,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R1,2030,1,electric_stove,2025,all-year,all-week,late-afternoon,0.35330000000
7,cook,R1,2030,2,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R1,2030,3,electric_stove,2025,all-year,all-week,late-afternoon,0.35330000000
7,cook,R1,2030,5,gas_stove,2025,all-year,all-week,late-afternoon,0.08830000000
7,cook,R1,2030,7,gas_stove,2025,all-year,all-week,late-afternoon,0.08830000000
7,cook,R2,2025,0,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R2,2025,2,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R2,2025,4,gas_stove,2020,all-year,all-week,late-afternoon,0.20830000000
7,cook,R2,2025,6,gas_stove,2020,all-year,all-week,late-afternoon,0.20830000000
7,cook,R2,2030,0,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R2,2030,1,electric_stove,2025,all-year,all-week,late-afternoon,0.35330000000
7,cook,R2,2030,2,electric_stove,2020,all-year,all-week,late-afternoon,0.72500000000
7,cook,R2,2030,3,electric_stove,2025,all-year,all-week,late-afternoon,0.35330000000
7,cook,R2,2030,5,gas_stove,2025,all-year,all-week,late-afternoon,0.08830000000
7,cook,R2,2030,7,gas_stove,2025,all-year,all-week,late-afternoon,0.08830000000
