asset,year,region,installed,technology,capacity
1,2035,R1,2025,gassupply1,2.43330000000
1,2040,R1,2025,gassupply1,2.43330000000
1,2045,R1,2025,gassupply1,2.43330000000
1,2050,R1,2025,gassupply1,2.43330000000
1,2064,R1,2025,gassupply1,2.43330000000
2,2035,R1,2030,gassupply1,7.50000000000
2,2040,R1,2030,gassupply1,7.50000000000
2,2045,R1,2030,gassupply1,7.50000000000
2,2050,R1,2030,gassupply1,7.50000000000
2,2064,R1,2030,gassupply1,7.50000000000
2,2065,R1,2030,gassupply1,7.50000000000
2,2069,R1,2030,gassupply1,7.50000000000
