timeslice,commodity,year,asset,region,month,day,hour,technology,installed,supply
0,heat,2050,4,R1,all-year,all-week,night,gasboiler,2040,0.86110000000
0,heat,2050,5,R1,all-year,all-week,night,gasboiler,2045,0.63890000000
0,heat,2050,11,R1,all-year,all-week,night,heatpump,2040,0.86110000000
0,heat,2050,12,R1,all-year,all-week,night,heatpump,2045,0.63890000000
0,heat,2055,5,R1,all-year,all-week,night,gasboiler,2045,0.63890000000
0,heat,2055,6,R1,all-year,all-week,night,gasboiler,2050,0.86110000000
0,heat,2055,12,R1,all-year,all-week,night,heatpump,2045,0.63890000000
0,heat,2055,13,R1,all-year,all-week,night,heatpump,2050,0.86110000000
0,CO2f,2050,4,R1,all-year,all-week,night,gasboiler,2040,55.72250000000
0,CO2f,2050,5,R1,all-year,all-week,night,gasboiler,2045,41.34250000000
0,CO2f,2055,5,R1,all-year,all-week,night,gasboiler,2045,41.34250000000
0,CO2f,2055,6,R1,all-year,all-week,night,gasboiler,2050,55.72250000000
1,heat,2050,4,R1,all-year,all-week,morning,gasboiler,2040,1.29170000000
1,heat,2050,5,R1,all-year,all-week,morning,gasboiler,2045,0.95830000000
1,heat,2050,11,R1,all-year,all-week,morning,heatpump,2040,1.29170000000
1,heat,2050,12,R1,all-year,all-week,morning,heatpump,2045,0.95830000000
1,heat,2055,5,R1,all-year,all-week,morning,gasboiler,2045,0.95830000000
1,heat,2055,6,R1,all-year,all-week,morning,gasboiler,2050,1.29170000000
1,heat,2055,12,R1,all-year,all-week,morning,heatpump,2045,0.95830000000
1,heat,2055,13,R1,all-year,all-week,morning,heatpump,2050,1.29170000000
1,CO2f,2050,4,R1,all-year,all-week,morning,gasboiler,2040,83.58380000000
1,CO2f,2050,5,R1,all-year,all-week,morning,gasboiler,2045,62.01370000000
1,CO2f,2055,5,R1,all-year,all-week,morning,gasboiler,2045,62.01370000000
1,CO2f,2055,6,R1,all-year,all-week,morning,gasboiler,2050,83.58380000000
2,heat,2050,4,R1,all-year,all-week,afternoon,gasboiler,2040,0.86110000000
2,heat,2050,5,R1,all-year,all-week,afternoon,gasboiler,2045,0.63890000000
2,heat,2050,11,R1,all-year,all-week,afternoon,heatpump,2040,0.86110000000
2,heat,2050,12,R1,all-year,all-week,afternoon,heatpump,2045,0.63890000000
2,heat,2055,5,R1,all-year,all-week,afternoon,gasboiler,2045,0.63890000000
2,heat,2055,6,R1,all-year,all-week,afternoon,gasboiler,2050,0.86110000000
2,heat,2055,12,R1,all-year,all-week,afternoon,heatpump,2045,0.63890000000
2,heat,2055,13,R1,all-year,all-week,afternoon,heatpump,2050,0.86110000000
2,CO2f,2050,4,R1,all-year,all-week,afternoon,gasboiler,2040,55.72250000000
2,CO2f,2050,5,R1,all-year,all-week,afternoon,gasboiler,2045,41.34250000000
2,CO2f,2055,5,R1,all-year,all-week,afternoon,gasboiler,2045,41.34250000000
2,CO2f,2055,6,R1,all-year,all-week,afternoon,gasboiler,2050,55.72250000000
3,heat,2050,4,R1,all-year,all-week,early-peak,gasboiler,2040,1.29170000000
3,heat,2050,5,R1,all-year,all-week,early-peak,gasboiler,2045,0.95830000000
3,heat,2050,11,R1,all-year,all-week,early-peak,heatpump,2040,1.29170000000
3,heat,2050,12,R1,all-year,all-week,early-peak,heatpump,2045,0.95830000000
3,heat,2055,5,R1,all-year,all-week,early-peak,gasboiler,2045,0.95830000000
3,heat,2055,6,R1,all-year,all-week,early-peak,gasboiler,2050,1.29170000000
3,heat,2055,12,R1,all-year,all-week,early-peak,heatpump,2045,0.95830000000
3,heat,2055,13,R1,all-year,all-week,early-peak,heatpump,2050,1.29170000000
3,CO2f,2050,4,R1,all-year,all-week,early-peak,gasboiler,2040,83.58380000000
3,CO2f,2050,5,R1,all-year,all-week,early-peak,gasboiler,2045,62.01370000000
3,CO2f,2055,5,R1,all-year,all-week,early-peak,gasboiler,2045,62.01370000000
3,CO2f,2055,6,R1,all-year,all-week,early-peak,gasboiler,2050,83.58380000000
4,heat,2050,4,R1,all-year,all-week,late-peak,gasboiler,2040,2.58330000000
4,heat,2050,5,R1,all-year,all-week,late-peak,gasboiler,2045,1.91670000000
4,heat,2050,11,R1,all-year,all-week,late-peak,heatpump,2040,2.58330000000
4,heat,2050,12,R1,all-year,all-week,late-peak,heatpump,2045,1.91670000000
4,heat,2055,5,R1,all-year,all-week,late-peak,gasboiler,2045,1.91670000000
4,heat,2055,6,R1,all-year,all-week,late-peak,gasboiler,2050,2.58330000000
4,heat,2055,12,R1,all-year,all-week,late-peak,heatpump,2045,1.91670000000
4,heat,2055,13,R1,all-year,all-week,late-peak,heatpump,2050,2.58330000000
4,CO2f,2050,4,R1,all-year,all-week,late-peak,gasboiler,2040,167.16750000000
4,CO2f,2050,5,R1,all-year,all-week,late-peak,gasboiler,2045,124.02750000000
4,CO2f,2055,5,R1,all-year,all-week,late-peak,gasboiler,2045,124.02750000000
4,CO2f,2055,6,R1,all-year,all-week,late-peak,gasboiler,2050,167.16750000000
5,heat,2050,4,R1,all-year,all-week,evening,gasboiler,2040,1.72220000000
5,heat,2050,5,R1,all-year,all-week,evening,gasboiler,2045,1.27780000000
5,heat,2050,11,R1,all-year,all-week,evening,heatpump,2040,1.72220000000
5,heat,2050,12,R1,all-year,all-week,evening,heatpump,2045,1.27780000000
5,heat,2055,5,R1,all-year,all-week,evening,gasboiler,2045,1.27780000000
5,heat,2055,6,R1,all-year,all-week,evening,gasboiler,2050,1.72220000000
5,heat,2055,12,R1,all-year,all-week,evening,heatpump,2045,1.27780000000
5,heat,2055,13,R1,all-year,all-week,evening,heatpump,2050,1.72220000000
5,CO2f,2050,4,R1,all-year,all-week,evening,gasboiler,2040,111.44500000000
5,CO2f,2050,5,R1,all-year,all-week,evening,gasboiler,2045,82.68500000000
5,CO2f,2055,5,R1,all-year,all-week,evening,gasboiler,2045,82.68500000000
5,CO2f,2055,6,R1,all-year,all-week,evening,gasboiler,2050,111.44500000000
