region,timeslice,commodity,year,month,day,hour,supply
R1,0,heat,2040,all-year,all-week,night,1.66600000000
R1,0,heat,2045,all-year,all-week,night,1.90400000000
R1,0,cook,2040,all-year,all-week,night,1.38070000000
R1,0,cook,2045,all-year,all-week,night,1.54730000000
R1,1,heat,2040,all-year,all-week,morning,2.49900000000
R1,1,heat,2045,all-year,all-week,morning,2.85600000000
R1,1,cook,2040,all-year,all-week,morning,2.07030000000
R1,1,cook,2045,all-year,all-week,morning,2.32020000000
R1,2,heat,2040,all-year,all-week,mid-afternoon,1.66600000000
R1,2,heat,2045,all-year,all-week,mid-afternoon,1.90400000000
R1,2,cook,2040,all-year,all-week,mid-afternoon,1.38070000000
R1,2,cook,2045,all-year,all-week,mid-afternoon,1.54730000000
R1,3,heat,2040,all-year,all-week,early-peak,2.49900000000
R1,3,heat,2045,all-year,all-week,early-peak,2.85600000000
R1,3,cook,2040,all-year,all-week,early-peak,2.07030000000
R1,3,cook,2045,all-year,all-week,early-peak,2.32020000000
R1,4,heat,2040,all-year,all-week,late-peak,5.00030000000
R1,4,heat,2045,all-year,all-week,late-peak,5.71470000000
R1,4,cook,2040,all-year,all-week,late-peak,4.14300000000
R1,4,cook,2045,all-year,all-week,late-peak,4.64300000000
R1,5,heat,2040,all-year,all-week,evening,3.33430000000
R1,5,heat,2045,all-year,all-week,evening,3.81070000000
R1,5,cook,2040,all-year,all-week,evening,2.76300000000
R1,5,cook,2045,all-year,all-week,evening,3.09650000000
R1,6,heat,2040,all-year,all-week,early-morning,3.33430000000
R1,6,heat,2045,all-year,all-week,early-morning,3.81070000000
R1,6,cook,2040,all-year,all-week,early-morning,2.76300000000
R1,6,cook,2045,all-year,all-week,early-morning,3.09650000000
R1,7,heat,2040,all-year,all-week,late-afternoon,3.33430000000
R1,7,heat,2045,all-year,all-week,late-afternoon,3.81070000000
R1,7,cook,2040,all-year,all-week,late-afternoon,2.76300000000
R1,7,cook,2045,all-year,all-week,late-afternoon,3.09650000000
R2,0,heat,2040,all-year,all-week,night,1.66600000000
R2,0,heat,2045,all-year,all-week,night,1.90400000000
R2,0,cook,2040,all-year,all-week,night,1.38070000000
R2,0,cook,2045,all-year,all-week,night,1.54730000000
R2,1,heat,2040,all-year,all-week,morning,2.49900000000
R2,1,heat,2045,all-year,all-week,morning,2.85600000000
R2,1,cook,2040,all-year,all-week,morning,2.07030000000
R2,1,cook,2045,all-year,all-week,morning,2.32020000000
R2,2,heat,2040,all-year,all-week,mid-afternoon,1.66600000000
R2,2,heat,2045,all-year,all-week,mid-afternoon,1.90400000000
R2,2,cook,2040,all-year,all-week,mid-afternoon,1.38070000000
R2,2,cook,2045,all-year,all-week,mid-afternoon,1.54730000000
R2,3,heat,2040,all-year,all-week,early-peak,2.49900000000
R2,3,heat,2045,all-year,all-week,early-peak,2.85600000000
R2,3,cook,2040,all-year,all-week,early-peak,2.07030000000
R2,3,cook,2045,all-year,all-week,early-peak,2.32020000000
R2,4,heat,2040,all-year,all-week,late-peak,5.00030000000
R2,4,heat,2045,all-year,all-week,late-peak,5.71470000000
R2,4,cook,2040,all-year,all-week,late-peak,4.14300000000
R2,4,cook,2045,all-year,all-week,late-peak,4.64300000000
R2,5,heat,2040,all-year,all-week,evening,3.33430000000
R2,5,heat,2045,all-year,all-week,evening,3.81070000000
R2,5,cook,2040,all-year,all-week,evening,2.76300000000
R2,5,cook,2045,all-year,all-week,evening,3.09650000000
R2,6,heat,2040,all-year,all-week,early-morning,3.33430000000
R2,6,heat,2045,all-year,all-week,early-morning,3.81070000000
R2,6,cook,2040,all-year,all-week,early-morning,2.76300000000
R2,6,cook,2045,all-year,all-week,early-morning,3.09650000000
R2,7,heat,2040,all-year,all-week,late-afternoon,3.33430000000
R2,7,heat,2045,all-year,all-week,late-afternoon,3.81070000000
R2,7,cook,2040,all-year,all-week,late-afternoon,2.76300000000
R2,7,cook,2045,all-year,all-week,late-afternoon,3.09650000000
