,asset,year,region,installed,technology,capacity
27,1,2060,R1,2025,gasCCGT,2.72960000000
28,1,2064,R1,2025,gasCCGT,2.72960000000
46,2,2060,R1,2030,gasCCGT,0.37040000000
47,2,2064,R1,2030,gasCCGT,0.37040000000
48,2,2065,R1,2030,gasCCGT,0.37040000000
49,2,2069,R1,2030,gasCCGT,0.37040000000
65,3,2060,R1,2035,gasCCGT,1.46670000000
66,3,2064,R1,2035,gasCCGT,1.46670000000
67,3,2065,R1,2035,gasCCGT,1.46670000000
68,3,2069,R1,2035,gasCCGT,1.46670000000
69,3,2070,R1,2035,gasCCGT,1.46670000000
70,3,2074,R1,2035,gasCCGT,1.46670000000
84,4,2060,R1,2040,windturbine,0.83330000000
85,4,2064,R1,2040,windturbine,0.83330000000
86,4,2065,R1,2040,windturbine,0.83330000000
87,4,2069,R1,2040,windturbine,0.83330000000
103,5,2060,R1,2045,windturbine,0.83330000000
104,5,2064,R1,2045,windturbine,0.83330000000
105,5,2065,R1,2045,windturbine,0.83330000000
106,5,2069,R1,2045,windturbine,0.83330000000
107,5,2070,R1,2045,windturbine,0.83330000000
108,5,2074,R1,2045,windturbine,0.83330000000
122,6,2060,R1,2055,windturbine,3.05830000000
123,6,2064,R1,2055,windturbine,3.05830000000
124,6,2065,R1,2055,windturbine,3.05830000000
125,6,2069,R1,2055,windturbine,3.05830000000
126,6,2070,R1,2055,windturbine,3.05830000000
127,6,2074,R1,2055,windturbine,3.05830000000
128,6,2075,R1,2055,windturbine,3.05830000000
129,6,2084,R1,2055,windturbine,3.05830000000
143,7,2065,R1,2060,windturbine,6.14170000000
144,7,2069,R1,2060,windturbine,6.14170000000
145,7,2070,R1,2060,windturbine,6.14170000000
146,7,2074,R1,2060,windturbine,6.14170000000
147,7,2075,R1,2060,windturbine,6.14170000000
148,7,2084,R1,2060,windturbine,6.14170000000
149,7,2085,R1,2060,windturbine,6.14170000000
150,7,2089,R1,2060,windturbine,6.14170000000
