,asset,year,region,installed,technology,capacity
1,0,2030,R1,2020,gasCCGT,1.35930000000
2,0,2035,R1,2020,gasCCGT,1.35930000000
3,0,2040,R1,2020,gasCCGT,1.35930000000
4,0,2045,R1,2020,gasCCGT,1.35930000000
5,0,2050,R1,2020,gasCCGT,1.35930000000
6,0,2059,R1,2020,gasCCGT,1.35930000000
13,1,2030,R1,2025,gasCCGT,2.72960000000
14,1,2035,R1,2025,gasCCGT,2.72960000000
15,1,2040,R1,2025,gasCCGT,2.72960000000
16,1,2045,R1,2025,gasCCGT,2.72960000000
17,1,2050,R1,2025,gasCCGT,2.72960000000
18,1,2059,R1,2025,gasCCGT,2.72960000000
19,1,2060,R1,2025,gasCCGT,2.72960000000
20,1,2064,R1,2025,gasCCGT,2.72960000000
26,2,2035,R1,2030,gasCCGT,0.37040000000
27,2,2040,R1,2030,gasCCGT,0.37040000000
28,2,2045,R1,2030,gasCCGT,0.37040000000
29,2,2050,R1,2030,gasCCGT,0.37040000000
30,2,2059,R1,2030,gasCCGT,0.37040000000
31,2,2060,R1,2030,gasCCGT,0.37040000000
32,2,2064,R1,2030,gasCCGT,0.37040000000
33,2,2065,R1,2030,gasCCGT,0.37040000000
34,2,2069,R1,2030,gasCCGT,0.37040000000
