,asset,year,region,installed,technology,capacity
5,0,2050,R1,2020,gasCCGT,1.35930000000
6,0,2055,R1,2020,gasCCGT,1.35930000000
7,0,2059,R1,2020,gasCCGT,1.35930000000
20,1,2050,R1,2025,gasCCGT,2.72960000000
21,1,2055,R1,2025,gasCCGT,2.72960000000
22,1,2059,R1,2025,gasCCGT,2.72960000000
23,1,2060,R1,2025,gasCCGT,2.72960000000
24,1,2064,R1,2025,gasCCGT,2.72960000000
35,2,2050,R1,2030,gasCCGT,0.37040000000
36,2,2055,R1,2030,gasCCGT,0.37040000000
37,2,2059,R1,2030,gasCCGT,0.37040000000
38,2,2060,R1,2030,gasCCGT,0.37040000000
39,2,2064,R1,2030,gasCCGT,0.37040000000
40,2,2065,R1,2030,gasCCGT,0.37040000000
41,2,2069,R1,2030,gasCCGT,0.37040000000
50,3,2050,R1,2035,gasCCGT,1.46670000000
51,3,2055,R1,2035,gasCCGT,1.46670000000
52,3,2059,R1,2035,gasCCGT,1.46670000000
53,3,2060,R1,2035,gasCCGT,1.46670000000
54,3,2064,R1,2035,gasCCGT,1.46670000000
55,3,2065,R1,2035,gasCCGT,1.46670000000
56,3,2069,R1,2035,gasCCGT,1.46670000000
57,3,2070,R1,2035,gasCCGT,1.46670000000
58,3,2074,R1,2035,gasCCGT,1.46670000000
65,4,2050,R1,2040,windturbine,0.83330000000
66,4,2055,R1,2040,windturbine,0.83330000000
67,4,2059,R1,2040,windturbine,0.83330000000
68,4,2060,R1,2040,windturbine,0.83330000000
69,4,2064,R1,2040,windturbine,0.83330000000
70,4,2065,R1,2040,windturbine,0.83330000000
71,4,2069,R1,2040,windturbine,0.83330000000
80,5,2050,R1,2045,windturbine,0.83330000000
81,5,2055,R1,2045,windturbine,0.83330000000
82,5,2059,R1,2045,windturbine,0.83330000000
83,5,2060,R1,2045,windturbine,0.83330000000
84,5,2064,R1,2045,windturbine,0.83330000000
85,5,2065,R1,2045,windturbine,0.83330000000
86,5,2069,R1,2045,windturbine,0.83330000000
87,5,2070,R1,2045,windturbine,0.83330000000
88,5,2074,R1,2045,windturbine,0.83330000000
