,asset,year,region,installed,technology,capacity
6,0,2055,R1,2020,gasCCGT,1.35930000000
7,0,2059,R1,2020,gasCCGT,1.35930000000
23,1,2055,R1,2025,gasCCGT,2.72960000000
24,1,2059,R1,2025,gasCCGT,2.72960000000
25,1,2060,R1,2025,gasCCGT,2.72960000000
26,1,2064,R1,2025,gasCCGT,2.72960000000
40,2,2055,R1,2030,gasCCGT,0.37040000000
41,2,2059,R1,2030,gasCCGT,0.37040000000
42,2,2060,R1,2030,gasCCGT,0.37040000000
43,2,2064,R1,2030,gasCCGT,0.37040000000
44,2,2065,R1,2030,gasCCGT,0.37040000000
45,2,2069,R1,2030,gasCCGT,0.37040000000
57,3,2055,R1,2035,gasCCGT,1.46670000000
58,3,2059,R1,2035,gasCCGT,1.46670000000
59,3,2060,R1,2035,gasCCGT,1.46670000000
60,3,2064,R1,2035,gasCCGT,1.46670000000
61,3,2065,R1,2035,gasCCGT,1.46670000000
62,3,2069,R1,2035,gasCCGT,1.46670000000
63,3,2070,R1,2035,gasCCGT,1.46670000000
64,3,2074,R1,2035,gasCCGT,1.46670000000
74,4,2055,R1,2040,windturbine,0.83330000000
75,4,2059,R1,2040,windturbine,0.83330000000
76,4,2060,R1,2040,windturbine,0.83330000000
77,4,2064,R1,2040,windturbine,0.83330000000
78,4,2065,R1,2040,windturbine,0.83330000000
79,4,2069,R1,2040,windturbine,0.83330000000
91,5,2055,R1,2045,windturbine,0.83330000000
92,5,2059,R1,2045,windturbine,0.83330000000
93,5,2060,R1,2045,windturbine,0.83330000000
94,5,2064,R1,2045,windturbine,0.83330000000
95,5,2065,R1,2045,windturbine,0.83330000000
96,5,2069,R1,2045,windturbine,0.83330000000
97,5,2070,R1,2045,windturbine,0.83330000000
98,5,2074,R1,2045,windturbine,0.83330000000
110,6,2060,R1,2055,windturbine,3.05830000000
111,6,2064,R1,2055,windturbine,3.05830000000
112,6,2065,R1,2055,windturbine,3.05830000000
113,6,2069,R1,2055,windturbine,3.05830000000
114,6,2070,R1,2055,windturbine,3.05830000000
115,6,2074,R1,2055,windturbine,3.05830000000
116,6,2075,R1,2055,windturbine,3.05830000000
117,6,2084,R1,2055,windturbine,3.05830000000
