timeslice,asset,year,commodity,region,technology,installed,comm_usage,month,day,hour,consumption
0,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,16.70000000000
0,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,16.70000000000
0,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,1.10000000000
1,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,16.70000000000
1,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,16.70000000000
1,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,1.10000000000
2,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,16.70000000000
2,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,16.70000000000
2,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,1.10000000000
3,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,16.70000000000
3,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,16.70000000000
3,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,1.10000000000
4,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,16.70000000000
4,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,16.70000000000
4,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,1.10000000000
5,0,2020,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,16.70000000000
5,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,16.70000000000
5,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,1.10000000000
