,asset,year,region,technology,installed,capacity
0,0,2030,R1,gassupply1,2020,7.50000000000
8,1,2035,R1,gassupply1,2030,7.46760000000
9,1,2040,R1,gassupply1,2030,7.46760000000
10,1,2045,R1,gassupply1,2030,7.46760000000
11,1,2050,R1,gassupply1,2030,7.46760000000
12,1,2069,R1,gassupply1,2030,7.46760000000
