,asset,year,region,installed,technology,capacity
18,1,2050,R1,2030,gassupply1,7.46760000000
19,1,2055,R1,2030,gassupply1,7.46760000000
20,1,2069,R1,2030,gassupply1,7.46760000000
32,2,2050,R1,2035,gassupply1,0.23590000000
33,2,2055,R1,2035,gassupply1,0.23590000000
34,2,2069,R1,2035,gassupply1,0.23590000000
35,2,2070,R1,2035,gassupply1,0.23590000000
36,2,2074,R1,2035,gassupply1,0.23590000000
46,3,2050,R1,2045,gassupply1,0.43650000000
47,3,2055,R1,2045,gassupply1,0.43650000000
48,3,2069,R1,2045,gassupply1,0.43650000000
49,3,2070,R1,2045,gassupply1,0.43650000000
50,3,2074,R1,2045,gassupply1,0.43650000000
51,3,2075,R1,2045,gassupply1,0.43650000000
52,3,2084,R1,2045,gassupply1,0.43650000000
61,4,2055,R1,2050,gassupply1,0.64000000000
62,4,2069,R1,2050,gassupply1,0.64000000000
63,4,2070,R1,2050,gassupply1,0.64000000000
64,4,2074,R1,2050,gassupply1,0.64000000000
65,4,2075,R1,2050,gassupply1,0.64000000000
66,4,2084,R1,2050,gassupply1,0.64000000000
67,4,2085,R1,2050,gassupply1,0.64000000000
68,4,2089,R1,2050,gassupply1,0.64000000000
