timeslice,asset,year,commodity,region,technology,installed,comm_usage,month,day,hour,supply
0,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.50000000000
0,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,night,45.83500000000
0,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.50000000000
0,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,night,45.83500000000
0,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.55000000000
1,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.50000000000
1,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,morning,45.83500000000
1,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.50000000000
1,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,morning,45.83500000000
1,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.55000000000
2,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.50000000000
2,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,afternoon,45.83500000000
2,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.50000000000
2,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,afternoon,45.83500000000
2,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.55000000000
3,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.50000000000
3,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,early-peak,45.83500000000
3,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.50000000000
3,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,early-peak,45.83500000000
3,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.55000000000
4,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,0.50000000000
4,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,late-peak,45.83500000000
4,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,0.50000000000
4,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,late-peak,45.83500000000
4,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,0.76670000000
5,0,2020,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.50000000000
5,0,2020,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,evening,45.83500000000
5,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.50000000000
5,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,evening,45.83500000000
5,1,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.55000000000
