timeslice,asset,year,commodity,region,technology,installed,comm_usage,month,day,hour,supply
0,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.42220000000
0,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.24260000000
0,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,night,0.35510000000
1,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.63330000000
1,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.36400000000
1,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,morning,0.53270000000
2,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.42220000000
2,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.24260000000
2,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,afternoon,0.35510000000
3,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.63330000000
3,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.36400000000
3,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,early-peak,0.53270000000
4,0,2025,electricity,R1,gasCCGT,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,0.16670000000
4,0,2025,CO2f,R1,gasCCGT,2020,CommodityUsage.ENVIRONMENTAL|PRODUCT,all-year,all-week,late-peak,15.27830000000
4,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,1.10000000000
4,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,0.72790000000
4,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,late-peak,1.06540000000
5,2,2025,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.84440000000
5,2,2030,electricity,R1,windturbine,2020,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.48530000000
5,3,2030,electricity,R1,windturbine,2025,CommodityUsage.ENERGY|PRODUCT,all-year,all-week,evening,0.71030000000
