,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2030,0.01400000000
1,wind,R1,windturbine,2030,0.01670000000
2,gas,R1,gasCCGT,2035,0.01400000000
3,wind,R1,windturbine,2035,0.01670000000
4,gas,R1,gasCCGT,2035,0.00520000000
5,wind,R1,windturbine,2035,0.00630000000
6,gas,R1,gasCCGT,2030,0.02090000000
7,wind,R1,windturbine,2030,0.02510000000
8,gas,R1,gasCCGT,2035,0.02090000000
9,wind,R1,windturbine,2035,0.02510000000
10,gas,R1,gasCCGT,2035,0.00780000000
11,wind,R1,windturbine,2035,0.00940000000
12,gas,R1,gasCCGT,2030,0.01400000000
13,wind,R1,windturbine,2030,0.01670000000
14,gas,R1,gasCCGT,2035,0.01400000000
15,wind,R1,windturbine,2035,0.01670000000
16,gas,R1,gasCCGT,2035,0.00520000000
17,wind,R1,windturbine,2035,0.00630000000
18,gas,R1,gasCCGT,2030,0.02090000000
19,wind,R1,windturbine,2030,0.02510000000
20,gas,R1,gasCCGT,2035,0.02090000000
21,wind,R1,windturbine,2035,0.02510000000
22,gas,R1,gasCCGT,2035,0.00780000000
23,wind,R1,windturbine,2035,0.00940000000
24,gas,R1,gasCCGT,2030,0.04190000000
25,wind,R1,windturbine,2030,0.05010000000
26,gas,R1,gasCCGT,2035,0.04190000000
27,wind,R1,windturbine,2035,0.05010000000
28,gas,R1,gasCCGT,2035,0.01570000000
29,wind,R1,windturbine,2035,0.01880000000
30,gas,R1,gasCCGT,2030,0.02790000000
31,wind,R1,windturbine,2030,0.03340000000
32,gas,R1,gasCCGT,2035,0.02790000000
33,wind,R1,windturbine,2035,0.03340000000
34,gas,R1,gasCCGT,2035,0.01050000000
35,wind,R1,windturbine,2035,0.01250000000
