,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2035,0.01400000000
1,wind,R1,windturbine,2035,0.01670000000
2,gas,R1,gasCCGT,2035,0.00520000000
3,wind,R1,windturbine,2035,0.00630000000
4,gas,R1,gasCCGT,2040,0.01400000000
5,wind,R1,windturbine,2040,0.01670000000
6,gas,R1,gasCCGT,2040,0.00520000000
7,wind,R1,windturbine,2040,0.00630000000
8,wind,R1,windturbine,2040,0.00120000000
9,gas,R1,gasCCGT,2035,0.02090000000
10,wind,R1,windturbine,2035,0.02510000000
11,gas,R1,gasCCGT,2035,0.00780000000
12,wind,R1,windturbine,2035,0.00940000000
13,gas,R1,gasCCGT,2040,0.02090000000
14,wind,R1,windturbine,2040,0.02510000000
15,gas,R1,gasCCGT,2040,0.00780000000
16,wind,R1,windturbine,2040,0.00940000000
17,wind,R1,windturbine,2040,0.00180000000
18,gas,R1,gasCCGT,2035,0.01400000000
19,wind,R1,windturbine,2035,0.01670000000
20,gas,R1,gasCCGT,2035,0.00520000000
21,wind,R1,windturbine,2035,0.00630000000
22,gas,R1,gasCCGT,2040,0.01400000000
23,wind,R1,windturbine,2040,0.01670000000
24,gas,R1,gasCCGT,2040,0.00520000000
25,wind,R1,windturbine,2040,0.00630000000
26,wind,R1,windturbine,2040,0.00120000000
27,gas,R1,gasCCGT,2035,0.02090000000
28,wind,R1,windturbine,2035,0.02510000000
29,gas,R1,gasCCGT,2035,0.00780000000
30,wind,R1,windturbine,2035,0.00940000000
31,gas,R1,gasCCGT,2040,0.02090000000
32,wind,R1,windturbine,2040,0.02510000000
33,gas,R1,gasCCGT,2040,0.00780000000
34,wind,R1,windturbine,2040,0.00940000000
35,wind,R1,windturbine,2040,0.00180000000
36,gas,R1,gasCCGT,2035,0.04190000000
37,wind,R1,windturbine,2035,0.05010000000
38,gas,R1,gasCCGT,2035,0.01570000000
39,wind,R1,windturbine,2035,0.01880000000
40,gas,R1,gasCCGT,2040,0.04190000000
41,wind,R1,windturbine,2040,0.05010000000
42,gas,R1,gasCCGT,2040,0.01570000000
43,wind,R1,windturbine,2040,0.01880000000
44,wind,R1,windturbine,2040,0.00360000000
45,gas,R1,gasCCGT,2035,0.02790000000
46,wind,R1,windturbine,2035,0.03340000000
47,gas,R1,gasCCGT,2035,0.01050000000
48,wind,R1,windturbine,2035,0.01250000000
49,gas,R1,gasCCGT,2040,0.02790000000
50,wind,R1,windturbine,2040,0.03340000000
51,gas,R1,gasCCGT,2040,0.01050000000
52,wind,R1,windturbine,2040,0.01250000000
53,wind,R1,windturbine,2040,0.00240000000
