,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2050,0.01090000000
1,wind,R1,windturbine,2050,0.01310000000
2,gas,R1,gasCCGT,2050,0.00410000000
3,wind,R1,windturbine,2050,0.00490000000
4,wind,R1,windturbine,2050,0.00090000000
5,gas,R1,gasCCGT,2055,0.01220000000
6,gas,R1,gasCCGT,2055,0.00460000000
7,wind,R1,windturbine,2055,0.00550000000
8,wind,R1,windturbine,2055,0.00110000000
9,gas,R1,gasCCGT,2050,0.01640000000
10,wind,R1,windturbine,2050,0.01970000000
11,gas,R1,gasCCGT,2050,0.00620000000
12,wind,R1,windturbine,2050,0.00740000000
13,wind,R1,windturbine,2050,0.00140000000
14,gas,R1,gasCCGT,2055,0.01820000000
15,gas,R1,gasCCGT,2055,0.00680000000
16,wind,R1,windturbine,2055,0.00820000000
17,wind,R1,windturbine,2055,0.00160000000
18,gas,R1,gasCCGT,2050,0.01090000000
19,wind,R1,windturbine,2050,0.01310000000
20,gas,R1,gasCCGT,2050,0.00410000000
21,wind,R1,windturbine,2050,0.00490000000
22,wind,R1,windturbine,2050,0.00090000000
23,gas,R1,gasCCGT,2055,0.01220000000
24,gas,R1,gasCCGT,2055,0.00460000000
25,wind,R1,windturbine,2055,0.00550000000
26,wind,R1,windturbine,2055,0.00110000000
27,gas,R1,gasCCGT,2050,0.01640000000
28,wind,R1,windturbine,2050,0.01970000000
29,gas,R1,gasCCGT,2050,0.00620000000
30,wind,R1,windturbine,2050,0.00740000000
31,wind,R1,windturbine,2050,0.00140000000
32,gas,R1,gasCCGT,2055,0.01820000000
33,gas,R1,gasCCGT,2055,0.00680000000
34,wind,R1,windturbine,2055,0.00820000000
35,wind,R1,windturbine,2055,0.00160000000
36,gas,R1,gasCCGT,2050,0.03280000000
37,wind,R1,windturbine,2050,0.03930000000
38,gas,R1,gasCCGT,2050,0.01230000000
39,wind,R1,windturbine,2050,0.01470000000
40,wind,R1,windturbine,2050,0.00280000000
41,gas,R1,gasCCGT,2055,0.03650000000
42,gas,R1,gasCCGT,2055,0.01370000000
43,wind,R1,windturbine,2055,0.01640000000
44,wind,R1,windturbine,2055,0.00320000000
45,gas,R1,gasCCGT,2050,0.02190000000
46,wind,R1,windturbine,2050,0.02620000000
47,gas,R1,gasCCGT,2050,0.00820000000
48,wind,R1,windturbine,2050,0.00980000000
49,wind,R1,windturbine,2050,0.00190000000
50,gas,R1,gasCCGT,2055,0.02430000000
51,gas,R1,gasCCGT,2055,0.00910000000
52,wind,R1,windturbine,2055,0.01090000000
53,wind,R1,windturbine,2055,0.00210000000
