,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2045,0.01150000000
1,wind,R1,windturbine,2045,0.01380000000
2,gas,R1,gasCCGT,2045,0.00430000000
3,wind,R1,windturbine,2045,0.00520000000
4,wind,R1,windturbine,2045,0.00100000000
5,gas,R1,gasCCGT,2050,0.01090000000
6,wind,R1,windturbine,2050,0.01310000000
7,gas,R1,gasCCGT,2050,0.00410000000
8,wind,R1,windturbine,2050,0.00490000000
9,wind,R1,windturbine,2050,0.00090000000
10,gas,R1,gasCCGT,2045,0.01730000000
11,wind,R1,windturbine,2045,0.02070000000
12,gas,R1,gasCCGT,2045,0.00650000000
13,wind,R1,windturbine,2045,0.00780000000
14,wind,R1,windturbine,2045,0.00150000000
15,gas,R1,gasCCGT,2050,0.01640000000
16,wind,R1,windturbine,2050,0.01970000000
17,gas,R1,gasCCGT,2050,0.00620000000
18,wind,R1,windturbine,2050,0.00740000000
19,wind,R1,windturbine,2050,0.00140000000
20,gas,R1,gasCCGT,2045,0.01150000000
21,wind,R1,windturbine,2045,0.01380000000
22,gas,R1,gasCCGT,2045,0.00430000000
23,wind,R1,windturbine,2045,0.00520000000
24,wind,R1,windturbine,2045,0.00100000000
25,gas,R1,gasCCGT,2050,0.01090000000
26,wind,R1,windturbine,2050,0.01310000000
27,gas,R1,gasCCGT,2050,0.00410000000
28,wind,R1,windturbine,2050,0.00490000000
29,wind,R1,windturbine,2050,0.00090000000
30,gas,R1,gasCCGT,2045,0.01730000000
31,wind,R1,windturbine,2045,0.02070000000
32,gas,R1,gasCCGT,2045,0.00650000000
33,wind,R1,windturbine,2045,0.00780000000
34,wind,R1,windturbine,2045,0.00150000000
35,gas,R1,gasCCGT,2050,0.01640000000
36,wind,R1,windturbine,2050,0.01970000000
37,gas,R1,gasCCGT,2050,0.00620000000
38,wind,R1,windturbine,2050,0.00740000000
39,wind,R1,windturbine,2050,0.00140000000
40,gas,R1,gasCCGT,2045,0.03460000000
41,wind,R1,windturbine,2045,0.04150000000
42,gas,R1,gasCCGT,2045,0.01300000000
43,wind,R1,windturbine,2045,0.01560000000
44,wind,R1,windturbine,2045,0.00300000000
45,gas,R1,gasCCGT,2050,0.03280000000
46,wind,R1,windturbine,2050,0.03930000000
47,gas,R1,gasCCGT,2050,0.01230000000
48,wind,R1,windturbine,2050,0.01470000000
49,wind,R1,windturbine,2050,0.00280000000
50,gas,R1,gasCCGT,2045,0.02310000000
51,wind,R1,windturbine,2045,0.02770000000
52,gas,R1,gasCCGT,2045,0.00870000000
53,wind,R1,windturbine,2045,0.01040000000
54,wind,R1,windturbine,2045,0.00200000000
55,gas,R1,gasCCGT,2050,0.02190000000
56,wind,R1,windturbine,2050,0.02620000000
57,gas,R1,gasCCGT,2050,0.00820000000
58,wind,R1,windturbine,2050,0.00980000000
59,wind,R1,windturbine,2050,0.00190000000
